Date,Main Site Corrected Gas Meter
2019-03-23 00:00:00,734800
2019-03-24 00:00:00,754400
2019-03-25 00:00:00,799800
2019-03-26 00:00:00,640600
2019-03-27 00:00:00,447600
2019-03-28 00:00:00,620200
2019-03-29 00:00:00,643200
2019-03-30 00:00:00,620800
2019-03-31 00:00:00,605800
2019-04-01 00:00:00,725200
2019-04-02 00:00:00,822600
2019-04-03 00:00:00,810200
2019-04-04 00:00:00,852800
2019-04-05 00:00:00,717200
2019-04-06 00:00:00,759600
2019-04-07 00:00:00,602000
2019-04-08 00:00:00,699800
2019-04-09 00:00:00,623000
2019-04-10 00:00:00,591200
2019-04-11 00:00:00,600600
2019-04-12 00:00:00,578600
2019-04-13 00:00:00,547600
2019-04-14 00:00:00,548800
2019-04-15 00:00:00,583200
2019-04-16 00:00:00,649000
2019-04-17 00:00:00,739600
2019-04-18 00:00:00,783000
2019-04-19 00:00:00,193400
2019-04-20 00:00:00,341600
2019-04-21 00:00:00,393200
2019-04-22 00:00:00,418800
2019-04-23 00:00:00,522000
2019-04-24 00:00:00,667800
2019-04-25 00:00:00,666000
2019-04-26 00:00:00,648000
2019-04-27 00:00:00,625600
2019-04-28 00:00:00,622800
2019-04-29 00:00:00,535400
2019-04-30 00:00:00,610600
2019-05-01 00:00:00,731800
2019-05-02 00:00:00,735200
2019-05-03 00:00:00,752400
2019-05-04 00:00:00,763200
2019-05-05 00:00:00,735400
2019-05-06 00:00:00,745800
2019-05-07 00:00:00,786400
2019-05-08 00:00:00,781600
2019-05-09 00:00:00,808200
2019-05-10 00:00:00,779600
2019-05-11 00:00:00,707800
2019-05-12 00:00:00,683000
2019-05-13 00:00:00,734200
2019-05-14 00:00:00,727200
2019-05-15 00:00:00,723800
2019-05-16 00:00:00,745800
2019-05-17 00:00:00,711800
2019-05-18 00:00:00,678800
2019-05-19 00:00:00,672800
2019-05-20 00:00:00,704600
2019-05-21 00:00:00,702400
2019-05-22 00:00:00,732000
2019-05-23 00:00:00,736800
2019-05-24 00:00:00,720400
2019-05-25 00:00:00,668400
2019-05-26 00:00:00,669600
2019-05-27 00:00:00,672800
2019-05-28 00:00:00,752600
2019-05-29 00:00:00,687400
2019-05-30 00:00:00,727400
2019-05-31 00:00:00,727000
2019-06-01 00:00:00,692400
2019-06-02 00:00:00,685600
2019-06-03 00:00:00,728800
2019-06-04 00:00:00,730600
2019-06-05 00:00:00,664600
2019-06-06 00:00:00,718200
2019-06-07 00:00:00,711600
2019-06-08 00:00:00,681200
2019-06-09 00:00:00,687200
2019-06-10 00:00:00,744800
2019-06-11 00:00:00,769600
2019-06-12 00:00:00,564000
2019-06-13 00:00:00,615200
2019-06-14 00:00:00,730400
2019-06-15 00:00:00,698400
2019-06-16 00:00:00,698400
2019-06-17 00:00:00,726600
2019-06-18 00:00:00,719800
2019-06-19 00:00:00,733600
2019-06-20 00:00:00,700800
2019-06-21 00:00:00,724400
2019-06-22 00:00:00,685200
2019-06-23 00:00:00,686000
2019-06-24 00:00:00,454800
2019-06-25 00:00:00,368200
2019-06-26 00:00:00,594200
2019-06-27 00:00:00,561200
2019-06-28 00:00:00,381200
2019-06-29 00:00:00,335800
2019-06-30 00:00:00,433600
2019-07-01 00:00:00,575600
2019-07-02 00:00:00,261600
2019-07-04 00:00:00,185400
2019-07-05 00:00:00,393400
2019-07-06 00:00:00,337200
2019-07-07 00:00:00,347000
2019-07-08 00:00:00,132400
2019-07-09 00:00:00,178000
2019-07-10 00:00:00,496800
2019-07-11 00:00:00,584600
2019-07-12 00:00:00,566200
2019-07-13 00:00:00,642800
2019-07-14 00:00:00,642400
2019-07-15 00:00:00,589600
2019-07-16 00:00:00,557800
2019-07-17 00:00:00,639800
2019-07-18 00:00:00,648000
2019-07-19 00:00:00,631400
2019-07-20 00:00:00,614200
2019-07-21 00:00:00,612600
2019-07-22 00:00:00,646600
2019-07-23 00:00:00,593200
2019-07-24 00:00:00,606800
2019-07-25 00:00:00,631200
2019-07-26 00:00:00,678600
2019-07-27 00:00:00,591800
2019-07-28 00:00:00,619400
2019-07-29 00:00:00,654400
2019-07-30 00:00:00,616600
2019-07-31 00:00:00,655800
2019-08-01 00:00:00,646800
2019-08-02 00:00:00,637600
2019-08-03 00:00:00,604600
2019-08-04 00:00:00,614200
2019-08-05 00:00:00,651200
2019-08-06 00:00:00,606400
2019-08-07 00:00:00,668600
2019-08-08 00:00:00,680600
2019-08-09 00:00:00,626800
2019-08-10 00:00:00,644600
2019-08-11 00:00:00,645600
2019-08-12 00:00:00,665200
2019-08-13 00:00:00,669600
2019-08-14 00:00:00,672000
2019-08-15 00:00:00,669600
2019-08-16 00:00:00,650000
2019-08-17 00:00:00,610800
2019-08-18 00:00:00,617200
2019-08-19 00:00:00,666800
2019-08-20 00:00:00,640600
2019-08-21 00:00:00,649400
2019-08-22 00:00:00,676400
2019-08-23 00:00:00,627600
2019-08-24 00:00:00,562400
2019-08-25 00:00:00,546000
2019-08-26 00:00:00,601400
2019-08-27 00:00:00,613200
2019-08-28 00:00:00,644400
2019-08-29 00:00:00,656000
2019-08-30 00:00:00,642800
2019-08-31 00:00:00,626000
2019-09-01 00:00:00,630800
2019-09-02 00:00:00,685400
2019-09-03 00:00:00,672600
2019-09-04 00:00:00,690000
2019-09-05 00:00:00,684800
2019-09-06 00:00:00,665800
2019-09-07 00:00:00,637400
2019-09-08 00:00:00,646800
2019-09-09 00:00:00,642400
2019-09-10 00:00:00,680800
2019-09-11 00:00:00,685600
2019-09-12 00:00:00,693600
2019-09-13 00:00:00,672200
2019-09-14 00:00:00,646000
2019-09-15 00:00:00,644000
2019-09-16 00:00:00,684800
2019-09-17 00:00:00,703400
2019-09-18 00:00:00,701200
2019-09-19 00:00:00,673800
2019-09-20 00:00:00,660200
2019-09-21 00:00:00,498000
2019-09-22 00:00:00,643200
2019-09-23 00:00:00,669600
2019-09-24 00:00:00,677200
2019-09-25 00:00:00,635000
2019-09-26 00:00:00,663200
2019-09-27 00:00:00,677200
2019-09-28 00:00:00,645400
2019-09-29 00:00:00,653600
2019-09-30 00:00:00,692600
2019-10-01 00:00:00,665200
2019-10-02 00:00:00,708000
2019-10-03 00:00:00,716800
2019-10-04 00:00:00,593200
2019-10-05 00:00:00,448800
2019-10-06 00:00:00,487000
2019-10-07 00:00:00,532600
2019-10-08 00:00:00,630000
2019-10-09 00:00:00,699800
2019-10-10 00:00:00,667000
2019-10-11 00:00:00,665200
2019-10-12 00:00:00,655000
2019-10-13 00:00:00,659400
2019-10-14 00:00:00,706400
2019-10-15 00:00:00,694200
2019-10-16 00:00:00,698600
2019-10-17 00:00:00,730200
2019-10-18 00:00:00,686000
2019-10-19 00:00:00,652200
2019-10-20 00:00:00,660600
2019-10-21 00:00:00,724400
2019-10-22 00:00:00,736200
2019-10-23 00:00:00,699800
2019-10-24 00:00:00,719600
2019-10-25 00:00:00,738800
2019-10-26 00:00:00,700400
2019-10-27 00:00:00,716200
2019-10-28 00:00:00,765400
2019-10-29 00:00:00,748200
2019-10-30 00:00:00,796400
2019-10-31 00:00:00,762200
2019-11-01 00:00:00,721800
2019-11-02 00:00:00,662200
2019-11-03 00:00:00,655200
2019-11-04 00:00:00,704800
2019-11-05 00:00:00,719600
2019-11-06 00:00:00,776200
2019-11-07 00:00:00,738200
2019-11-08 00:00:00,728600
2019-11-09 00:00:00,738400
2019-11-10 00:00:00,726400
2019-11-11 00:00:00,762400
2019-11-12 00:00:00,754600
2019-11-13 00:00:00,744400
2019-11-14 00:00:00,765400
2019-11-15 00:00:00,721200
2019-11-16 00:00:00,645200
2019-11-17 00:00:00,674400
2019-11-18 00:00:00,770600
2019-11-19 00:00:00,800800
2019-11-20 00:00:00,770000
2019-11-21 00:00:00,767600
2019-11-22 00:00:00,696400
2019-11-23 00:00:00,668000
2019-11-24 00:00:00,648000
2019-11-25 00:00:00,697200
2019-11-26 00:00:00,696800
2019-11-27 00:00:00,718600
2019-11-28 00:00:00,715000
2019-11-29 00:00:00,740000
2019-11-30 00:00:00,745200
2019-12-01 00:00:00,749600
2019-12-02 00:00:00,765600
2019-12-03 00:00:00,738200
2019-12-04 00:00:00,706600
2019-12-05 00:00:00,706800
2019-12-06 00:00:00,691400
2019-12-07 00:00:00,653200
2019-12-08 00:00:00,673800
2019-12-09 00:00:00,717400
2019-12-10 00:00:00,724400
2019-12-11 00:00:00,732600
2019-12-12 00:00:00,768400
2019-12-13 00:00:00,721800
2019-12-14 00:00:00,698000
2019-12-15 00:00:00,706400
2019-12-16 00:00:00,730400
2019-12-17 00:00:00,708800
2019-12-18 00:00:00,770400
2019-12-19 00:00:00,636800
2019-12-20 00:00:00,673600
2019-12-21 00:00:00,669000
2019-12-22 00:00:00,672400
2019-12-23 00:00:00,699600
2019-12-24 00:00:00,676400
2019-12-25 00:00:00,649200
2019-12-26 00:00:00,656600
2019-12-27 00:00:00,643400
2019-12-28 00:00:00,614200
2019-12-29 00:00:00,606600
2019-12-30 00:00:00,598800
2019-12-31 00:00:00,676000
2020-01-01 00:00:00,654800
2020-01-02 00:00:00,679400
2020-01-03 00:00:00,700000
2020-01-04 00:00:00,654800
2020-01-05 00:00:00,646600
2020-01-06 00:00:00,686200
2020-01-07 00:00:00,709800
2020-01-08 00:00:00,721800
2020-01-09 00:00:00,758600
2020-01-10 00:00:00,763200
2020-01-11 00:00:00,636600
2020-01-12 00:00:00,685400
2020-01-13 00:00:00,718600
2020-01-14 00:00:00,746000
2020-01-15 00:00:00,740000
2020-01-16 00:00:00,714000
2020-01-17 00:00:00,714600
2020-01-18 00:00:00,690200
2020-01-19 00:00:00,673200
2020-01-20 00:00:00,771400
2020-01-21 00:00:00,751000
2020-01-22 00:00:00,669000
2020-01-23 00:00:00,735600
2020-01-24 00:00:00,718800
2020-01-25 00:00:00,669200
2020-01-26 00:00:00,668600
2020-01-27 00:00:00,737000
2020-01-28 00:00:00,743000
2020-01-29 00:00:00,754600
2020-01-30 00:00:00,703200
2020-01-31 00:00:00,696200
2020-02-01 00:00:00,679200
2020-02-02 00:00:00,687000
2020-02-03 00:00:00,754400
2020-02-04 00:00:00,764400
2020-02-05 00:00:00,772200
2020-02-06 00:00:00,745200
2020-02-07 00:00:00,557400
2020-02-08 00:00:00,683400
2020-02-09 00:00:00,634400
2020-02-10 00:00:00,762200
2020-02-11 00:00:00,782600
2020-02-12 00:00:00,737600
2020-02-13 00:00:00,736400
2020-02-14 00:00:00,625600
2020-02-15 00:00:00,481600
2020-02-16 00:00:00,477400
2020-02-17 00:00:00,487200
2020-02-18 00:00:00,497200
2020-02-19 00:00:00,489200
2020-02-20 00:00:00,644800
2020-02-21 00:00:00,715200
2020-02-22 00:00:00,702400
2020-02-23 00:00:00,643600
2020-02-24 00:00:00,755600
2020-02-25 00:00:00,761000
2020-02-26 00:00:00,759800
2020-02-27 00:00:00,747600
2020-02-28 00:00:00,717400
2020-02-29 00:00:00,670800
2020-03-01 00:00:00,688600
2020-03-02 00:00:00,725000
2020-03-03 00:00:00,702600
2020-03-04 00:00:00,743000
2020-03-05 00:00:00,750800
2020-03-06 00:00:00,733200
2020-03-07 00:00:00,666600
2020-03-08 00:00:00,663600
2020-03-09 00:00:00,685400
2020-03-10 00:00:00,696200
2020-03-11 00:00:00,692800
2020-03-12 00:00:00,628400
2020-03-13 00:00:00,707600
2020-03-14 00:00:00,671800
2020-03-15 00:00:00,614200
2020-03-16 00:00:00,731000
2020-03-17 00:00:00,637800
2020-03-18 00:00:00,687600
2020-03-19 00:00:00,728800
2020-03-20 00:00:00,720000
2020-03-21 00:00:00,695400
2020-03-22 00:00:00,674600
2020-03-23 00:00:00,699400
2020-03-24 00:00:00,693000
2020-03-25 00:00:00,652400
2020-03-26 00:00:00,611800
2020-03-27 00:00:00,715400
2020-03-28 00:00:00,677600
2020-03-29 00:00:00,668400
2020-03-30 00:00:00,742400
2020-03-31 00:00:00,721200
2020-04-01 00:00:00,715000
2020-04-02 00:00:00,719200
2020-04-03 00:00:00,704200
2020-04-04 00:00:00,637200
2020-04-05 00:00:00,635600
2020-04-06 00:00:00,669200
2020-04-07 00:00:00,782400
2020-04-08 00:00:00,817600
2020-04-09 00:00:00,594800
2020-04-10 00:00:00,617431.7965
2020-04-11 00:00:00,617431.7965
2020-04-12 00:00:00,88400
2020-04-13 00:00:00,694400
2020-04-14 00:00:00,648800
2020-04-15 00:00:00,637600
2020-04-16 00:00:00,664400
2020-04-17 00:00:00,646800
2020-04-18 00:00:00,632000
2020-04-19 00:00:00,626200
2020-04-20 00:00:00,676000
2020-04-21 00:00:00,673000
2020-04-22 00:00:00,657200
2020-04-23 00:00:00,671800
2020-04-24 00:00:00,638800
2020-04-25 00:00:00,615200
2020-04-26 00:00:00,615000
2020-04-27 00:00:00,668200
2020-04-28 00:00:00,677000
2020-04-29 00:00:00,694200
2020-04-30 00:00:00,670800
2020-05-01 00:00:00,634000
2020-05-02 00:00:00,619200
2020-05-03 00:00:00,611200
2020-05-04 00:00:00,607600
2020-05-05 00:00:00,661200
2020-05-06 00:00:00,653400
2020-05-07 00:00:00,643800
2020-05-08 00:00:00,560400
2020-05-09 00:00:00,575600
2020-05-10 00:00:00,614200
2020-05-11 00:00:00,678400
2020-05-12 00:00:00,642400
2020-05-13 00:00:00,648200
2020-05-14 00:00:00,665800
2020-05-15 00:00:00,617000
2020-05-16 00:00:00,586400
2020-05-17 00:00:00,588200
2020-05-18 00:00:00,627200
2020-05-19 00:00:00,637000
2020-05-20 00:00:00,616600
2020-05-21 00:00:00,566600
2020-05-22 00:00:00,589000
2020-05-23 00:00:00,587200
2020-05-24 00:00:00,573400
2020-05-25 00:00:00,578000
2020-05-26 00:00:00,627000
2020-05-27 00:00:00,632000
2020-05-28 00:00:00,547600
2020-05-29 00:00:00,445600
2020-05-30 00:00:00,400400
2020-05-31 00:00:00,412400
2020-06-01 00:00:00,460800
2020-06-02 00:00:00,446400
2020-06-03 00:00:00,468000
2020-06-04 00:00:00,471600
2020-06-05 00:00:00,523600
2020-06-06 00:00:00,602000
2020-06-07 00:00:00,599200
2020-06-08 00:00:00,668000
2020-06-09 00:00:00,646400
2020-06-10 00:00:00,641600
2020-06-11 00:00:00,611000
2020-06-12 00:00:00,622800
2020-06-13 00:00:00,555800
2020-06-14 00:00:00,514400
2020-06-15 00:00:00,617600
2020-06-16 00:00:00,611800
2020-06-17 00:00:00,573800
2020-06-18 00:00:00,594800
2020-06-19 00:00:00,545400
2020-06-20 00:00:00,565200
2020-06-21 00:00:00,543800
2020-06-22 00:00:00,590400
2020-06-23 00:00:00,527000
2020-06-24 00:00:00,445600
2020-06-25 00:00:00,243200
2020-06-26 00:00:00,269400
2020-06-27 00:00:00,274600
2020-06-28 00:00:00,279800
2020-06-29 00:00:00,321200
2020-06-30 00:00:00,320200
2020-07-01 00:00:00,326600
2020-07-02 00:00:00,331000
2020-07-03 00:00:00,303600
2020-07-04 00:00:00,267000
2020-07-05 00:00:00,266000
2020-07-06 00:00:00,290200
2020-07-07 00:00:00,448600
2020-07-08 00:00:00,531200
2020-07-09 00:00:00,618000
2020-07-10 00:00:00,606400
2020-07-13 00:00:00,355600
2020-07-14 00:00:00,635800
2020-07-15 00:00:00,619800
2020-07-16 00:00:00,672600
2020-07-17 00:00:00,728800
2020-07-18 00:00:00,703800
2020-07-19 00:00:00,671400
2020-07-20 00:00:00,751800
2020-07-21 00:00:00,498200
2020-07-22 00:00:00,610200
2020-07-23 00:00:00,616800
2020-07-24 00:00:00,582800
2020-07-25 00:00:00,575400
2020-07-26 00:00:00,589800
2020-07-27 00:00:00,688000
2020-07-28 00:00:00,693000
2020-07-29 00:00:00,722400
2020-07-30 00:00:00,443000
2020-07-31 00:00:00,543000
2020-08-01 00:00:00,620600
2020-08-02 00:00:00,574000
2020-08-03 00:00:00,611400
2020-08-04 00:00:00,611400
2020-08-05 00:00:00,610400
2020-08-06 00:00:00,591600
2020-08-07 00:00:00,613000
2020-08-08 00:00:00,552200
2020-08-09 00:00:00,587400
2020-08-10 00:00:00,620800
2020-08-11 00:00:00,657000
2020-08-12 00:00:00,698400
2020-08-13 00:00:00,750200
2020-08-14 00:00:00,731600
2020-08-15 00:00:00,697000
2020-08-16 00:00:00,487400
2020-08-17 00:00:00,448800
2020-08-18 00:00:00,625400
2020-08-19 00:00:00,531600
2020-08-20 00:00:00,624400
2020-08-21 00:00:00,521000
2020-08-22 00:00:00,606000
2020-08-23 00:00:00,613800
2020-08-24 00:00:00,639000
2020-08-25 00:00:00,645000
2020-08-26 00:00:00,629400
2020-08-27 00:00:00,629000
2020-08-28 00:00:00,561800
2020-08-29 00:00:00,592800
2020-08-30 00:00:00,600400
2020-08-31 00:00:00,608600
2020-09-01 00:00:00,627400
2020-09-02 00:00:00,617800
2020-09-03 00:00:00,589600
2020-09-04 00:00:00,574000
2020-09-05 00:00:00,559400
2020-09-06 00:00:00,570800
2020-09-07 00:00:00,599600
2020-09-08 00:00:00,542400
2020-09-09 00:00:00,541200
2020-09-10 00:00:00,616400
2020-09-11 00:00:00,559600
2020-09-12 00:00:00,559600
2020-09-13 00:00:00,530400
2020-09-14 00:00:00,570400
2020-09-15 00:00:00,603200
2020-09-16 00:00:00,595400
2020-09-17 00:00:00,606200
2020-09-18 00:00:00,593200
2020-09-19 00:00:00,552800
2020-09-20 00:00:00,558400
2020-09-21 00:00:00,584200
2020-09-22 00:00:00,614600
2020-09-23 00:00:00,654200
2020-09-24 00:00:00,618800
2020-09-25 00:00:00,599000
2020-09-26 00:00:00,635600
2020-09-27 00:00:00,628600
2020-09-28 00:00:00,650000
2020-09-29 00:00:00,601000
2020-09-30 00:00:00,607200
2020-10-01 00:00:00,604400
2020-10-02 00:00:00,620400
2020-10-03 00:00:00,616200
2020-10-04 00:00:00,618600
2020-10-05 00:00:00,586400
2020-10-06 00:00:00,601600
2020-10-07 00:00:00,598800
2020-10-08 00:00:00,591800
2020-10-09 00:00:00,593400
2020-10-10 00:00:00,606200
2020-10-11 00:00:00,641400
2020-10-12 00:00:00,648400
2020-10-13 00:00:00,624800
2020-10-14 00:00:00,615800
2020-10-15 00:00:00,670400
2020-10-16 00:00:00,644200
2020-10-17 00:00:00,639400
2020-10-18 00:00:00,640400
2020-10-19 00:00:00,640600
2020-10-20 00:00:00,637200
2020-10-21 00:00:00,590600
2020-10-22 00:00:00,617200
2020-10-23 00:00:00,663000
2020-10-24 00:00:00,628200
2020-10-25 00:00:00,630000
2020-10-26 00:00:00,602000
2020-10-27 00:00:00,644600
2020-10-28 00:00:00,617600
2020-10-29 00:00:00,609800
2020-10-30 00:00:00,577400
2020-10-31 00:00:00,579400
2020-11-01 00:00:00,571400
2020-11-02 00:00:00,585000
2020-11-03 00:00:00,640800
2020-11-04 00:00:00,642800
2020-11-05 00:00:00,621400
2020-11-06 00:00:00,629400
2020-11-07 00:00:00,612800
2020-11-08 00:00:00,587600
2020-11-09 00:00:00,599200
2020-11-10 00:00:00,582800
2020-11-11 00:00:00,612400
2020-11-12 00:00:00,495200
2020-11-13 00:00:00,586400
2020-11-14 00:00:00,558800
2020-11-15 00:00:00,559000
2020-11-16 00:00:00,598400
2020-11-17 00:00:00,584600
2020-11-18 00:00:00,607200
2020-11-19 00:00:00,661400
2020-11-20 00:00:00,637200
2020-11-21 00:00:00,557000
2020-11-22 00:00:00,578000
2020-11-23 00:00:00,629400
2020-11-24 00:00:00,597600
2020-11-25 00:00:00,589000
2020-11-26 00:00:00,646200
2020-11-27 00:00:00,656800
2020-11-28 00:00:00,642600
2020-11-29 00:00:00,589400
2020-11-30 00:00:00,642000
2020-12-01 00:00:00,665400
2020-12-02 00:00:00,673200
2020-12-03 00:00:00,701200
2020-12-04 00:00:00,662800
2020-12-05 00:00:00,629800
2020-12-06 00:00:00,624000
2020-12-07 00:00:00,646800
2020-12-08 00:00:00,662800
2020-12-09 00:00:00,664000
2020-12-10 00:00:00,632400
2020-12-11 00:00:00,631200
2020-12-12 00:00:00,586400
2020-12-13 00:00:00,607600
2020-12-14 00:00:00,618200
2020-12-15 00:00:00,637000
2020-12-16 00:00:00,642000
2020-12-17 00:00:00,623600
2020-12-18 00:00:00,564400
2020-12-19 00:00:00,563200
2020-12-20 00:00:00,572400
2020-12-21 00:00:00,622600
2020-12-22 00:00:00,647400
2020-12-23 00:00:00,645400
2020-12-24 00:00:00,647400
2020-12-25 00:00:00,621000
2020-12-26 00:00:00,582200
2020-12-27 00:00:00,594400
2020-12-28 00:00:00,611200
2020-12-29 00:00:00,612400
2020-12-30 00:00:00,609600
2020-12-31 00:00:00,631200
2021-01-01 00:00:00,614000
2021-01-02 00:00:00,628400
2021-01-03 00:00:00,626000
2021-01-04 00:00:00,694400
2021-01-05 00:00:00,699200
2021-01-06 00:00:00,701200
2021-01-07 00:00:00,634000
2021-01-08 00:00:00,642000
2021-01-09 00:00:00,677000
2021-01-10 00:00:00,626600
2021-01-11 00:00:00,654400
2021-01-12 00:00:00,703400
2021-01-13 00:00:00,715800
2021-01-14 00:00:00,716800
2021-01-15 00:00:00,722600
2021-01-16 00:00:00,623400
2021-01-17 00:00:00,613400
2021-01-18 00:00:00,653200
2021-01-19 00:00:00,637800
2021-01-20 00:00:00,621200
2021-01-21 00:00:00,672400
2021-01-22 00:00:00,677000
2021-01-23 00:00:00,637200
2021-01-24 00:00:00,665600
2021-01-25 00:00:00,694200
2021-01-26 00:00:00,487400
2021-01-27 00:00:00,381800
2021-01-28 00:00:00,699800
2021-01-29 00:00:00,642200
2021-01-30 00:00:00,640400
2021-01-31 00:00:00,668600
2021-02-01 00:00:00,648400
2021-02-02 00:00:00,720600
2021-02-03 00:00:00,709800
2021-02-04 00:00:00,689800
2021-02-05 00:00:00,623600
2021-02-06 00:00:00,636200
2021-02-07 00:00:00,683000
2021-02-08 00:00:00,750800
2021-02-09 00:00:00,739200
2021-02-10 00:00:00,713000
2021-02-11 00:00:00,736000
2021-02-12 00:00:00,775200
2021-02-13 00:00:00,708800
2021-02-14 00:00:00,670800
2021-02-15 00:00:00,625000
2021-02-16 00:00:00,602000
2021-02-17 00:00:00,626800
2021-02-18 00:00:00,660600
2021-02-19 00:00:00,638000
2021-02-20 00:00:00,571600
2021-02-21 00:00:00,594800
2021-02-22 00:00:00,645600
2021-02-23 00:00:00,616000
2021-02-24 00:00:00,615400
2021-02-25 00:00:00,634600
2021-02-26 00:00:00,613200
2021-02-27 00:00:00,596000
2021-02-28 00:00:00,604600
2021-03-01 00:00:00,671000
2021-03-02 00:00:00,710800
2021-03-03 00:00:00,716400
2021-03-04 00:00:00,687600
2021-03-05 00:00:00,678000
2021-03-06 00:00:00,628400
2021-03-07 00:00:00,622400
2021-03-08 00:00:00,646000
2021-03-09 00:00:00,634400
2021-03-10 00:00:00,643600
2021-03-11 00:00:00,664000
2021-03-12 00:00:00,673600
2021-03-13 00:00:00,632400
2021-03-14 00:00:00,631200
2021-03-15 00:00:00,649600
2021-03-16 00:00:00,623800
2021-03-17 00:00:00,641000
2021-03-18 00:00:00,628400
2021-03-19 00:00:00,618400
2021-03-20 00:00:00,580400
2021-03-21 00:00:00,596400
2021-03-22 00:00:00,626000
2021-03-23 00:00:00,666400
2021-03-24 00:00:00,644400
2021-03-25 00:00:00,607400
2021-03-26 00:00:00,386400
2021-03-29 00:00:00,394800
2021-03-30 00:00:00,659600
2021-03-31 00:00:00,711000
2021-04-01 00:00:00,738800
2021-04-02 00:00:00,455400
2021-04-03 00:00:00,413400
2021-04-04 00:00:00,488200
2021-04-05 00:00:00,650000
2021-04-06 00:00:00,722400
2021-04-07 00:00:00,691600
2021-04-08 00:00:00,633200
2021-04-09 00:00:00,634400
2021-04-10 00:00:00,640800
2021-04-11 00:00:00,644600
2021-04-12 00:00:00,684600
2021-04-13 00:00:00,680800
2021-04-14 00:00:00,663600
2021-04-15 00:00:00,678800
2021-04-16 00:00:00,651800
2021-04-17 00:00:00,606200
2021-04-18 00:00:00,602800
2021-04-19 00:00:00,630400
2021-04-20 00:00:00,594200
2021-04-21 00:00:00,640800
2021-04-22 00:00:00,632600
2021-04-23 00:00:00,619800
2021-04-24 00:00:00,596200
2021-04-25 00:00:00,588400
2021-04-26 00:00:00,645200
2021-04-27 00:00:00,661600
2021-04-28 00:00:00,655400
2021-04-29 00:00:00,673600
2021-04-30 00:00:00,657200
2021-05-01 00:00:00,613600
2021-05-02 00:00:00,611600
2021-05-03 00:00:00,616200
2021-05-04 00:00:00,677400
2021-05-05 00:00:00,680600
2021-05-06 00:00:00,675800
2021-05-07 00:00:00,620000
2021-05-08 00:00:00,602400
2021-05-09 00:00:00,560400
2021-05-10 00:00:00,571400
2021-05-11 00:00:00,626600
2021-05-12 00:00:00,596600
2021-05-13 00:00:00,627600
2021-05-14 00:00:00,628000
2021-05-15 00:00:00,586000
2021-05-16 00:00:00,590000
2021-05-17 00:00:00,625000
2021-05-18 00:00:00,629800
2021-05-19 00:00:00,590000
2021-05-20 00:00:00,629600
2021-05-21 00:00:00,608000
2021-05-22 00:00:00,601200
2021-05-23 00:00:00,603200
2021-05-24 00:00:00,633000
2021-05-25 00:00:00,654600
2021-05-26 00:00:00,667000
2021-05-27 00:00:00,628800
2021-05-28 00:00:00,615200
2021-05-29 00:00:00,583600
2021-05-30 00:00:00,597200
2021-05-31 00:00:00,596200
2021-06-01 00:00:00,599800
2021-06-02 00:00:00,514600
2021-06-03 00:00:00,462600
2021-06-04 00:00:00,494200
2021-06-05 00:00:00,584400
2021-06-06 00:00:00,567200
2021-06-07 00:00:00,604200
2021-06-08 00:00:00,595800
2021-06-09 00:00:00,606400
2021-06-10 00:00:00,618800
2021-06-11 00:00:00,607400
2021-06-12 00:00:00,580400
2021-06-13 00:00:00,570600
2021-06-14 00:00:00,613400
2021-06-15 00:00:00,613000
2021-06-16 00:00:00,617000
2021-06-17 00:00:00,620400
2021-06-18 00:00:00,603000
2021-06-19 00:00:00,563200
2021-06-20 00:00:00,549200
2021-06-21 00:00:00,629800
2021-06-22 00:00:00,622000
2021-06-23 00:00:00,622000
2021-06-24 00:00:00,630200
2021-06-25 00:00:00,619800
2021-06-26 00:00:00,590200
2021-06-27 00:00:00,586600
2021-06-28 00:00:00,621200
2021-06-29 00:00:00,605400
2021-06-30 00:00:00,623400
2021-07-01 00:00:00,610600
2021-07-02 00:00:00,439000
2021-07-03 00:00:00,287200
2021-07-04 00:00:00,279200
2021-07-05 00:00:00,306000
2021-07-06 00:00:00,302600
2021-07-07 00:00:00,304200
2021-07-08 00:00:00,288600
2021-07-09 00:00:00,281600
2021-07-10 00:00:00,271200
2021-07-11 00:00:00,274000
2021-07-12 00:00:00,297200
2021-07-13 00:00:00,298000
2021-07-14 00:00:00,309400
2021-07-15 00:00:00,412800
2021-07-16 00:00:00,528200
2021-07-17 00:00:00,587600
2021-07-18 00:00:00,563000
2021-07-19 00:00:00,673400
2021-07-20 00:00:00,619600
2021-07-21 00:00:00,574000
2021-07-22 00:00:00,723000
2021-07-23 00:00:00,654000
2021-07-24 00:00:00,579000
2021-07-25 00:00:00,646400
2021-07-26 00:00:00,691800
2021-07-27 00:00:00,603200
2021-07-28 00:00:00,648200
2021-07-29 00:00:00,715200
2021-07-30 00:00:00,715000
2021-07-31 00:00:00,691600
2021-08-01 00:00:00,698800
2021-08-02 00:00:00,722200
2021-08-03 00:00:00,718200
2021-08-04 00:00:00,719400
2021-08-05 00:00:00,731200
2021-08-06 00:00:00,714800
2021-08-07 00:00:00,705600
2021-08-08 00:00:00,700800
2021-08-09 00:00:00,722800
2021-08-10 00:00:00,695600
2021-08-11 00:00:00,646000
2021-08-12 00:00:00,601200
2021-08-13 00:00:00,560400
2021-08-14 00:00:00,576000
2021-08-15 00:00:00,581600
2021-08-16 00:00:00,607400
