Date,CHP No1 kWHr Meter,CHP No2 kWHr Meter
2018-11-04 00:00:00,27040,25930
2018-11-05 00:00:00,26890,24990
2018-11-06 00:00:00,27140,26140
2018-11-07 00:00:00,26960,25270
2018-11-08 00:00:00,27070,27580
2018-11-09 00:00:00,26900,27370
2018-11-10 00:00:00,26630,27250
2018-11-11 00:00:00,26630,27290
2018-11-12 00:00:00,25920,27560
2018-11-13 00:00:00,24440,22240
2018-11-14 00:00:00,26950,27480
2018-11-15 00:00:00,27050,27540
2018-11-16 00:00:00,27170,27640
2018-11-17 00:00:00,26600,27250
2018-11-18 00:00:00,26750,27370
2018-11-19 00:00:00,27070,27540
2018-11-20 00:00:00,26960,27470
2018-11-21 00:00:00,26560,26710
2018-11-22 00:00:00,27210,27680
2018-11-23 00:00:00,27200,27720
2018-11-24 00:00:00,27100,27740
2018-11-25 00:00:00,27100,27580
2018-11-26 00:00:00,27320,27750
2018-11-27 00:00:00,27100,27620
2018-11-28 00:00:00,26470,25670
2018-11-29 00:00:00,27110,27620
2018-11-30 00:00:00,24370,24780
2018-12-01 00:00:00,26800,27470
2018-12-02 00:00:00,26570,27250
2018-12-03 00:00:00,27060,27590
2018-12-04 00:00:00,20480,27720
2018-12-05 00:00:00,26450,27630
2018-12-06 00:00:00,27010,27560
2018-12-07 00:00:00,23340,27260
2018-12-08 00:00:00,25450,26200
2018-12-09 00:00:00,26950,27390
2018-12-10 00:00:00,27180,27670
2018-12-11 00:00:00,27150,27590
2018-12-12 00:00:00,27050,26380
2018-12-13 00:00:00,27080,7730
2018-12-14 00:00:00,27050,27610
2018-12-15 00:00:00,23620,22810
2018-12-16 00:00:00,26070,25880
2018-12-17 00:00:00,26630,26800
2018-12-18 00:00:00,27120,27610
2018-12-19 00:00:00,27170,27580
2018-12-20 00:00:00,26100,26500
2018-12-21 00:00:00,26360,26950
2018-12-22 00:00:00,22920,23590
2018-12-23 00:00:00,23390,24180
2018-12-24 00:00:00,23630,24420
2018-12-25 00:00:00,23380,24080
2018-12-26 00:00:00,21770,22360
2018-12-27 00:00:00,22510,23290
2018-12-28 00:00:00,8640,4300
2018-12-29 00:00:00,11260,25016.74463
2018-12-30 00:00:00,27110,25016.74463
2018-12-31 00:00:00,27140,25016.74463
2019-01-01 00:00:00,27240,25016.74463
2019-01-02 00:00:00,27330,25016.74463
2019-01-03 00:00:00,20200,25016.74463
2019-01-04 00:00:00,20980,25016.74463
2019-01-05 00:00:00,27300,25016.74463
2019-01-06 00:00:00,27270,25016.74463
2019-01-07 00:00:00,26540,25016.74463
2019-01-08 00:00:00,27110,25016.74463
2019-01-09 00:00:00,27330,25016.74463
2019-01-10 00:00:00,27270,25016.74463
2019-01-11 00:00:00,27090,25016.74463
2019-01-12 00:00:00,27090,25016.74463
2019-01-13 00:00:00,26950,25016.74463
2019-01-14 00:00:00,27250,25016.74463
2019-01-15 00:00:00,27150,25016.74463
2019-01-16 00:00:00,27130,25016.74463
2019-01-17 00:00:00,27230,25016.74463
2019-01-18 00:00:00,27290,25016.74463
2019-01-19 00:00:00,27390,25016.74463
2019-01-20 00:00:00,27330,25016.74463
2019-01-21 00:00:00,27270,25016.74463
2019-01-22 00:00:00,24120,25016.74463
2019-01-23 00:00:00,25420,25016.74463
2019-01-24 00:00:00,26460,25016.74463
2019-01-25 00:00:00,26990,25016.74463
2019-01-26 00:00:00,26590,25016.74463
2019-01-27 00:00:00,27010,25016.74463
2019-01-28 00:00:00,24250,25016.74463
2019-01-29 00:00:00,27340,25016.74463
2019-01-30 00:00:00,18290,25016.74463
2019-01-31 00:00:00,15020,25016.74463
2019-02-01 00:00:00,27620,25016.74463
2019-02-02 00:00:00,27640,25016.74463
2019-02-03 00:00:00,27630,25016.74463
2019-02-04 00:00:00,27350,25016.74463
2019-02-05 00:00:00,27520,25016.74463
2019-02-06 00:00:00,27280,25016.74463
2019-02-07 00:00:00,27180,25016.74463
2019-02-08 00:00:00,21480,25016.74463
2019-02-09 00:00:00,26990,25016.74463
2019-02-10 00:00:00,27400,25016.74463
2019-02-11 00:00:00,27630,25016.74463
2019-02-12 00:00:00,27370,25016.74463
2019-02-13 00:00:00,27400,25016.74463
2019-02-14 00:00:00,27430,25016.74463
2019-02-15 00:00:00,27250,25016.74463
2019-02-16 00:00:00,27090,25016.74463
2019-02-17 00:00:00,26710,25016.74463
2019-02-18 00:00:00,26790,25016.74463
2019-02-19 00:00:00,22240,25016.74463
2019-02-20 00:00:00,25750,25016.74463
2019-02-21 00:00:00,26940,25016.74463
2019-02-22 00:00:00,27360,25016.74463
2019-02-23 00:00:00,27140,25016.74463
2019-02-24 00:00:00,27400,25016.74463
2019-02-25 00:00:00,27400,25016.74463
2019-02-26 00:00:00,27320,25016.74463
2019-02-27 00:00:00,27410,25016.74463
2019-02-28 00:00:00,27510,25016.74463
2019-03-01 00:00:00,26280,25016.74463
2019-03-02 00:00:00,27030,25016.74463
2019-03-03 00:00:00,27040,25016.74463
2019-03-04 00:00:00,11430,25016.74463
2019-03-05 00:00:00,7260,25016.74463
2019-03-06 00:00:00,26840,25016.74463
2019-03-07 00:00:00,22730,25016.74463
2019-03-08 00:00:00,25980,25016.74463
2019-03-09 00:00:00,25450,25016.74463
2019-03-10 00:00:00,26420,25016.74463
2019-03-11 00:00:00,23710,25016.74463
2019-03-12 00:00:00,27130,25016.74463
2019-03-13 00:00:00,27130,25016.74463
2019-03-14 00:00:00,24210,25016.74463
2019-03-15 00:00:00,27200,25016.74463
2019-03-16 00:00:00,25670,25016.74463
2019-03-17 00:00:00,25550,25016.74463
2019-03-18 00:00:00,27260,25016.74463
2019-03-19 00:00:00,25190,25016.74463
2019-03-20 00:00:00,26890,25016.74463
2019-03-21 00:00:00,27000,25016.74463
2019-03-22 00:00:00,27100,25016.74463
2019-03-23 00:00:00,25410,25016.74463
2019-03-24 00:00:00,26350,25016.74463
2019-03-25 00:00:00,27230,25016.74463
2019-03-26 00:00:00,27240,25016.74463
2019-03-27 00:00:00,20350,7630
2019-03-28 00:00:00,26300,17250
2019-03-29 00:00:00,27060,24390
2019-03-30 00:00:00,26930,27480
2019-03-31 00:00:00,25810,26230
2019-04-01 00:00:00,27190,27700
2019-04-02 00:00:00,27170,25500
2019-04-03 00:00:00,19390,27610
2019-04-04 00:00:00,25830,27550
2019-04-05 00:00:00,21050,22920
2019-04-06 00:00:00,26950,27630
2019-04-07 00:00:00,21640,27560
2019-04-08 00:00:00,26860,27600
2019-04-09 00:00:00,10560,26880
2019-04-10 00:00:00,25012.82575,27690
2019-04-11 00:00:00,25012.82575,27660
2019-04-12 00:00:00,25012.82575,27630
2019-04-13 00:00:00,25012.82575,27550
2019-04-14 00:00:00,25012.82575,27610
2019-04-15 00:00:00,25012.82575,27560
2019-04-16 00:00:00,13710,27470
2019-04-17 00:00:00,25680,17160
2019-04-18 00:00:00,26650,27390
2019-04-19 00:00:00,9980,10360
2019-04-20 00:00:00,16580,20070
2019-04-21 00:00:00,19480,22540
2019-04-22 00:00:00,22510,23100
2019-04-23 00:00:00,26180,23950
2019-04-24 00:00:00,25570,26920
2019-04-25 00:00:00,24790,25380
2019-04-26 00:00:00,26120,27470
2019-04-27 00:00:00,25690,26520
2019-04-28 00:00:00,25770,26510
2019-04-29 00:00:00,1050,27500
2019-04-30 00:00:00,25012.82575,27430
2019-05-01 00:00:00,25012.82575,27500
2019-05-02 00:00:00,25012.82575,27420
2019-05-03 00:00:00,25012.82575,27430
2019-05-04 00:00:00,25012.82575,26860
2019-05-05 00:00:00,25012.82575,27220
2019-05-06 00:00:00,25012.82575,27430
2019-05-07 00:00:00,25012.82575,27540
2019-05-08 00:00:00,25012.82575,26170
2019-05-09 00:00:00,25012.82575,27860
2019-05-10 00:00:00,25012.82575,26370
2019-05-11 00:00:00,25012.82575,27460
2019-05-12 00:00:00,25012.82575,21470
2019-05-13 00:00:00,25012.82575,25990
2019-05-14 00:00:00,25012.82575,26020
2019-05-15 00:00:00,25012.82575,27390
2019-05-16 00:00:00,25012.82575,27300
2019-05-17 00:00:00,25012.82575,27380
2019-05-18 00:00:00,25012.82575,27500
2019-05-19 00:00:00,25012.82575,27560
2019-05-20 00:00:00,25012.82575,27500
2019-05-21 00:00:00,25012.82575,26610
2019-05-22 00:00:00,25012.82575,27270
2019-05-23 00:00:00,25012.82575,26910
2019-05-24 00:00:00,25012.82575,27450
2019-05-25 00:00:00,25012.82575,27360
2019-05-26 00:00:00,25012.82575,27070
2019-05-27 00:00:00,25012.82575,27390
2019-05-28 00:00:00,25012.82575,27530
2019-05-29 00:00:00,25012.82575,27540
2019-05-30 00:00:00,25012.82575,27410
2019-05-31 00:00:00,25012.82575,27270
2019-06-01 00:00:00,25012.82575,27250
2019-06-02 00:00:00,25012.82575,26650
2019-06-03 00:00:00,25012.82575,26430
2019-06-04 00:00:00,25012.82575,27450
2019-06-05 00:00:00,25012.82575,25870
2019-06-06 00:00:00,25012.82575,27410
2019-06-07 00:00:00,25012.82575,26560
2019-06-08 00:00:00,25012.82575,27400
2019-06-09 00:00:00,25012.82575,27140
2019-06-10 00:00:00,25012.82575,27250
2019-06-11 00:00:00,25012.82575,27240
2019-06-12 00:00:00,25012.82575,27310
2019-06-13 00:00:00,25012.82575,27420
2019-06-14 00:00:00,25012.82575,27310
2019-06-15 00:00:00,25012.82575,27290
2019-06-16 00:00:00,25012.82575,27100
2019-06-17 00:00:00,25012.82575,26870
2019-06-18 00:00:00,25012.82575,24080
2019-06-19 00:00:00,25012.82575,27000
2019-06-20 00:00:00,25012.82575,19170
2019-06-21 00:00:00,25012.82575,27170
2019-06-22 00:00:00,25012.82575,27050
2019-06-23 00:00:00,25012.82575,27170
2019-06-24 00:00:00,25012.82575,17050
2019-06-25 00:00:00,25012.82575,15660
2019-06-26 00:00:00,25012.82575,25580
2019-06-27 00:00:00,25012.82575,20700
2019-06-28 00:00:00,25012.82575,25016.74463
2019-06-29 00:00:00,25012.82575,25016.74463
2019-06-30 00:00:00,25012.82575,25016.74463
2019-07-01 00:00:00,25012.82575,25016.74463
2019-07-02 00:00:00,25012.82575,25016.74463
2019-07-04 00:00:00,25012.82575,25016.74463
2019-07-05 00:00:00,25012.82575,2920
2019-07-06 00:00:00,25012.82575,25016.74463
2019-07-07 00:00:00,25012.82575,25016.74463
2019-07-08 00:00:00,25012.82575,25016.74463
2019-07-09 00:00:00,25012.82575,9010
2019-07-10 00:00:00,580,26560
2019-07-11 00:00:00,14520,26180
2019-07-12 00:00:00,19090,19180
2019-07-13 00:00:00,26290,27390
2019-07-14 00:00:00,27370,27440
2019-07-15 00:00:00,17000,23170
2019-07-16 00:00:00,26600,11100
2019-07-17 00:00:00,27260,23910
2019-07-18 00:00:00,27250,26020
2019-07-19 00:00:00,27330,26040
2019-07-20 00:00:00,27250,25910
2019-07-21 00:00:00,27260,26070
2019-07-22 00:00:00,27360,26110
2019-07-23 00:00:00,26630,17940
2019-07-24 00:00:00,21980,21240
2019-07-25 00:00:00,25350,23070
2019-07-26 00:00:00,27390,25280
2019-07-27 00:00:00,21430,26130
2019-07-28 00:00:00,27440,26150
2019-07-29 00:00:00,27280,26060
2019-07-30 00:00:00,23230,25920
2019-07-31 00:00:00,27330,26050
2019-08-01 00:00:00,27260,26040
2019-08-02 00:00:00,27290,26000
2019-08-03 00:00:00,27400,24640
2019-08-04 00:00:00,26820,25590
2019-08-05 00:00:00,27460,26190
2019-08-06 00:00:00,24190,25130
2019-08-07 00:00:00,27370,26070
2019-08-08 00:00:00,27350,26060
2019-08-09 00:00:00,23960,24240
2019-08-10 00:00:00,26680,25540
2019-08-11 00:00:00,27250,25860
2019-08-12 00:00:00,26600,26120
2019-08-13 00:00:00,26880,24750
2019-08-14 00:00:00,26850,26530
2019-08-15 00:00:00,27380,26700
2019-08-16 00:00:00,27440,26750
2019-08-17 00:00:00,26270,26760
2019-08-18 00:00:00,26710,26000
2019-08-19 00:00:00,27450,27160
2019-08-20 00:00:00,23470,27500
2019-08-21 00:00:00,23960,26660
2019-08-22 00:00:00,24520,27560
2019-08-23 00:00:00,23320,25960
2019-08-24 00:00:00,27410,18440
2019-08-25 00:00:00,24730,20050
2019-08-26 00:00:00,27400,26160
2019-08-27 00:00:00,27370,23860
2019-08-28 00:00:00,27210,24850
2019-08-29 00:00:00,27520,25730
2019-08-30 00:00:00,27510,27130
2019-08-31 00:00:00,27530,27660
2019-09-01 00:00:00,27580,27700
2019-09-02 00:00:00,27550,27610
2019-09-03 00:00:00,27460,26790
2019-09-04 00:00:00,26780,27630
2019-09-05 00:00:00,26720,27620
2019-09-06 00:00:00,27520,27610
2019-09-07 00:00:00,26920,26970
2019-09-08 00:00:00,27480,27030
2019-09-09 00:00:00,20910,27710
2019-09-10 00:00:00,26770,26070
2019-09-11 00:00:00,27460,25970
2019-09-12 00:00:00,27470,27590
2019-09-13 00:00:00,27440,27610
2019-09-14 00:00:00,27310,27050
2019-09-15 00:00:00,27360,26380
2019-09-16 00:00:00,27460,25620
2019-09-17 00:00:00,27410,27560
2019-09-18 00:00:00,27190,25940
2019-09-19 00:00:00,26700,26570
2019-09-20 00:00:00,27480,26010
2019-09-21 00:00:00,22220,21920
2019-09-22 00:00:00,27560,26310
2019-09-23 00:00:00,27330,25260
2019-09-24 00:00:00,27450,26660
2019-09-25 00:00:00,27290,20540
2019-09-26 00:00:00,26760,24490
2019-09-27 00:00:00,27480,27600
2019-09-28 00:00:00,27460,26120
2019-09-29 00:00:00,27340,26840
2019-09-30 00:00:00,27510,27590
2019-10-01 00:00:00,20190,27710
2019-10-02 00:00:00,27550,26060
2019-10-03 00:00:00,27690,26200
2019-10-04 00:00:00,22830,17950
2019-10-05 00:00:00,20280,25016.74463
2019-10-06 00:00:00,27630,25016.74463
2019-10-07 00:00:00,27630,25016.74463
2019-10-08 00:00:00,27610,13660
2019-10-09 00:00:00,27580,26610
2019-10-10 00:00:00,25150,25160
2019-10-11 00:00:00,27500,27610
2019-10-12 00:00:00,27510,27580
2019-10-13 00:00:00,27540,27650
2019-10-14 00:00:00,27500,27570
2019-10-15 00:00:00,27530,27570
2019-10-16 00:00:00,27550,27660
2019-10-17 00:00:00,27610,27700
2019-10-18 00:00:00,27500,27620
2019-10-19 00:00:00,27550,27640
2019-10-20 00:00:00,27600,27700
2019-10-21 00:00:00,27500,27600
2019-10-22 00:00:00,27460,27550
2019-10-23 00:00:00,27450,27540
2019-10-24 00:00:00,27460,27510
2019-10-25 00:00:00,27470,27560
2019-10-26 00:00:00,27290,27400
2019-10-27 00:00:00,28320,27650
2019-10-28 00:00:00,27470,27570
2019-10-29 00:00:00,27610,27710
2019-10-30 00:00:00,27600,27720
2019-10-31 00:00:00,27540,27620
2019-11-01 00:00:00,27560,27650
2019-11-02 00:00:00,27450,27530
2019-11-03 00:00:00,27380,27430
2019-11-04 00:00:00,27250,27320
2019-11-05 00:00:00,27470,27530
2019-11-06 00:00:00,27610,27710
2019-11-07 00:00:00,27350,27480
2019-11-08 00:00:00,25880,26090
2019-11-09 00:00:00,27470,27500
2019-11-10 00:00:00,27470,27200
2019-11-11 00:00:00,27410,27480
2019-11-12 00:00:00,27400,27460
2019-11-13 00:00:00,24940,23050
2019-11-14 00:00:00,25850,25100
2019-11-15 00:00:00,27480,25920
2019-11-16 00:00:00,24610,27180
2019-11-17 00:00:00,26280,27740
2019-11-18 00:00:00,26320,27770
2019-11-19 00:00:00,26210,27650
2019-11-20 00:00:00,26080,27090
2019-11-21 00:00:00,26250,26260
2019-11-22 00:00:00,22480,27570
2019-11-23 00:00:00,27310,27380
2019-11-24 00:00:00,27430,26720
2019-11-25 00:00:00,27440,27500
2019-11-26 00:00:00,27220,27440
2019-11-27 00:00:00,27320,27450
2019-11-28 00:00:00,27260,27420
2019-11-29 00:00:00,27450,26740
2019-11-30 00:00:00,27510,27580
2019-12-01 00:00:00,27390,27420
2019-12-02 00:00:00,27340,27410
2019-12-03 00:00:00,27220,27310
2019-12-04 00:00:00,27300,25790
2019-12-05 00:00:00,25500,25080
2019-12-06 00:00:00,26670,27340
2019-12-07 00:00:00,26990,27440
2019-12-08 00:00:00,27030,27330
2019-12-09 00:00:00,26430,26490
2019-12-10 00:00:00,27600,26980
2019-12-11 00:00:00,27150,24520
2019-12-12 00:00:00,27810,27570
2019-12-13 00:00:00,27770,27170
2019-12-14 00:00:00,27790,27390
2019-12-15 00:00:00,27740,26960
2019-12-16 00:00:00,27790,27570
2019-12-17 00:00:00,27880,18460
2019-12-18 00:00:00,27790,27800
2019-12-19 00:00:00,20170,27060
2019-12-20 00:00:00,27680,26830
2019-12-21 00:00:00,27610,26950
2019-12-22 00:00:00,27700,27090
2019-12-23 00:00:00,27400,26990
2019-12-24 00:00:00,27530,26720
2019-12-25 00:00:00,27100,26260
2019-12-26 00:00:00,26400,26770
2019-12-27 00:00:00,26100,26460
2019-12-28 00:00:00,26250,25030
2019-12-29 00:00:00,25650,24610
2019-12-30 00:00:00,22910,22160
2019-12-31 00:00:00,27360,27420
2020-01-01 00:00:00,27130,27140
2020-01-02 00:00:00,27380,24810
2020-01-03 00:00:00,27430,27330
2020-01-04 00:00:00,27420,27340
2020-01-05 00:00:00,27430,27180
2020-01-06 00:00:00,26820,27100
2020-01-07 00:00:00,27380,26880
2020-01-08 00:00:00,27410,27230
2020-01-09 00:00:00,27550,27610
2020-01-10 00:00:00,27450,27500
2020-01-11 00:00:00,24170,23320
2020-01-12 00:00:00,27450,26790
2020-01-13 00:00:00,27400,26720
2020-01-14 00:00:00,27340,27000
2020-01-15 00:00:00,27370,27130
2020-01-16 00:00:00,27360,27140
2020-01-17 00:00:00,26750,26680
2020-01-18 00:00:00,27420,26820
2020-01-19 00:00:00,26740,22510
2020-01-20 00:00:00,27410,27540
2020-01-21 00:00:00,27460,27590
2020-01-22 00:00:00,25110,23870
2020-01-23 00:00:00,26760,26540
2020-01-24 00:00:00,26490,26580
2020-01-25 00:00:00,25730,25800
2020-01-26 00:00:00,26610,26960
2020-01-27 00:00:00,26600,27020
2020-01-28 00:00:00,24790,24320
2020-01-29 00:00:00,27340,25790
2020-01-30 00:00:00,27270,24370
2020-01-31 00:00:00,26290,26480
2020-02-01 00:00:00,27060,26590
2020-02-02 00:00:00,27050,26850
2020-02-03 00:00:00,26800,26610
2020-02-04 00:00:00,27170,25820
2020-02-05 00:00:00,27130,25600
2020-02-06 00:00:00,27250,21180
2020-02-07 00:00:00,20290,19330
2020-02-08 00:00:00,27110,25470
2020-02-09 00:00:00,26570,21280
2020-02-10 00:00:00,27270,26080
2020-02-11 00:00:00,27270,26020
2020-02-12 00:00:00,27320,26110
2020-02-13 00:00:00,23060,22320
2020-02-14 00:00:00,27260,26780
2020-02-15 00:00:00,27220,26210
2020-02-16 00:00:00,26510,26470
2020-02-17 00:00:00,27210,26730
2020-02-18 00:00:00,27270,27080
2020-02-19 00:00:00,27310,26970
2020-02-20 00:00:00,27260,26770
2020-02-21 00:00:00,26660,26300
2020-02-22 00:00:00,27160,26820
2020-02-23 00:00:00,19580,20020
2020-02-24 00:00:00,27180,27140
2020-02-25 00:00:00,27260,27020
2020-02-26 00:00:00,26850,26690
2020-02-27 00:00:00,27170,26540
2020-02-28 00:00:00,26260,24810
2020-02-29 00:00:00,26980,26210
2020-03-01 00:00:00,27050,26390
2020-03-02 00:00:00,27150,26770
2020-03-03 00:00:00,26100,25120
2020-03-04 00:00:00,26650,26760
2020-03-05 00:00:00,27440,27290
2020-03-06 00:00:00,27270,23120
2020-03-07 00:00:00,26880,26440
2020-03-08 00:00:00,26920,26330
2020-03-09 00:00:00,27050,21510
2020-03-10 00:00:00,27020,24600
2020-03-11 00:00:00,26490,19720
2020-03-12 00:00:00,13020,12110
2020-03-13 00:00:00,26060,24030
2020-03-14 00:00:00,27110,24520
2020-03-15 00:00:00,18770,23560
2020-03-16 00:00:00,27230,24340
2020-03-17 00:00:00,22520,20060
2020-03-18 00:00:00,25500,23160
2020-03-19 00:00:00,27340,24930
2020-03-20 00:00:00,27350,24960
2020-03-21 00:00:00,27240,24780
2020-03-22 00:00:00,27170,24760
2020-03-23 00:00:00,26410,24070
2020-03-24 00:00:00,27090,23870
2020-03-25 00:00:00,27290,24140
2020-03-26 00:00:00,27410,13050
2020-03-27 00:00:00,27330,26050
2020-03-28 00:00:00,27120,27380
2020-03-29 00:00:00,26000,26280
2020-03-30 00:00:00,27170,27410
2020-03-31 00:00:00,27300,26810
2020-04-01 00:00:00,27120,27370
2020-04-02 00:00:00,27040,27280
2020-04-03 00:00:00,27280,27550
2020-04-04 00:00:00,27120,27320
2020-04-05 00:00:00,26260,26330
2020-04-06 00:00:00,27130,26400
2020-04-07 00:00:00,27200,23200
2020-04-08 00:00:00,27240,25850
2020-04-09 00:00:00,13450,12970
2020-04-10 00:00:00,25012.82575,25016.74463
2020-04-11 00:00:00,25012.82575,25016.74463
2020-04-12 00:00:00,70,10
2020-04-13 00:00:00,24450,25140
2020-04-14 00:00:00,21800,26630
2020-04-15 00:00:00,26560,24850
2020-04-16 00:00:00,27270,25380
2020-04-17 00:00:00,25910,23680
2020-04-18 00:00:00,27210,25750
2020-04-19 00:00:00,27210,26080
2020-04-20 00:00:00,27180,26050
2020-04-21 00:00:00,27190,26070
2020-04-22 00:00:00,27250,26130
2020-04-23 00:00:00,27260,26160
2020-04-24 00:00:00,26840,24050
2020-04-25 00:00:00,27250,25270
2020-04-26 00:00:00,27250,26100
2020-04-27 00:00:00,27320,26210
2020-04-28 00:00:00,27300,26760
2020-04-29 00:00:00,27270,26560
2020-04-30 00:00:00,27290,24430
2020-05-01 00:00:00,25970,24730
2020-05-02 00:00:00,27260,27460
2020-05-03 00:00:00,27270,26570
2020-05-04 00:00:00,18130,26110
2020-05-05 00:00:00,27180,26090
2020-05-06 00:00:00,26120,25040
2020-05-07 00:00:00,26340,26060
2020-05-08 00:00:00,25150,25570
2020-05-09 00:00:00,25840,25260
2020-05-10 00:00:00,25810,26020
2020-05-11 00:00:00,25880,26120
2020-05-12 00:00:00,26420,23040
2020-05-13 00:00:00,21270,25510
2020-05-14 00:00:00,25920,26070
2020-05-15 00:00:00,24490,26080
2020-05-16 00:00:00,25800,26000
2020-05-17 00:00:00,25860,26010
2020-05-18 00:00:00,25840,26010
2020-05-19 00:00:00,25880,25780
2020-05-20 00:00:00,25820,25050
2020-05-21 00:00:00,22000,20870
2020-05-22 00:00:00,25400,24810
2020-05-23 00:00:00,26680,25910
2020-05-24 00:00:00,25040,25920
2020-05-25 00:00:00,26860,25940
2020-05-26 00:00:00,26780,25970
2020-05-27 00:00:00,27070,25700
2020-05-28 00:00:00,16230,23670
2020-05-29 00:00:00,4500,24690
2020-05-30 00:00:00,25012.82575,24620
2020-05-31 00:00:00,25012.82575,24700
2020-06-01 00:00:00,25012.82575,24060
2020-06-02 00:00:00,25012.82575,21120
2020-06-03 00:00:00,25012.82575,25360
2020-06-04 00:00:00,25012.82575,24470
2020-06-05 00:00:00,6790,25320
2020-06-06 00:00:00,27110,25510
2020-06-07 00:00:00,26830,25730
2020-06-08 00:00:00,27620,26780
2020-06-09 00:00:00,27260,25330
2020-06-10 00:00:00,27220,24720
2020-06-11 00:00:00,20860,25800
2020-06-12 00:00:00,27140,25260
2020-06-13 00:00:00,22750,26000
2020-06-14 00:00:00,14420,26050
2020-06-15 00:00:00,24680,26080
2020-06-16 00:00:00,24630,26000
2020-06-17 00:00:00,18020,25310
2020-06-18 00:00:00,17540,24830
2020-06-19 00:00:00,13060,25890
2020-06-20 00:00:00,24340,25750
2020-06-21 00:00:00,24370,25680
2020-06-22 00:00:00,24420,24690
2020-06-23 00:00:00,14730,24800
2020-06-24 00:00:00,25012.82575,23210
2020-06-25 00:00:00,25012.82575,12670
2020-06-26 00:00:00,880,9980
2020-06-27 00:00:00,25012.82575,25016.74463
2020-06-28 00:00:00,25012.82575,25016.74463
2020-06-29 00:00:00,25012.82575,25016.74463
2020-06-30 00:00:00,25012.82575,25016.74463
2020-07-01 00:00:00,25012.82575,25016.74463
2020-07-02 00:00:00,25012.82575,25016.74463
2020-07-03 00:00:00,25012.82575,25016.74463
2020-07-04 00:00:00,25012.82575,25016.74463
2020-07-05 00:00:00,25012.82575,25016.74463
2020-07-06 00:00:00,620,25016.74463
2020-07-07 00:00:00,10040,5780
2020-07-08 00:00:00,19720,12450
2020-07-09 00:00:00,25490,26110
2020-07-10 00:00:00,25620,25710
2020-07-13 00:00:00,10760,16140
2020-07-14 00:00:00,26760,25490
2020-07-15 00:00:00,23130,26720
2020-07-16 00:00:00,25600,25190
2020-07-17 00:00:00,26760,26680
2020-07-18 00:00:00,26620,26670
2020-07-19 00:00:00,22740,26470
2020-07-20 00:00:00,26920,26890
2020-07-21 00:00:00,13750,13890
2020-07-22 00:00:00,26620,25170
2020-07-23 00:00:00,26360,25940
2020-07-24 00:00:00,23810,24670
2020-07-25 00:00:00,25930,25940
2020-07-26 00:00:00,26130,25970
2020-07-27 00:00:00,26220,26010
2020-07-28 00:00:00,25330,25030
2020-07-29 00:00:00,26490,26100
2020-07-30 00:00:00,10500,10570
2020-07-31 00:00:00,22300,22530
2020-08-01 00:00:00,25400,25940
2020-08-02 00:00:00,26990,26110
2020-08-03 00:00:00,26950,26150
2020-08-04 00:00:00,26980,25440
2020-08-05 00:00:00,26970,26060
2020-08-06 00:00:00,25320,24270
2020-08-07 00:00:00,26980,26150
2020-08-08 00:00:00,23740,25440
2020-08-09 00:00:00,26690,26060
2020-08-10 00:00:00,26620,26110
2020-08-11 00:00:00,26370,25920
2020-08-12 00:00:00,26320,25390
2020-08-13 00:00:00,26820,26230
2020-08-14 00:00:00,27010,26320
2020-08-15 00:00:00,26960,26230
2020-08-16 00:00:00,12630,12330
2020-08-17 00:00:00,8530,8490
2020-08-18 00:00:00,26590,26400
2020-08-19 00:00:00,24440,13300
2020-08-20 00:00:00,25830,25800
2020-08-21 00:00:00,20890,18840
2020-08-22 00:00:00,26820,26590
2020-08-23 00:00:00,27130,26590
2020-08-24 00:00:00,27080,26590
2020-08-25 00:00:00,26770,26410
2020-08-26 00:00:00,26980,26240
2020-08-27 00:00:00,25730,25730
2020-08-28 00:00:00,21760,22970
2020-08-29 00:00:00,26650,26080
2020-08-30 00:00:00,26640,26790
2020-08-31 00:00:00,26480,26630
2020-09-01 00:00:00,26540,26580
2020-09-02 00:00:00,26020,25490
2020-09-03 00:00:00,25790,25920
2020-09-04 00:00:00,26050,26130
2020-09-05 00:00:00,26370,25590
2020-09-06 00:00:00,26590,26310
2020-09-07 00:00:00,26390,26250
2020-09-08 00:00:00,20960,19360
2020-09-09 00:00:00,24390,24060
2020-09-10 00:00:00,27200,26850
2020-09-11 00:00:00,24120,24590
2020-09-12 00:00:00,26400,26640
2020-09-13 00:00:00,26300,25790
2020-09-14 00:00:00,26570,22980
2020-09-15 00:00:00,26740,25600
2020-09-16 00:00:00,27180,23680
2020-09-17 00:00:00,27270,26000
2020-09-18 00:00:00,27340,21690
2020-09-19 00:00:00,27300,25820
2020-09-20 00:00:00,26940,26230
2020-09-21 00:00:00,21740,25680
2020-09-22 00:00:00,26980,26370
2020-09-23 00:00:00,26490,25820
2020-09-24 00:00:00,21940,26130
2020-09-25 00:00:00,25240,26510
2020-09-26 00:00:00,27250,26450
2020-09-27 00:00:00,27410,26700
2020-09-28 00:00:00,27220,26720
2020-09-29 00:00:00,24980,25690
2020-09-30 00:00:00,27020,26900
2020-10-01 00:00:00,26900,26840
2020-10-02 00:00:00,26080,25780
2020-10-03 00:00:00,26880,26960
2020-10-04 00:00:00,26660,26980
2020-10-05 00:00:00,25470,25720
2020-10-06 00:00:00,26850,26860
2020-10-07 00:00:00,27420,26430
2020-10-08 00:00:00,26280,25690
