Date,CHP No1 kWHr Meter,CHP No2 kWHr Meter
2020-10-09 00:00:00,27640,26150
2020-10-10 00:00:00,27710,26220
2020-10-11 00:00:00,27630,26840
2020-10-12 00:00:00,27760,26920
2020-10-13 00:00:00,27750,25860
2020-10-14 00:00:00,27640,26130
2020-10-15 00:00:00,27470,26800
2020-10-16 00:00:00,27490,26850
2020-10-17 00:00:00,27210,26750
2020-10-18 00:00:00,27280,26760
2020-10-19 00:00:00,26530,26610
2020-10-20 00:00:00,26090,26660
2020-10-21 00:00:00,23190,26660
2020-10-22 00:00:00,24370,24420
2020-10-23 00:00:00,27370,27480
2020-10-24 00:00:00,26960,26270
2020-10-25 00:00:00,26880,26310
2020-10-26 00:00:00,25350,25600
2020-10-27 00:00:00,28220,28380
2020-10-28 00:00:00,27090,27270
2020-10-29 00:00:00,27060,26350
2020-10-30 00:00:00,24840,26230
2020-10-31 00:00:00,26920,26890
2020-11-01 00:00:00,26690,26170
2020-11-02 00:00:00,26920,26950
2020-11-03 00:00:00,27490,25360
2020-11-04 00:00:00,27470,25990
2020-11-05 00:00:00,27440,25210
2020-11-06 00:00:00,26800,25250
2020-11-07 00:00:00,27460,26820
2020-11-08 00:00:00,27090,26760
2020-11-09 00:00:00,26800,27070
2020-11-10 00:00:00,26570,24190
2020-11-11 00:00:00,26420,27120
2020-11-12 00:00:00,22030,22570
2020-11-13 00:00:00,26480,26560
2020-11-14 00:00:00,26270,26920
2020-11-15 00:00:00,26270,26500
2020-11-16 00:00:00,26400,26800
2020-11-17 00:00:00,26040,26670
2020-11-18 00:00:00,26180,26610
2020-11-19 00:00:00,27120,26830
2020-11-20 00:00:00,26980,26780
2020-11-21 00:00:00,26460,26250
2020-11-22 00:00:00,23390,25540
2020-11-23 00:00:00,26910,26720
2020-11-24 00:00:00,26310,26790
2020-11-25 00:00:00,26580,18510
2020-11-26 00:00:00,21990,27340
2020-11-27 00:00:00,27460,27000
2020-11-28 00:00:00,27410,26940
2020-11-29 00:00:00,27230,26900
2020-11-30 00:00:00,27020,26810
2020-12-01 00:00:00,26280,24840
2020-12-02 00:00:00,27030,26700
2020-12-03 00:00:00,27070,27040
2020-12-04 00:00:00,25590,25540
2020-12-05 00:00:00,27020,26740
2020-12-06 00:00:00,27120,26840
2020-12-07 00:00:00,25600,25280
2020-12-08 00:00:00,26880,26570
2020-12-09 00:00:00,26970,26680
2020-12-10 00:00:00,18820,25230
2020-12-11 00:00:00,26710,26440
2020-12-12 00:00:00,27160,26600
2020-12-13 00:00:00,27130,25300
2020-12-14 00:00:00,26700,26100
2020-12-15 00:00:00,27080,26480
2020-12-16 00:00:00,25980,26500
2020-12-17 00:00:00,26540,26470
2020-12-18 00:00:00,26410,25950
2020-12-19 00:00:00,25990,25610
2020-12-20 00:00:00,23190,24970
2020-12-21 00:00:00,26260,25990
2020-12-22 00:00:00,26570,26900
2020-12-23 00:00:00,26600,25460
2020-12-24 00:00:00,25470,22330
2020-12-25 00:00:00,26520,26330
2020-12-26 00:00:00,26100,26220
2020-12-27 00:00:00,25820,26340
2020-12-28 00:00:00,26190,26410
2020-12-29 00:00:00,26230,26430
2020-12-30 00:00:00,21840,26370
2020-12-31 00:00:00,24090,27180
2021-01-01 00:00:00,25740,27140
2021-01-02 00:00:00,26120,27430
2021-01-03 00:00:00,26120,26910
2021-01-04 00:00:00,26330,27520
2021-01-05 00:00:00,26380,27590
2021-01-06 00:00:00,26420,27310
2021-01-07 00:00:00,14460,25340
2021-01-08 00:00:00,16260,27580
2021-01-09 00:00:00,25920,27320
2021-01-10 00:00:00,25320,27060
2021-01-11 00:00:00,26670,26640
2021-01-12 00:00:00,27320,27300
2021-01-13 00:00:00,27460,27490
2021-01-14 00:00:00,25450,27510
2021-01-15 00:00:00,24630,27370
2021-01-16 00:00:00,25920,26920
2021-01-17 00:00:00,24780,25890
2021-01-18 00:00:00,25850,26910
2021-01-19 00:00:00,25500,26730
2021-01-20 00:00:00,25230,26470
2021-01-21 00:00:00,25480,26660
2021-01-22 00:00:00,25760,26410
2021-01-23 00:00:00,24590,21990
2021-01-24 00:00:00,23900,27360
2021-01-25 00:00:00,26460,27320
2021-01-26 00:00:00,18800,17970
2021-01-27 00:00:00,15370,16110
2021-01-28 00:00:00,26310,27470
2021-01-29 00:00:00,25940,27430
2021-01-30 00:00:00,26340,27430
2021-01-31 00:00:00,26440,27500
2021-02-01 00:00:00,24160,25270
2021-02-02 00:00:00,26090,27410
2021-02-03 00:00:00,25990,26870
2021-02-04 00:00:00,26030,27420
2021-02-05 00:00:00,22450,25220
2021-02-06 00:00:00,26200,27330
2021-02-07 00:00:00,26580,27430
2021-02-08 00:00:00,26640,27440
2021-02-09 00:00:00,23470,25940
2021-02-10 00:00:00,20320,25160
2021-02-11 00:00:00,23950,22360
2021-02-12 00:00:00,20580,27250
2021-02-13 00:00:00,25940,26880
2021-02-14 00:00:00,26860,26380
2021-02-15 00:00:00,26070,25300
2021-02-16 00:00:00,19290,25720
2021-02-17 00:00:00,24810,21800
2021-02-18 00:00:00,26510,27170
2021-02-19 00:00:00,26540,26390
2021-02-20 00:00:00,26010,27130
2021-02-21 00:00:00,26040,27260
2021-02-22 00:00:00,26280,26050
2021-02-23 00:00:00,27000,23700
2021-02-24 00:00:00,26860,26880
2021-02-25 00:00:00,27150,26320
2021-02-26 00:00:00,27410,24720
2021-02-27 00:00:00,27360,26920
2021-02-28 00:00:00,27360,26790
2021-03-01 00:00:00,27580,26640
2021-03-02 00:00:00,27560,26540
2021-03-03 00:00:00,27580,26300
2021-03-04 00:00:00,27490,26350
2021-03-05 00:00:00,26970,27650
2021-03-06 00:00:00,25900,26350
2021-03-07 00:00:00,27340,27210
2021-03-08 00:00:00,26980,26700
2021-03-09 00:00:00,26890,26650
2021-03-10 00:00:00,26460,26150
2021-03-11 00:00:00,26450,26090
2021-03-12 00:00:00,26170,25830
2021-03-13 00:00:00,27260,27070
2021-03-14 00:00:00,27300,27120
2021-03-15 00:00:00,27460,27300
2021-03-16 00:00:00,27270,26680
2021-03-17 00:00:00,26890,27250
2021-03-18 00:00:00,27330,27120
2021-03-19 00:00:00,27440,25020
2021-03-20 00:00:00,26890,26130
2021-03-21 00:00:00,27400,27320
2021-03-22 00:00:00,26220,25420
2021-03-23 00:00:00,27370,27030
2021-03-24 00:00:00,27320,27260
2021-03-25 00:00:00,25590,25990
2021-03-26 00:00:00,16950,16870
2021-03-29 00:00:00,16980,17060
2021-03-30 00:00:00,27190,27180
2021-03-31 00:00:00,24520,27080
2021-04-01 00:00:00,26010,22920
2021-04-02 00:00:00,25380,25680
2021-04-03 00:00:00,22630,23010
2021-04-04 00:00:00,23340,23680
2021-04-05 00:00:00,25830,26820
2021-04-06 00:00:00,27400,27450
2021-04-07 00:00:00,27430,26680
2021-04-08 00:00:00,25880,25830
2021-04-09 00:00:00,25910,26590
2021-04-10 00:00:00,27300,27860
2021-04-11 00:00:00,27270,27870
2021-04-12 00:00:00,27270,27290
2021-04-13 00:00:00,27180,27050
2021-04-14 00:00:00,27520,27840
2021-04-15 00:00:00,27470,27720
2021-04-16 00:00:00,27460,26840
2021-04-17 00:00:00,27480,27610
2021-04-18 00:00:00,27460,26730
2021-04-19 00:00:00,27430,27320
2021-04-20 00:00:00,21330,27470
2021-04-21 00:00:00,27180,27750
2021-04-22 00:00:00,27210,25320
2021-04-23 00:00:00,26570,27610
2021-04-24 00:00:00,27650,27750
2021-04-25 00:00:00,25330,27810
2021-04-26 00:00:00,27070,27620
2021-04-27 00:00:00,27070,27620
2021-04-28 00:00:00,27160,27230
2021-04-29 00:00:00,27200,27250
2021-04-30 00:00:00,26800,27180
2021-05-01 00:00:00,27440,27840
2021-05-02 00:00:00,27450,27900
2021-05-03 00:00:00,27200,27670
2021-05-04 00:00:00,27130,27590
2021-05-05 00:00:00,27330,26960
2021-05-06 00:00:00,27450,27870
2021-05-07 00:00:00,26050,25930
2021-05-08 00:00:00,26140,26650
2021-05-09 00:00:00,26420,26870
2021-05-10 00:00:00,20680,27200
2021-05-11 00:00:00,27680,27420
2021-05-12 00:00:00,26970,21070
2021-05-13 00:00:00,27010,27610
2021-05-14 00:00:00,27540,27840
2021-05-15 00:00:00,27490,27710
2021-05-16 00:00:00,27450,27690
2021-05-17 00:00:00,27500,27010
2021-05-18 00:00:00,26590,27680
2021-05-19 00:00:00,22290,26750
2021-05-20 00:00:00,26040,26430
2021-05-21 00:00:00,27260,27540
2021-05-22 00:00:00,27670,26430
2021-05-23 00:00:00,27590,27560
2021-05-24 00:00:00,27450,27440
2021-05-25 00:00:00,27470,27410
2021-05-26 00:00:00,27460,26640
2021-05-27 00:00:00,26670,25830
2021-05-28 00:00:00,26930,25450
2021-05-29 00:00:00,27370,25560
2021-05-30 00:00:00,27350,27140
2021-05-31 00:00:00,27220,15910
2021-06-01 00:00:00,26040,8850
2021-06-02 00:00:00,18130,18200
2021-06-03 00:00:00,13610,13740
2021-06-04 00:00:00,16180,16200
2021-06-05 00:00:00,27220,26120
2021-06-06 00:00:00,27310,25520
2021-06-07 00:00:00,27220,26920
2021-06-08 00:00:00,27180,25960
2021-06-09 00:00:00,26960,26560
2021-06-10 00:00:00,26910,25710
2021-06-11 00:00:00,27120,26080
2021-06-12 00:00:00,27220,25110
2021-06-13 00:00:00,27000,24690
2021-06-14 00:00:00,27200,26070
2021-06-15 00:00:00,27170,26270
2021-06-16 00:00:00,27060,27210
2021-06-17 00:00:00,27230,27290
2021-06-18 00:00:00,27400,27430
2021-06-19 00:00:00,27240,26550
2021-06-20 00:00:00,27300,23810
2021-06-21 00:00:00,27490,26930
2021-06-22 00:00:00,27550,26740
2021-06-23 00:00:00,27500,26970
2021-06-24 00:00:00,27290,26830
2021-06-25 00:00:00,27420,26850
2021-06-26 00:00:00,27510,26970
2021-06-27 00:00:00,27230,27110
2021-06-28 00:00:00,27400,26960
2021-06-29 00:00:00,27400,26960
2021-06-30 00:00:00,27470,26660
2021-07-01 00:00:00,26570,25830
2021-07-02 00:00:00,11920,11440
2021-07-03 00:00:00,25012.82575,25016.74463
2021-07-04 00:00:00,25012.82575,25016.74463
2021-07-05 00:00:00,25012.82575,25016.74463
2021-07-06 00:00:00,25012.82575,25016.74463
2021-07-07 00:00:00,25012.82575,25016.74463
2021-07-08 00:00:00,25012.82575,25016.74463
2021-07-09 00:00:00,25012.82575,25016.74463
2021-07-10 00:00:00,25012.82575,25016.74463
2021-07-11 00:00:00,25012.82575,25016.74463
2021-07-12 00:00:00,25012.82575,25016.74463
2021-07-13 00:00:00,25012.82575,25016.74463
2021-07-14 00:00:00,860,25016.74463
2021-07-15 00:00:00,4670,23340
2021-07-16 00:00:00,6890,56520
2021-07-17 00:00:00,13850,61030
2021-07-18 00:00:00,11770,58320
2021-07-19 00:00:00,20920,58210
2021-07-20 00:00:00,20500,46100
2021-07-21 00:00:00,19640,35620
2021-07-22 00:00:00,26150,60180
2021-07-23 00:00:00,23720,55350
2021-07-24 00:00:00,27500,33500
2021-07-25 00:00:00,27330,50770
2021-07-26 00:00:00,24790,59600
2021-07-27 00:00:00,18690,40530
2021-07-28 00:00:00,19020,27630
2021-07-29 00:00:00,27560,27570
2021-07-30 00:00:00,27730,27690
2021-07-31 00:00:00,27650,27630
2021-08-01 00:00:00,27690,27660
2021-08-02 00:00:00,27660,27610
2021-08-03 00:00:00,27650,27630
2021-08-04 00:00:00,27690,27690
2021-08-05 00:00:00,27500,27530
2021-08-06 00:00:00,26960,26610
2021-08-07 00:00:00,27440,27400
2021-08-08 00:00:00,27530,27530
2021-08-09 00:00:00,27600,27600
2021-08-10 00:00:00,26100,25570
2021-08-11 00:00:00,26060,25130
2021-08-12 00:00:00,26880,27470
2021-08-13 00:00:00,23520,27440
2021-08-14 00:00:00,27650,27620
2021-08-15 00:00:00,27790,27750
2021-08-16 00:00:00,27760,27720
2021-08-17 00:00:00,25700,22630
2021-08-18 00:00:00,27630,27150
2021-08-19 00:00:00,24970,27300
2021-08-20 00:00:00,27720,27630
2021-08-21 00:00:00,27710,27720
2021-08-22 00:00:00,27720,27670
2021-08-23 00:00:00,26340,26320
2021-08-24 00:00:00,27710,27670
2021-08-25 00:00:00,27690,27720
2021-08-26 00:00:00,27700,27690
2021-08-27 00:00:00,27820,27840
2021-08-28 00:00:00,27590,27760
2021-08-29 00:00:00,27770,27780
2021-08-30 00:00:00,27730,27710
2021-08-31 00:00:00,27320,27090
2021-09-01 00:00:00,27760,27780
2021-09-02 00:00:00,27000,27280
2021-09-03 00:00:00,27910,27930
2021-09-04 00:00:00,27810,27880
2021-09-05 00:00:00,27420,27420
2021-09-06 00:00:00,26570,26910
2021-09-07 00:00:00,27150,26920
2021-09-08 00:00:00,26940,26640
2021-09-09 00:00:00,24730,24480
2021-09-10 00:00:00,27210,27030
2021-09-11 00:00:00,27650,27650
2021-09-12 00:00:00,27740,27670
2021-09-13 00:00:00,26020,27110
2021-09-14 00:00:00,18450,18440
2021-09-16 00:00:00,2320,2320
2021-09-20 00:00:00,16100,16060
2021-09-21 00:00:00,27510,27510
2021-09-22 00:00:00,27470,27470
2021-09-23 00:00:00,26780,25760
2021-09-24 00:00:00,27440,27410
2021-09-25 00:00:00,27610,27610
2021-09-26 00:00:00,27540,27540
2021-09-27 00:00:00,27520,27550
2021-09-28 00:00:00,27630,27650
2021-09-29 00:00:00,27590,27590
2021-09-30 00:00:00,26760,27640
2021-10-01 00:00:00,27520,22910
2021-10-02 00:00:00,27580,27560
2021-10-03 00:00:00,27550,27560
2021-10-04 00:00:00,25500,27570
2021-10-05 00:00:00,19050,27590
2021-10-06 00:00:00,27570,27550
2021-10-07 00:00:00,22540,27570
2021-10-08 00:00:00,26940,22090
2021-10-09 00:00:00,26190,27630
2021-10-10 00:00:00,26770,27600
2021-10-11 00:00:00,26530,27290
2021-10-12 00:00:00,27630,27660
2021-10-13 00:00:00,27600,27580
2021-10-14 00:00:00,26460,27590
2021-10-15 00:00:00,27710,26770
2021-10-16 00:00:00,27730,27710
2021-10-17 00:00:00,27610,27610
2021-10-18 00:00:00,27540,27540
2021-10-19 00:00:00,27450,27480
2021-10-20 00:00:00,27580,27580
2021-10-21 00:00:00,27570,27580
2021-10-22 00:00:00,11410,11420
2021-10-28 00:00:00,17270,17250
2021-10-29 00:00:00,17560,27610
2021-10-30 00:00:00,27400,27550
2021-10-31 00:00:00,26180,26410
2021-11-01 00:00:00,27330,27610
2021-11-02 00:00:00,26840,26970
2021-11-03 00:00:00,27700,27740
2021-11-04 00:00:00,26810,19960
2021-11-05 00:00:00,27690,27690
2021-11-06 00:00:00,27500,27610
2021-11-07 00:00:00,27680,27700
2021-11-08 00:00:00,27570,27690
2021-11-09 00:00:00,27320,27690
2021-11-10 00:00:00,27160,27810
2021-11-11 00:00:00,27620,27740
2021-11-12 00:00:00,27150,27580
2021-11-13 00:00:00,27300,27770
2021-11-14 00:00:00,27520,27720
2021-11-15 00:00:00,27620,26190
2021-11-16 00:00:00,27400,27720
2021-11-17 00:00:00,26790,27680
2021-11-18 00:00:00,26000,27610
2021-11-19 00:00:00,26660,27680
2021-11-20 00:00:00,22110,27660
2021-11-21 00:00:00,20360,19130
2021-11-22 00:00:00,17740,21080
2021-11-23 00:00:00,23370,24510
2021-11-24 00:00:00,26440,27120
2021-11-25 00:00:00,26450,27540
2021-11-26 00:00:00,23460,23720
2021-11-27 00:00:00,10920,18800
2021-11-28 00:00:00,27210,27210
2021-11-29 00:00:00,27380,27470
2021-11-30 00:00:00,26810,27260
2021-12-01 00:00:00,27140,27560
2021-12-02 00:00:00,27080,27700
2021-12-03 00:00:00,25960,25940
2021-12-04 00:00:00,27040,27440
2021-12-05 00:00:00,27540,27800
2021-12-06 00:00:00,27540,27860
2021-12-07 00:00:00,27220,27560
2021-12-08 00:00:00,26940,27300
2021-12-09 00:00:00,26680,26500
2021-12-10 00:00:00,27190,27600
2021-12-11 00:00:00,26410,26480
2021-12-12 00:00:00,26040,26070
2021-12-13 00:00:00,27130,25850
2021-12-14 00:00:00,27280,27570
2021-12-15 00:00:00,27050,27250
2021-12-16 00:00:00,27090,26190
2021-12-17 00:00:00,26150,27840
2021-12-18 00:00:00,21440,27890
2021-12-19 00:00:00,26490,27940
2021-12-20 00:00:00,25830,27920
2021-12-21 00:00:00,20940,27940
2021-12-22 00:00:00,27830,27900
2021-12-23 00:00:00,27580,27410
2021-12-24 00:00:00,13610,13480
2022-01-17 00:00:00,10440,10440
2022-01-18 00:00:00,27140,27750
2022-01-19 00:00:00,27610,27650
2022-01-20 00:00:00,18400,18500
2022-01-21 00:00:00,17070,17350
2022-01-22 00:00:00,26830,27290
2022-01-23 00:00:00,27270,13090
2022-01-24 00:00:00,27480,8340
2022-01-25 00:00:00,16070,16240
2022-02-01 00:00:00,12350,12600
2022-02-02 00:00:00,26910,26830
2022-02-03 00:00:00,25640,26150
2022-02-04 00:00:00,26250,26960
2022-02-05 00:00:00,26510,27450
2022-02-06 00:00:00,24900,27530
2022-02-07 00:00:00,5900,10330
2022-02-08 00:00:00,13210,13740
2022-02-09 00:00:00,26480,27490
2022-02-10 00:00:00,26850,26620
2022-02-11 00:00:00,27310,21040
2022-02-12 00:00:00,26400,27520
2022-02-13 00:00:00,25900,27730
2022-02-14 00:00:00,26330,27680
2022-02-15 00:00:00,26330,27650
2022-02-16 00:00:00,25640,27640
2022-02-17 00:00:00,26360,27590
2022-02-18 00:00:00,22090,27690
2022-02-19 00:00:00,27440,24780
2022-02-20 00:00:00,26180,26730
2022-02-21 00:00:00,24660,26730
2022-02-22 00:00:00,25480,27510
2022-02-23 00:00:00,25550,27430
2022-02-24 00:00:00,26650,27490
2022-02-25 00:00:00,26360,27610
2022-02-26 00:00:00,26580,27430
2022-02-27 00:00:00,19190,27470
2022-02-28 00:00:00,25012.82575,27560
2022-03-01 00:00:00,25012.82575,27660
2022-03-02 00:00:00,25012.82575,20850
2022-03-03 00:00:00,25012.82575,14080
2022-03-04 00:00:00,25012.82575,22020
2022-03-05 00:00:00,25012.82575,27610
2022-03-06 00:00:00,25012.82575,25020
2022-03-07 00:00:00,5630,27570
2022-03-08 00:00:00,10170,10490
2022-03-11 00:00:00,16490,16920
2022-03-12 00:00:00,27360,27310
2022-03-13 00:00:00,26650,27300
2022-03-14 00:00:00,27470,27540
2022-03-15 00:00:00,27460,27390
2022-03-16 00:00:00,27550,27570
2022-03-17 00:00:00,2350,25080
2022-03-18 00:00:00,25012.82575,27520
2022-03-19 00:00:00,25012.82575,27440
2022-03-20 00:00:00,25012.82575,27540
2022-03-21 00:00:00,25012.82575,27650
2022-03-22 00:00:00,25012.82575,27510
2022-03-23 00:00:00,13180,20370
2022-03-24 00:00:00,27740,27280
2022-03-25 00:00:00,26880,25650
2022-03-26 00:00:00,24080,25680
2022-03-27 00:00:00,24170,24870
2022-03-28 00:00:00,27240,27460
2022-03-29 00:00:00,15860,16020
2022-03-31 00:00:00,12710,12680
2022-04-01 00:00:00,27830,27770
2022-04-02 00:00:00,27850,27720
2022-04-03 00:00:00,27370,27360
2022-04-04 00:00:00,26110,26120
2022-04-05 00:00:00,670,27470
2022-04-06 00:00:00,25012.82575,27450
2022-04-07 00:00:00,25012.82575,27620
2022-04-08 00:00:00,25012.82575,27750
2022-04-09 00:00:00,25012.82575,27800
2022-04-10 00:00:00,25012.82575,27850
2022-04-11 00:00:00,25012.82575,27690
2022-04-12 00:00:00,25012.82575,27780
2022-04-13 00:00:00,25012.82575,27770
2022-04-14 00:00:00,25012.82575,26980
2022-04-15 00:00:00,25012.82575,19590
2022-04-25 00:00:00,9500,10510
2022-04-26 00:00:00,22850,23520
2022-04-27 00:00:00,25350,27210
2022-04-28 00:00:00,25330,28000
2022-04-29 00:00:00,25270,27920
2022-04-30 00:00:00,19870,27880
2022-05-01 00:00:00,25340,28010
2022-05-02 00:00:00,25260,27920
2022-05-03 00:00:00,25290,27960
2022-05-04 00:00:00,19860,27300
2022-05-05 00:00:00,24220,26600
2022-05-11 00:00:00,12660,13870
2022-05-12 00:00:00,25260,27850
2022-05-13 00:00:00,25060,26820
2022-05-14 00:00:00,25180,26570
2022-05-15 00:00:00,25190,27610
2022-05-16 00:00:00,25200,27690
2022-05-17 00:00:00,23740,25550
2022-05-18 00:00:00,25000,27110
2022-05-19 00:00:00,25070,26970
2022-05-20 00:00:00,25130,27660
2022-05-21 00:00:00,25040,22580
2022-05-22 00:00:00,25040,40
2022-05-23 00:00:00,25160,25016.74463
2022-05-24 00:00:00,25110,6760
2022-05-25 00:00:00,24980,27590
2022-05-26 00:00:00,24950,26750
2022-05-27 00:00:00,24890,27150
2022-05-28 00:00:00,24970,27570
2022-05-29 00:00:00,25080,27680
2022-05-30 00:00:00,25180,27830
2022-05-31 00:00:00,23960,24180
2022-06-01 00:00:00,25200,27820
2022-06-02 00:00:00,25170,27760
2022-06-03 00:00:00,25150,27730
2022-06-04 00:00:00,25080,27700
2022-06-05 00:00:00,25010,27630
2022-06-06 00:00:00,25110,27640
2022-06-07 00:00:00,24420,26290
2022-06-08 00:00:00,25130,27340
2022-06-09 00:00:00,24510,26460
2022-06-10 00:00:00,24970,27400
2022-06-11 00:00:00,25010,27590
2022-06-12 00:00:00,24930,27500
2022-06-13 00:00:00,24950,27570
2022-06-14 00:00:00,24940,27040
2022-06-15 00:00:00,24920,27200
2022-06-16 00:00:00,24890,22000
2022-06-17 00:00:00,24970,26200
2022-06-18 00:00:00,24900,27530
2022-06-19 00:00:00,24940,27550
2022-06-20 00:00:00,24940,27360
2022-06-21 00:00:00,24970,27370
2022-06-22 00:00:00,24980,27170
2022-06-23 00:00:00,24930,27000
2022-06-24 00:00:00,24960,27450
2022-06-25 00:00:00,24900,27480
2022-06-26 00:00:00,24930,27550
2022-06-27 00:00:00,24950,27590
2022-06-28 00:00:00,24950,27550
2022-06-29 00:00:00,24900,27470
2022-06-30 00:00:00,24880,25720
2022-07-01 00:00:00,11590,13040
2022-07-02 00:00:00,25012.82575,25016.74463
2022-07-03 00:00:00,25012.82575,25016.74463
2022-07-04 00:00:00,25012.82575,25016.74463
2022-07-05 00:00:00,25012.82575,25016.74463
2022-07-06 00:00:00,25012.82575,25016.74463
2022-07-07 00:00:00,25012.82575,25016.74463
2022-07-08 00:00:00,25012.82575,25016.74463
2022-07-09 00:00:00,25012.82575,25016.74463
2022-07-10 00:00:00,25012.82575,25016.74463
2022-07-11 00:00:00,25012.82575,25016.74463
2022-07-12 00:00:00,9580,9560
2022-07-13 00:00:00,24090,24470
2022-07-14 00:00:00,24760,27210
2022-07-15 00:00:00,24790,27230
2022-07-16 00:00:00,24740,27170
2022-07-17 00:00:00,24540,22710
2022-07-18 00:00:00,24180,27270
2022-07-19 00:00:00,18510,18470
2022-07-20 00:00:00,24900,27330
2022-07-21 00:00:00,24930,26590
2022-07-22 00:00:00,24960,27410
2022-07-23 00:00:00,24950,27390
2022-07-24 00:00:00,24860,27260
2022-07-25 00:00:00,24950,27380
2022-07-26 00:00:00,24950,27400
2022-07-27 00:00:00,24960,27400
2022-07-28 00:00:00,25060,27500
2022-07-29 00:00:00,25060,27440
2022-07-30 00:00:00,24950,27390
2022-07-31 00:00:00,24950,27400
2022-08-01 00:00:00,24990,27400
2022-08-02 00:00:00,24940,27380
2022-08-03 00:00:00,22440,26710
2022-08-04 00:00:00,15430,18580
2022-08-05 00:00:00,25012.82575,300
2022-08-06 00:00:00,25012.82575,25016.74463
2022-08-07 00:00:00,25012.82575,25016.74463
2022-08-08 00:00:00,25012.82575,3750
2022-08-09 00:00:00,10550,26140
2022-08-10 00:00:00,27050,27450
2022-08-11 00:00:00,27020,23890
2022-08-12 00:00:00,25220,26610
2022-08-13 00:00:00,26990,27430
2022-08-14 00:00:00,26930,27300
2022-08-15 00:00:00,27010,27450
2022-08-16 00:00:00,27010,27450
2022-08-17 00:00:00,26980,27410
2022-08-18 00:00:00,26880,27340
2022-08-19 00:00:00,24340,24880
2022-08-20 00:00:00,24400,26700
2022-08-21 00:00:00,23560,27160
2022-08-22 00:00:00,26820,27350
2022-08-23 00:00:00,26860,27360
2022-08-24 00:00:00,24010,26760
2022-08-25 00:00:00,26630,27350
2022-08-26 00:00:00,22410,22810
2022-09-15 00:00:00,11250,11530
2022-09-16 00:00:00,26820,26780
2022-09-17 00:00:00,26800,27520
2022-09-18 00:00:00,26980,27690
2022-09-19 00:00:00,27050,27800
2022-09-20 00:00:00,27050,22830
2022-09-21 00:00:00,27060,27820
2022-09-22 00:00:00,27020,27770
2022-09-23 00:00:00,25950,27840
2022-09-24 00:00:00,27110,27070
2022-09-25 00:00:00,27040,27760
2022-09-26 00:00:00,27040,27790
2022-09-27 00:00:00,26970,27700
2022-09-28 00:00:00,27040,26960
2022-09-29 00:00:00,26960,27730
2022-09-30 00:00:00,25720,27000
2022-10-01 00:00:00,26790,27550
2022-10-02 00:00:00,26820,27530
2022-10-03 00:00:00,26930,27680
2022-10-04 00:00:00,26960,27710
2022-10-05 00:00:00,22200,26520
2022-10-06 00:00:00,26080,27610
2022-10-07 00:00:00,26860,27550
2022-10-08 00:00:00,26860,27570
2022-10-09 00:00:00,26860,27610
2022-10-10 00:00:00,26850,27600
2022-10-11 00:00:00,17880,18370
2022-11-01 00:00:00,11130,11440
2022-11-02 00:00:00,25870,27380
2022-11-03 00:00:00,26690,27410
2022-11-04 00:00:00,26610,26590
2022-11-05 00:00:00,25970,25860
2022-11-06 00:00:00,24790,25350
2022-11-07 00:00:00,24910,26470
2022-11-08 00:00:00,26330,26300
2022-11-09 00:00:00,26570,27340
2022-11-10 00:00:00,26610,27300
2022-11-11 00:00:00,26690,27430
2022-11-12 00:00:00,26610,26550
2022-11-13 00:00:00,26700,27460
2022-11-14 00:00:00,26880,27610
2022-11-15 00:00:00,26880,27620
2022-11-16 00:00:00,26870,27620
2022-11-17 00:00:00,26970,27700
2022-11-18 00:00:00,26970,27730
2022-11-19 00:00:00,25970,27610
2022-11-20 00:00:00,27010,27760
2022-11-21 00:00:00,27050,27800
2022-11-22 00:00:00,26180,27660
2022-11-23 00:00:00,26960,27690
2022-11-24 00:00:00,26950,27710
2022-11-25 00:00:00,26920,27710
2022-11-26 00:00:00,26150,27650
2022-11-27 00:00:00,26890,27650
2022-11-28 00:00:00,27020,27770
2022-11-29 00:00:00,27050,27840
2022-11-30 00:00:00,27080,27050
2022-12-01 00:00:00,26230,26260
2022-12-02 00:00:00,25980,26250
2022-12-03 00:00:00,24710,25720
2022-12-04 00:00:00,26940,26880
2022-12-05 00:00:00,27040,27810
2022-12-06 00:00:00,27000,27760
2022-12-07 00:00:00,26980,27700
2022-12-08 00:00:00,26980,27720
2022-12-09 00:00:00,27010,26990
2022-12-10 00:00:00,27030,27000
2022-12-11 00:00:00,27030,27820
2022-12-12 00:00:00,27110,22740
2022-12-13 00:00:00,26330,27070
2022-12-14 00:00:00,26970,27790
2022-12-15 00:00:00,27110,27890
2022-12-16 00:00:00,22560,26880
2022-12-17 00:00:00,26950,27710
2022-12-18 00:00:00,26860,26800
2022-12-19 00:00:00,25970,26690
2022-12-20 00:00:00,26740,27510
2022-12-21 00:00:00,26790,27520
2022-12-22 00:00:00,26270,26020
2022-12-23 00:00:00,26900,27650
2022-12-24 00:00:00,25760,26760
2022-12-25 00:00:00,26870,27650
2022-12-26 00:00:00,26820,27580
2022-12-27 00:00:00,26830,27560
2022-12-28 00:00:00,26900,27640
2022-12-29 00:00:00,26790,27560
2022-12-30 00:00:00,24530,25230
