Date,E Block
2019-04-11 00:00:00,3649
2019-04-12 00:00:00,3666
2019-04-13 00:00:00,3211
2019-04-14 00:00:00,3161
2019-04-15 00:00:00,3657
2019-04-16 00:00:00,3749
2019-04-17 00:00:00,3521
2019-04-18 00:00:00,3528
2019-04-19 00:00:00,2927
2019-04-20 00:00:00,3008
2019-04-21 00:00:00,2988
2019-04-22 00:00:00,2942
2019-04-23 00:00:00,3617
2019-04-24 00:00:00,3709
2019-04-25 00:00:00,3759
2019-04-26 00:00:00,3571
2019-04-27 00:00:00,3132
2019-04-28 00:00:00,3165
2019-04-29 00:00:00,3671
2019-04-30 00:00:00,3619
2019-05-01 00:00:00,3581
2019-05-02 00:00:00,3699
2019-05-03 00:00:00,3443
2019-05-04 00:00:00,2972
2019-05-05 00:00:00,3050
2019-05-06 00:00:00,3025
2019-05-07 00:00:00,3464
2019-05-08 00:00:00,3711
2019-05-09 00:00:00,3672
2019-05-10 00:00:00,3496
2019-05-11 00:00:00,3069
2019-05-12 00:00:00,2844
2019-05-13 00:00:00,3572
2019-05-14 00:00:00,3701
2019-05-15 00:00:00,3665
2019-05-16 00:00:00,3651
2019-05-17 00:00:00,3439
2019-05-18 00:00:00,2890
2019-05-19 00:00:00,2926
2019-05-20 00:00:00,3515
2019-05-21 00:00:00,3572
2019-05-22 00:00:00,3567
2019-05-23 00:00:00,3525
2019-05-24 00:00:00,3367
2019-05-25 00:00:00,2808
2019-05-26 00:00:00,2822
2019-05-27 00:00:00,2768
2019-05-28 00:00:00,3462
2019-05-29 00:00:00,3534
2019-05-30 00:00:00,3577
2019-05-31 00:00:00,3451
2019-06-01 00:00:00,2921
2019-06-02 00:00:00,2964
2019-06-03 00:00:00,3449
2019-06-04 00:00:00,3484
2019-06-05 00:00:00,2985
2019-06-06 00:00:00,3130
2019-06-07 00:00:00,3245
2019-06-08 00:00:00,2846
2019-06-09 00:00:00,2938
2019-06-10 00:00:00,3475
2019-06-11 00:00:00,3426
2019-06-12 00:00:00,3380
2019-06-13 00:00:00,3332
2019-06-14 00:00:00,3500
2019-06-15 00:00:00,2969
2019-06-16 00:00:00,2863
2019-06-17 00:00:00,3536
2019-06-18 00:00:00,3579
2019-06-19 00:00:00,3597
2019-06-20 00:00:00,3578
2019-06-21 00:00:00,3467
2019-06-22 00:00:00,3098
2019-06-23 00:00:00,3116
2019-06-24 00:00:00,2265
2019-06-25 00:00:00,2390
2019-06-26 00:00:00,3556
2019-06-27 00:00:00,3720
2019-06-28 00:00:00,3722
2019-06-29 00:00:00,3306
2019-06-30 00:00:00,3203
2019-07-01 00:00:00,3689
2019-07-02 00:00:00,1624
2019-07-04 00:00:00,1893
2019-07-05 00:00:00,3618
2019-07-06 00:00:00,3099
2019-07-07 00:00:00,3056
2019-07-08 00:00:00,1151
2019-07-09 00:00:00,1210
2019-07-10 00:00:00,3745
2019-07-11 00:00:00,3771
2019-07-12 00:00:00,3663
2019-07-13 00:00:00,3162
2019-07-14 00:00:00,3091
2019-07-15 00:00:00,3592
2019-07-16 00:00:00,3766
2019-07-17 00:00:00,3852
2019-07-18 00:00:00,3735
2019-07-19 00:00:00,3477
2019-07-20 00:00:00,3071
2019-07-21 00:00:00,3000
2019-07-22 00:00:00,3785
2019-07-23 00:00:00,4030
2019-07-24 00:00:00,3568
2019-07-25 00:00:00,4143
2019-07-26 00:00:00,3883
2019-07-27 00:00:00,3108
2019-07-28 00:00:00,3083
2019-07-29 00:00:00,3659
2019-07-30 00:00:00,3596
2019-07-31 00:00:00,3695
2019-08-01 00:00:00,3641
2019-08-02 00:00:00,3474
2019-08-03 00:00:00,3070
2019-08-04 00:00:00,3241
2019-08-05 00:00:00,3556
2019-08-06 00:00:00,3245
2019-08-07 00:00:00,3605
2019-08-08 00:00:00,3536
2019-08-09 00:00:00,3477
2019-08-10 00:00:00,3050
2019-08-11 00:00:00,2939
2019-08-12 00:00:00,3350
2019-08-13 00:00:00,3436
2019-08-14 00:00:00,3417
2019-08-15 00:00:00,3390
2019-08-16 00:00:00,3293
2019-08-17 00:00:00,2942
2019-08-18 00:00:00,2895
2019-08-19 00:00:00,3344
2019-08-20 00:00:00,3409
2019-08-21 00:00:00,3461
2019-08-22 00:00:00,3438
2019-08-23 00:00:00,3439
2019-08-24 00:00:00,2901
2019-08-25 00:00:00,2955
2019-08-26 00:00:00,2930
2019-08-27 00:00:00,3593
2019-08-28 00:00:00,3290
2019-08-29 00:00:00,3364
2019-08-30 00:00:00,3317
2019-08-31 00:00:00,2938
2019-09-01 00:00:00,2833
2019-09-02 00:00:00,3331
2019-09-03 00:00:00,3407
2019-09-04 00:00:00,3337
2019-09-05 00:00:00,3341
2019-09-06 00:00:00,3307
2019-09-07 00:00:00,2824
2019-09-08 00:00:00,2863
2019-09-09 00:00:00,3324
2019-09-10 00:00:00,3401
2019-09-11 00:00:00,3431
2019-09-12 00:00:00,3392
2019-09-13 00:00:00,3273
2019-09-14 00:00:00,2835
2019-09-15 00:00:00,2787
2019-09-16 00:00:00,3350
2019-09-17 00:00:00,3368
2019-09-18 00:00:00,3524
2019-09-19 00:00:00,3358
2019-09-20 00:00:00,3190
2019-09-21 00:00:00,2854
2019-09-22 00:00:00,2883
2019-09-23 00:00:00,3257
2019-09-24 00:00:00,3366
2019-09-25 00:00:00,3356
2019-09-26 00:00:00,3365
2019-09-27 00:00:00,3257
2019-09-28 00:00:00,2838
2019-09-29 00:00:00,2559
2019-09-30 00:00:00,3339
2019-10-01 00:00:00,3234
2019-10-02 00:00:00,3316
2019-10-03 00:00:00,3181
2019-10-04 00:00:00,3453
2019-10-05 00:00:00,2813
2019-10-06 00:00:00,2904
2019-10-07 00:00:00,3368
2019-10-08 00:00:00,3312
2019-10-09 00:00:00,3324
2019-10-10 00:00:00,3319
2019-10-11 00:00:00,3206
2019-10-12 00:00:00,2821
2019-10-13 00:00:00,2804
2019-10-14 00:00:00,3270
2019-10-15 00:00:00,3285
2019-10-16 00:00:00,3369
2019-10-17 00:00:00,3336
2019-10-18 00:00:00,3297
2019-10-19 00:00:00,2904
2019-10-20 00:00:00,2890
2019-10-21 00:00:00,3304
2019-10-22 00:00:00,3302
2019-10-23 00:00:00,3293
2019-10-24 00:00:00,3294
2019-10-25 00:00:00,3192
2019-10-26 00:00:00,2805
2019-10-27 00:00:00,2720
2019-10-28 00:00:00,3263
2019-10-29 00:00:00,3329
2019-10-30 00:00:00,3419
2019-10-31 00:00:00,3141
2019-11-01 00:00:00,3259
2019-11-02 00:00:00,2836
2019-11-03 00:00:00,2775
2019-11-04 00:00:00,3154
2019-11-05 00:00:00,3272
2019-11-06 00:00:00,3428
2019-11-07 00:00:00,3302
2019-11-08 00:00:00,3126
2019-11-09 00:00:00,2843
2019-11-10 00:00:00,2664
2019-11-11 00:00:00,3382
2019-11-12 00:00:00,3342
2019-11-13 00:00:00,3424
2019-11-14 00:00:00,3491
2019-11-15 00:00:00,3271
2019-11-16 00:00:00,2734
2019-11-17 00:00:00,2785
2019-11-18 00:00:00,3254
2019-11-19 00:00:00,3365
2019-11-20 00:00:00,3362
2019-11-21 00:00:00,3258
2019-11-22 00:00:00,3291
2019-11-23 00:00:00,2908
2019-11-24 00:00:00,2755
2019-11-25 00:00:00,3265
2019-11-26 00:00:00,3314
2019-11-27 00:00:00,3252
2019-11-28 00:00:00,3231
2019-11-29 00:00:00,3122
2019-11-30 00:00:00,2812
2019-12-01 00:00:00,2837
2019-12-02 00:00:00,3284
2019-12-03 00:00:00,3197
2019-12-04 00:00:00,3312
2019-12-05 00:00:00,3197
2019-12-06 00:00:00,3215
2019-12-07 00:00:00,2754
2019-12-08 00:00:00,2783
2019-12-09 00:00:00,3106
2019-12-10 00:00:00,3364
2019-12-11 00:00:00,3147
2019-12-12 00:00:00,3216
2019-12-13 00:00:00,3209
2019-12-14 00:00:00,2858
2019-12-15 00:00:00,2683
2019-12-16 00:00:00,3227
2019-12-17 00:00:00,3217
2019-12-18 00:00:00,3115
2019-12-19 00:00:00,3239
2019-12-20 00:00:00,3175
2019-12-21 00:00:00,2636
2019-12-22 00:00:00,2712
2019-12-23 00:00:00,2974
2019-12-24 00:00:00,2586
2019-12-25 00:00:00,2494
2019-12-26 00:00:00,2540
2019-12-27 00:00:00,2761
2019-12-28 00:00:00,2687
2019-12-29 00:00:00,2566
2019-12-30 00:00:00,2539
2019-12-31 00:00:00,2480
2020-01-01 00:00:00,2586
2020-01-02 00:00:00,3053
2020-01-03 00:00:00,3027
2020-01-04 00:00:00,2617
2020-01-05 00:00:00,2638
2020-01-06 00:00:00,3183
2020-01-07 00:00:00,3217
2020-01-08 00:00:00,3213
2020-01-09 00:00:00,3303
2020-01-10 00:00:00,3099
2020-01-11 00:00:00,2751
2020-01-12 00:00:00,2780
2020-01-13 00:00:00,3317
2020-01-14 00:00:00,3228
2020-01-15 00:00:00,3342
2020-01-16 00:00:00,3311
2020-01-17 00:00:00,3283
2020-01-18 00:00:00,2673
2020-01-19 00:00:00,2806
2020-01-20 00:00:00,3295
2020-01-21 00:00:00,3388
2020-01-22 00:00:00,3027
2020-01-23 00:00:00,3303
2020-01-24 00:00:00,3214
2020-01-25 00:00:00,2850
2020-01-26 00:00:00,2823
2020-01-27 00:00:00,3305
2020-01-28 00:00:00,3259
2020-01-29 00:00:00,3317
2020-01-30 00:00:00,3329
2020-01-31 00:00:00,3366
2020-02-01 00:00:00,2824
2020-02-02 00:00:00,2909
2020-02-03 00:00:00,3232
2020-02-04 00:00:00,3403
2020-02-05 00:00:00,3321
2020-02-06 00:00:00,3368
2020-02-07 00:00:00,2404
2020-02-08 00:00:00,2859
2020-02-09 00:00:00,2733
2020-02-10 00:00:00,3343
2020-02-11 00:00:00,3426
2020-02-12 00:00:00,3465
2020-02-13 00:00:00,3339
2020-02-14 00:00:00,3218
2020-02-15 00:00:00,2994
2020-02-16 00:00:00,2878
2020-02-17 00:00:00,3309
2020-02-18 00:00:00,3228
2020-02-19 00:00:00,3206
2020-02-20 00:00:00,3224
2020-02-21 00:00:00,3188
2020-02-22 00:00:00,2834
2020-02-23 00:00:00,2729
2020-02-24 00:00:00,3087
2020-02-25 00:00:00,3262
2020-02-26 00:00:00,3292
2020-02-27 00:00:00,3273
2020-02-28 00:00:00,3198
2020-02-29 00:00:00,2691
2020-03-01 00:00:00,2817
2020-03-02 00:00:00,3216
2020-03-03 00:00:00,3143
2020-03-04 00:00:00,3259
2020-03-05 00:00:00,3199
2020-03-06 00:00:00,3022
2020-03-07 00:00:00,2750
2020-03-08 00:00:00,2664
2020-03-09 00:00:00,3217
2020-03-10 00:00:00,3093
2020-03-11 00:00:00,3188
2020-03-12 00:00:00,3170
2020-03-13 00:00:00,2881
2020-03-14 00:00:00,2769
2020-03-15 00:00:00,2570
2020-03-16 00:00:00,3178
2020-03-17 00:00:00,3052
2020-03-18 00:00:00,3189
2020-03-19 00:00:00,3136
2020-03-20 00:00:00,3066
2020-03-21 00:00:00,2663
2020-03-22 00:00:00,2773
2020-03-23 00:00:00,3078
2020-03-24 00:00:00,3015
2020-03-25 00:00:00,3024
2020-03-26 00:00:00,2971
2020-03-27 00:00:00,2911
2020-03-28 00:00:00,2566
2020-03-29 00:00:00,2477
2020-03-30 00:00:00,2923
2020-03-31 00:00:00,2897
2020-04-01 00:00:00,2903
2020-04-02 00:00:00,2887
2020-04-03 00:00:00,2846
2020-04-04 00:00:00,2491
2020-04-05 00:00:00,2526
2020-04-06 00:00:00,2914
2020-04-07 00:00:00,3010
2020-04-08 00:00:00,3062
2020-04-09 00:00:00,2923
2020-04-10 00:00:00,2377
2020-04-11 00:00:00,2505
2020-04-12 00:00:00,2484
2020-04-13 00:00:00,2503
2020-04-14 00:00:00,2767
2020-04-15 00:00:00,2922
2020-04-16 00:00:00,2866
2020-04-17 00:00:00,2837
2020-04-18 00:00:00,2540
2020-04-19 00:00:00,2558
2020-04-20 00:00:00,2921
2020-04-21 00:00:00,2900
2020-04-22 00:00:00,2945
2020-04-23 00:00:00,2917
2020-04-24 00:00:00,2844
2020-04-25 00:00:00,2437
2020-04-26 00:00:00,2600
2020-04-27 00:00:00,3000
2020-04-28 00:00:00,2977
2020-04-29 00:00:00,2907
2020-04-30 00:00:00,2951
2020-05-01 00:00:00,2783
2020-05-02 00:00:00,2600
2020-05-03 00:00:00,2621
2020-05-04 00:00:00,2922
2020-05-05 00:00:00,2836
2020-05-06 00:00:00,2717
2020-05-07 00:00:00,2884
2020-05-08 00:00:00,2668
2020-05-09 00:00:00,2550
2020-05-10 00:00:00,2496
2020-05-11 00:00:00,2865
2020-05-12 00:00:00,2882
2020-05-13 00:00:00,2895
2020-05-14 00:00:00,2855
2020-05-15 00:00:00,2780
2020-05-16 00:00:00,2440
2020-05-17 00:00:00,2433
2020-05-18 00:00:00,2798
2020-05-19 00:00:00,2840
2020-05-20 00:00:00,2973
2020-05-21 00:00:00,2823
2020-05-22 00:00:00,2730
2020-05-23 00:00:00,2451
2020-05-24 00:00:00,2467
2020-05-25 00:00:00,2541
2020-05-26 00:00:00,2903
2020-05-27 00:00:00,2951
2020-05-28 00:00:00,2991
2020-05-29 00:00:00,2958
2020-05-30 00:00:00,2568
2020-05-31 00:00:00,2598
2020-06-01 00:00:00,2998
2020-06-02 00:00:00,3003
2020-06-03 00:00:00,2913
2020-06-04 00:00:00,2971
2020-06-05 00:00:00,2869
2020-06-06 00:00:00,2506
2020-06-07 00:00:00,2446
2020-06-08 00:00:00,2787
2020-06-09 00:00:00,2851
2020-06-10 00:00:00,2844
2020-06-11 00:00:00,2852
2020-06-12 00:00:00,2684
2020-06-13 00:00:00,2511
2020-06-14 00:00:00,2532
2020-06-15 00:00:00,2945
2020-06-16 00:00:00,2956
2020-06-17 00:00:00,2823
2020-06-18 00:00:00,2832
2020-06-19 00:00:00,2741
2020-06-20 00:00:00,2528
2020-06-21 00:00:00,2539
2020-06-22 00:00:00,2973
2020-06-23 00:00:00,2984
2020-06-24 00:00:00,3296
2020-06-25 00:00:00,1557
2020-06-26 00:00:00,2035
2020-06-27 00:00:00,2576
2020-06-28 00:00:00,2458
2020-06-29 00:00:00,2992
2020-06-30 00:00:00,2965
2020-07-01 00:00:00,2833
2020-07-02 00:00:00,2910
2020-07-03 00:00:00,2806
2020-07-04 00:00:00,2634
2020-07-05 00:00:00,2637
2020-07-06 00:00:00,2675
2020-07-07 00:00:00,2946
2020-07-08 00:00:00,2963
2020-07-09 00:00:00,2947
2020-07-10 00:00:00,2919
2020-07-13 00:00:00,1941
2020-07-14 00:00:00,2945
2020-07-15 00:00:00,2943
2020-07-16 00:00:00,3061
2020-07-17 00:00:00,2977
2020-07-18 00:00:00,2671
2020-07-19 00:00:00,2539
2020-07-20 00:00:00,2999
2020-07-21 00:00:00,3030
2020-07-22 00:00:00,3032
2020-07-23 00:00:00,3076
2020-07-24 00:00:00,2996
2020-07-25 00:00:00,2696
2020-07-26 00:00:00,2582
2020-07-27 00:00:00,3042
2020-07-28 00:00:00,2876
2020-07-29 00:00:00,2972
2020-07-30 00:00:00,3031
2020-07-31 00:00:00,3141
2020-08-01 00:00:00,2653
2020-08-02 00:00:00,2607
2020-08-03 00:00:00,2964
2020-08-04 00:00:00,2985
2020-08-05 00:00:00,3114
2020-08-06 00:00:00,3200
2020-08-07 00:00:00,3207
2020-08-08 00:00:00,2681
2020-08-09 00:00:00,2657
2020-08-10 00:00:00,3075
2020-08-11 00:00:00,3245
2020-08-12 00:00:00,3335
2020-08-13 00:00:00,3098
2020-08-14 00:00:00,2913
2020-08-15 00:00:00,2600
2020-08-16 00:00:00,2599
2020-08-17 00:00:00,3026
2020-08-18 00:00:00,3013
2020-08-19 00:00:00,3049
2020-08-20 00:00:00,3138
2020-08-21 00:00:00,2991
2020-08-22 00:00:00,2638
2020-08-23 00:00:00,2613
2020-08-24 00:00:00,3031
2020-08-25 00:00:00,2994
2020-08-26 00:00:00,2999
2020-08-27 00:00:00,2844
2020-08-28 00:00:00,2704
2020-08-29 00:00:00,2535
2020-08-30 00:00:00,2601
2020-08-31 00:00:00,2719
2020-09-01 00:00:00,3024
2020-09-02 00:00:00,3073
2020-09-03 00:00:00,3087
2020-09-04 00:00:00,2971
2020-09-05 00:00:00,2588
2020-09-06 00:00:00,2623
2020-09-07 00:00:00,3007
2020-09-08 00:00:00,3090
2020-09-09 00:00:00,2747
2020-09-10 00:00:00,2919
2020-09-11 00:00:00,2899
2020-09-12 00:00:00,2623
2020-09-13 00:00:00,2622
2020-09-14 00:00:00,3131
2020-09-15 00:00:00,3191
2020-09-16 00:00:00,3039
2020-09-17 00:00:00,2997
2020-09-18 00:00:00,2910
2020-09-19 00:00:00,2616
2020-09-20 00:00:00,2588
2020-09-21 00:00:00,3000
2020-09-22 00:00:00,2904
2020-09-23 00:00:00,2977
2020-09-24 00:00:00,2883
2020-09-25 00:00:00,2838
2020-09-26 00:00:00,2603
2020-09-27 00:00:00,2542
2020-09-28 00:00:00,2947
2020-09-29 00:00:00,2932
2020-09-30 00:00:00,2958
2020-10-01 00:00:00,2952
2020-10-02 00:00:00,2885
2020-10-03 00:00:00,2680
2020-10-04 00:00:00,2649
2020-10-05 00:00:00,3030
2020-10-06 00:00:00,2787
2020-10-07 00:00:00,2994
2020-10-08 00:00:00,2797
2020-10-09 00:00:00,2816
2020-10-10 00:00:00,2555
2020-10-11 00:00:00,2620
2020-10-12 00:00:00,2985
2020-10-13 00:00:00,3003
2020-10-14 00:00:00,3083
2020-10-15 00:00:00,2997
2020-10-16 00:00:00,2924
2020-10-17 00:00:00,2604
2020-10-18 00:00:00,2576
2020-10-19 00:00:00,2976
2020-10-20 00:00:00,2872
2020-10-21 00:00:00,2932
2020-10-22 00:00:00,2896
2020-10-23 00:00:00,2764
2020-10-24 00:00:00,2463
2020-10-25 00:00:00,2431
2020-10-26 00:00:00,2800
2020-10-27 00:00:00,2858
2020-10-28 00:00:00,2838
2020-10-29 00:00:00,2898
2020-10-30 00:00:00,2825
2020-10-31 00:00:00,2612
2020-11-01 00:00:00,2492
2020-11-02 00:00:00,2921
2020-11-03 00:00:00,2902
2020-11-04 00:00:00,3001
2020-11-05 00:00:00,2965
2020-11-06 00:00:00,2823
2020-11-07 00:00:00,2528
2020-11-08 00:00:00,2552
2020-11-09 00:00:00,2937
2020-11-10 00:00:00,2906
2020-11-11 00:00:00,2918
2020-11-12 00:00:00,2364
2020-11-13 00:00:00,2863
2020-11-14 00:00:00,2417
2020-11-15 00:00:00,2539
2020-11-16 00:00:00,2880
2020-11-17 00:00:00,2868
2020-11-18 00:00:00,2837
2020-11-19 00:00:00,2835
2020-11-20 00:00:00,2784
2020-11-21 00:00:00,2535
2020-11-22 00:00:00,2561
2020-11-23 00:00:00,2908
2020-11-24 00:00:00,2850
2020-11-25 00:00:00,2790
2020-11-26 00:00:00,2918
2020-11-27 00:00:00,2822
2020-11-28 00:00:00,2397
2020-11-29 00:00:00,2506
2020-11-30 00:00:00,2890
2020-12-01 00:00:00,2768
2020-12-02 00:00:00,2841
2020-12-03 00:00:00,2826
2020-12-04 00:00:00,2736
2020-12-05 00:00:00,2445
2020-12-06 00:00:00,2351
2020-12-07 00:00:00,2727
2020-12-08 00:00:00,2858
2020-12-09 00:00:00,2865
2020-12-10 00:00:00,2879
2020-12-11 00:00:00,2749
2020-12-12 00:00:00,2448
2020-12-13 00:00:00,2461
2020-12-14 00:00:00,2847
2020-12-15 00:00:00,2828
2020-12-16 00:00:00,2865
2020-12-17 00:00:00,2826
2020-12-18 00:00:00,2497
2020-12-19 00:00:00,2335
2020-12-20 00:00:00,2351
2020-12-21 00:00:00,2773
2020-12-22 00:00:00,2674
2020-12-23 00:00:00,2659
2020-12-24 00:00:00,2503
2020-12-25 00:00:00,2460
2020-12-26 00:00:00,2383
2020-12-27 00:00:00,2389
2020-12-28 00:00:00,2506
2020-12-29 00:00:00,2497
2020-12-30 00:00:00,2472
2020-12-31 00:00:00,2445
2021-01-01 00:00:00,2467
2021-01-02 00:00:00,2436
2021-01-03 00:00:00,2443
2021-01-04 00:00:00,2851
2021-01-05 00:00:00,2797
2021-01-06 00:00:00,2805
2021-01-07 00:00:00,2659
2021-01-08 00:00:00,2712
2021-01-09 00:00:00,2448
2021-01-10 00:00:00,2425
2021-01-11 00:00:00,3033
2021-01-12 00:00:00,2775
2021-01-13 00:00:00,2827
2021-01-14 00:00:00,2748
2021-01-15 00:00:00,2713
2021-01-16 00:00:00,2422
2021-01-17 00:00:00,2444
2021-01-18 00:00:00,2674
2021-01-19 00:00:00,2766
2021-01-20 00:00:00,2750
2021-01-21 00:00:00,2646
2021-01-22 00:00:00,2622
2021-01-23 00:00:00,2351
2021-01-24 00:00:00,2356
2021-01-25 00:00:00,2691
2021-01-26 00:00:00,2025
2021-01-27 00:00:00,1651
2021-01-28 00:00:00,2736
2021-01-29 00:00:00,2660
2021-01-30 00:00:00,2393
2021-01-31 00:00:00,2392
2021-02-01 00:00:00,2553
2021-02-02 00:00:00,2682
2021-02-03 00:00:00,2766
2021-02-04 00:00:00,2749
2021-02-05 00:00:00,2723
2021-02-06 00:00:00,2404
2021-02-07 00:00:00,2401
2021-02-08 00:00:00,2828
2021-02-09 00:00:00,2767
2021-02-10 00:00:00,2886
2021-02-11 00:00:00,2948
2021-02-12 00:00:00,2645
2021-02-13 00:00:00,2113
2021-02-14 00:00:00,2209
2021-02-15 00:00:00,2960
2021-02-16 00:00:00,2782
2021-02-17 00:00:00,2742
2021-02-18 00:00:00,2777
2021-02-19 00:00:00,2696
2021-02-20 00:00:00,2361
2021-02-21 00:00:00,2338
2021-02-22 00:00:00,2796
2021-02-23 00:00:00,2782
2021-02-24 00:00:00,2798
2021-02-25 00:00:00,2724
2021-02-26 00:00:00,2797
2021-02-27 00:00:00,2439
2021-02-28 00:00:00,2542
2021-03-01 00:00:00,2797
2021-03-02 00:00:00,2782
2021-03-03 00:00:00,2717
2021-03-04 00:00:00,2866
2021-03-05 00:00:00,2704
2021-03-06 00:00:00,2306
2021-03-07 00:00:00,2297
2021-03-08 00:00:00,2675
2021-03-09 00:00:00,2858
2021-03-10 00:00:00,2744
2021-03-11 00:00:00,2722
2021-03-12 00:00:00,2639
2021-03-13 00:00:00,2431
2021-03-14 00:00:00,2344
2021-03-15 00:00:00,2785
2021-03-16 00:00:00,2717
2021-03-17 00:00:00,2795
2021-03-18 00:00:00,2728
2021-03-19 00:00:00,2705
2021-03-20 00:00:00,2381
2021-03-21 00:00:00,2383
2021-03-22 00:00:00,2712
2021-03-23 00:00:00,2767
2021-03-24 00:00:00,2918
2021-03-25 00:00:00,2877
2021-03-26 00:00:00,1725
2021-03-29 00:00:00,1913
2021-03-30 00:00:00,2788
2021-03-31 00:00:00,2852
2021-04-01 00:00:00,2676
2021-04-02 00:00:00,2339
2021-04-03 00:00:00,2277
2021-04-04 00:00:00,2264
2021-04-05 00:00:00,2339
2021-04-06 00:00:00,2726
2021-04-07 00:00:00,2860
2021-04-08 00:00:00,2757
2021-04-09 00:00:00,2769
2021-04-10 00:00:00,2333
2021-04-11 00:00:00,2331
2021-04-12 00:00:00,2692
2021-04-13 00:00:00,2928
2021-04-14 00:00:00,2815
2021-04-15 00:00:00,2795
2021-04-16 00:00:00,2762
2021-04-17 00:00:00,2388
2021-04-18 00:00:00,2487
2021-04-19 00:00:00,2863
2021-04-20 00:00:00,2831
2021-04-21 00:00:00,2947
2021-04-22 00:00:00,2853
2021-04-23 00:00:00,2664
2021-04-24 00:00:00,2502
2021-04-25 00:00:00,2433
2021-04-26 00:00:00,2888
2021-04-27 00:00:00,2955
2021-04-28 00:00:00,2855
2021-04-29 00:00:00,2845
2021-04-30 00:00:00,2765
2021-05-01 00:00:00,2316
2021-05-02 00:00:00,2338
2021-05-03 00:00:00,2399
2021-05-04 00:00:00,2900
2021-05-05 00:00:00,2780
2021-05-06 00:00:00,2769
2021-05-07 00:00:00,2753
2021-05-08 00:00:00,2150
2021-05-09 00:00:00,2343
2021-05-10 00:00:00,2788
2021-05-11 00:00:00,2772
2021-05-12 00:00:00,2779
2021-05-13 00:00:00,2907
2021-05-14 00:00:00,2784
2021-05-15 00:00:00,2324
2021-05-16 00:00:00,2339
2021-05-17 00:00:00,2822
2021-05-18 00:00:00,2700
2021-05-19 00:00:00,2982
2021-05-20 00:00:00,2712
2021-05-21 00:00:00,2774
2021-05-22 00:00:00,2374
2021-05-23 00:00:00,2447
2021-05-24 00:00:00,2892
2021-05-25 00:00:00,2884
2021-05-26 00:00:00,2939
2021-05-27 00:00:00,2719
2021-05-28 00:00:00,2786
2021-05-29 00:00:00,2314
2021-05-30 00:00:00,2337
2021-05-31 00:00:00,2409
2021-06-01 00:00:00,2671
2021-06-02 00:00:00,2944
2021-06-03 00:00:00,2922
2021-06-04 00:00:00,2964
2021-06-05 00:00:00,2515
2021-06-06 00:00:00,2524
2021-06-07 00:00:00,3116
2021-06-08 00:00:00,3128
2021-06-09 00:00:00,3169
2021-06-10 00:00:00,3083
2021-06-11 00:00:00,2918
2021-06-12 00:00:00,2518
2021-06-13 00:00:00,2597
2021-06-14 00:00:00,3079
2021-06-15 00:00:00,2984
2021-06-16 00:00:00,3048
2021-06-17 00:00:00,2955
2021-06-18 00:00:00,2866
2021-06-19 00:00:00,2359
2021-06-20 00:00:00,2425
2021-06-21 00:00:00,2843
2021-06-22 00:00:00,2882
2021-06-23 00:00:00,2832
2021-06-24 00:00:00,2913
2021-06-25 00:00:00,2736
2021-06-26 00:00:00,2353
2021-06-27 00:00:00,2298
2021-06-28 00:00:00,2804
2021-06-29 00:00:00,2855
2021-06-30 00:00:00,2968
2021-07-01 00:00:00,2854
2021-07-02 00:00:00,2785
2021-07-03 00:00:00,2404
2021-07-04 00:00:00,2433
2021-07-05 00:00:00,2931
2021-07-06 00:00:00,2812
2021-07-07 00:00:00,2843
2021-07-08 00:00:00,2904
2021-07-09 00:00:00,2839
2021-07-10 00:00:00,2467
2021-07-11 00:00:00,2530
2021-07-12 00:00:00,2910
2021-07-13 00:00:00,3027
2021-07-14 00:00:00,3092
2021-07-15 00:00:00,2929
2021-07-16 00:00:00,3146
2021-07-17 00:00:00,2648
2021-07-18 00:00:00,2623
2021-07-19 00:00:00,3194
2021-07-20 00:00:00,3221
2021-07-21 00:00:00,3256
2021-07-22 00:00:00,3121
2021-07-23 00:00:00,3013
2021-07-24 00:00:00,2500
2021-07-25 00:00:00,2510
2021-07-26 00:00:00,3116
2021-07-27 00:00:00,3033
2021-07-28 00:00:00,2962
2021-07-29 00:00:00,2946
2021-07-30 00:00:00,2845
2021-07-31 00:00:00,2452
2021-08-01 00:00:00,2430
2021-08-02 00:00:00,2963
2021-08-03 00:00:00,2947
2021-08-04 00:00:00,2930
2021-08-05 00:00:00,2977
2021-08-06 00:00:00,2897
2021-08-07 00:00:00,2418
2021-08-08 00:00:00,2471
2021-08-09 00:00:00,2950
2021-08-10 00:00:00,3124
2021-08-11 00:00:00,2945
2021-08-12 00:00:00,2808
2021-08-13 00:00:00,2923
2021-08-14 00:00:00,2422
2021-08-15 00:00:00,2370
2021-08-16 00:00:00,2912
2021-08-17 00:00:00,3059
2021-08-18 00:00:00,3058
2021-08-19 00:00:00,2954
2021-08-20 00:00:00,2883
2021-08-21 00:00:00,2432
2021-08-22 00:00:00,2534
2021-08-23 00:00:00,3093
2021-08-24 00:00:00,3040
2021-08-25 00:00:00,3002
2021-08-26 00:00:00,3037
2021-08-27 00:00:00,2849
2021-08-28 00:00:00,2495
2021-08-29 00:00:00,2470
2021-08-30 00:00:00,2653
2021-08-31 00:00:00,3036
2021-09-01 00:00:00,2917
2021-09-02 00:00:00,2950
2021-09-03 00:00:00,2833
2021-09-04 00:00:00,2361
2021-09-05 00:00:00,2430
