Date,Main Site Water Meter
2018-12-22 00:00:00,82.84
2018-12-23 00:00:00,93.2
2018-12-24 00:00:00,85.84
2018-12-25 00:00:00,90
2018-12-26 00:00:00,89.48
2018-12-27 00:00:00,89.72
2018-12-28 00:00:00,37.6
2018-12-29 00:00:00,40.52
2018-12-30 00:00:00,100.2
2018-12-31 00:00:00,76.36
2019-01-01 00:00:00,82.44
2019-01-02 00:00:00,154.24
2019-01-03 00:00:00,171.36
2019-01-04 00:00:00,124.6
2019-01-05 00:00:00,85.4
2019-01-06 00:00:00,89
2019-01-07 00:00:00,167.88
2019-01-08 00:00:00,161.72
2019-01-09 00:00:00,174.96
2019-01-10 00:00:00,192.92
2019-01-11 00:00:00,167.16
2019-01-12 00:00:00,85.04
2019-01-13 00:00:00,86.68
2019-01-14 00:00:00,165.6
2019-01-15 00:00:00,164
2019-01-16 00:00:00,190.24
2019-01-17 00:00:00,213.16
2019-01-18 00:00:00,158.16
2019-01-19 00:00:00,86.04
2019-01-20 00:00:00,88.2
2019-01-21 00:00:00,166.6
2019-01-22 00:00:00,175.48
2019-01-23 00:00:00,174.92
2019-01-24 00:00:00,158.12
2019-01-25 00:00:00,129.24
2019-01-26 00:00:00,72.96
2019-01-27 00:00:00,101
2019-01-28 00:00:00,174.52
2019-01-29 00:00:00,179.88
2019-01-30 00:00:00,124.12
2019-01-31 00:00:00,108.68
2019-02-01 00:00:00,135.04
2019-02-02 00:00:00,78.48
2019-02-03 00:00:00,83.28
2019-02-04 00:00:00,160.6
2019-02-05 00:00:00,204.76
2019-02-06 00:00:00,202.92
2019-02-07 00:00:00,201.56
2019-02-08 00:00:00,142.56
2019-02-09 00:00:00,83.56
2019-02-10 00:00:00,84.6
2019-02-11 00:00:00,170.24
2019-02-12 00:00:00,168.12
2019-02-13 00:00:00,157.48
2019-02-14 00:00:00,162.8
2019-02-15 00:00:00,144.4
2019-02-16 00:00:00,88.64
2019-02-17 00:00:00,83.28
2019-02-18 00:00:00,203.44
2019-02-19 00:00:00,174.24
2019-02-20 00:00:00,198.88
