Date,IVM2 Bosch Machine,DC8 C Block Basement,DC97 C Block Canteen,DC684 Topicals,DC247 CT Liquid Inh,Archive Store,C Block T15 DC124,C Block T5 DC22A,C Block T6 DC22B,C Block T16 DC150,E Block,Incoming Supply TX1 Hourly,H Block T2 DC43B,J Block T11 DC62,DC60 Stiefel,Cool Twr T17 DC156,K Block T10 DC70D,K Block T12 DC86,K Block T7 DC70A,K Block T8 DC70B,K Block T9 DC70C,L Block T13,M Block,Site Incomer,L Block Steam,IVM1 DC146,DC155 Basement,DC141 Basement,IVM2 DC940,Manor House DC761,Indigo Chiller 1,Indigo Chiller 2,43-24 Comp 3 H Blk Hourly,Air Compressor 2,Air Compressor 1,DC27-32 SSC Elec,DC3 SPS Packing Elec,O Block Elec Meter,LDT DC2 Elec,43-21 DC69 Workshop Hourly,43-27 DC29 D Blk Base Hourly,DC1 Basement,DC279 Liq Inh HVAC,DC14 Liquid Inh,43-19 Chiller 4 Sec A Hourly,43-17 Chiller 4 Sec B Hourly,43-20 Chiller 5 Sec A Hourly,IVM1 DC145,DC139 Hourly ElecUse,DC10 Elec Hour Usag,DC818 Elec Hour Usag,DC240 Electric Meter,DC819 Elec Hour Usag,DC565 Elec Meter,Chiller 1 Hourly Use,Chiller 2 Hourly Use,Chiller 3 Hourly Use,43-3 CHW PwrPact Hourly,43-5 Indigo Chiller 1 Hourly,43-28 Chiller 2,DC140 Hourly ElecUse,DC147 WFI,PurWatDistSkid Elec,PurWatGenSkid Elec,K2A Glatt Ref 2 Elec,K2A Glatt Ref 1 Elec,CHP No1 kWHr Meter,CHP No2 kWHr Meter,Power Island Parasitic Meter,LV Swbrd Daily Meter
2020-06-24 00:00:00,693,1814,1268,608,453,196,9610,7516,5846,6839,3296,10848,14420,3620,1847,1865,1345,7632,3663,7377,6624,5999,190,78000,4520,735,514,3302,2565,67,772,556,1521,370,2710,119,1187,215,594,658,346,517,247,933,1414,1187,3784,2540,1790,1230,487,939,73,715,3764,1274,3210,2439,3585,3356,791,1734,254,152,457,4,25012.82575,23210,1022,1769
2020-06-25 00:00:00,362,931,536,244,230,99,4930,3646,2728,3667,1557,4956,5920,1984,1069,892,583,3608,1714,3277,2765,2738,133,33310,2420,523,235,1677,1292,42,254,192,245,547,1538,61,568,96,292,286,159,235,128,497,568,1030,1310,1308,961,596,256,514,37,254,1447,591,1026,861,1237,1268,384,887,135,80,133,2,25012.82575,12670,506.4,913
2020-06-26 00:00:00,357,1101,892,270,271,123,5510,4462,3179,3928,2035,6900,8290,2920,1045,1175,682,4329,2255,4767,4105,3666,157,52330,2760,402,249,1870,1483,31,444,350,1221,21,1425,66,709,133,343,402,218,289,150,587,1423,1325,2542,1424,1029,757,284,571,45,255,2504,829,2060,1186,2217,1287,455,994,155,87,75,75,880,9980,592,1032
2020-06-27 00:00:00,663,1808,580,308,413,174,8690,5701,4433,6052,2576,7432,8210,2304,1675,1107,819,5059,3120,4695,3430,3453,82,70920,4840,661,349,2676,2327,61,250,12,1957,1,1695,113,930,158,499,347,207,360,249,888,112,1888,1814,2069,1492,1081,471,917,65,214,1551,1022,1143,1241,1402,1677,694,1578,257,149,7,5,25012.82575,25016.74463,512,1675
2020-06-28 00:00:00,667,1698,571,346,379,155,8740,5875,4326,6061,2458,5372,7990,1644,1673,1288,782,4776,3335,3539,2676,1503,89,62510,5300,661,377,2866,2371,68,216,18,1964,1,1646,131,823,142,501,333,238,417,247,844,18,759,1664,2127,1489,1058,469,905,62,251,677,735,456,1136,907,1090,701,1582,247,143,8,3,25012.82575,25016.74463,660.4,1657
2020-06-29 00:00:00,686,1765,1387,460,406,182,9630,7211,5190,6498,2992,7384,10440,2545,1781,1264,1013,6920,3563,4206,4032,2007,252,77735,5080,652,443,3110,2597,79,226,26,1951,2,2596,179,1085,194,584,606,333,534,247,927,22,1073.949674,1768,2400,1713,1113,472,987,63,478,1123,815,780,1450,1892,2214,778,1671,256,174,198,5,25012.82575,25016.74463,464,1721
2020-06-30 00:00:00,673,1729,1286,544,424,165,9560,7294,5675,6578,2965,7076,10590,2157,1763,1124,1010,7356,3489,4232,3866,4111,244,80930,5180,644,555,3213,2526,64,220,10,1950,3,3472,168,1123,172,580,598,323,521,248,919,22,1,1844,2481,1734,1097,490,992,63,708,973,1028,574,1598,2015,2341,755,1719,256,156,215,3,25012.82575,25016.74463,291.6,1728
2020-07-01 00:00:00,594,1793,1283,544,424,173,9430,7336,5598,6652,2833,7280,10780,2372,1807,1051,1073,7640,3578,4220,3954,4969,248,81900,5120,664,556,3250,2570,73,224,6,1876,3,2941,199,1164,182,590,628,340,511,264,898,22,1,1820,2510,1732,1118,492,977,63,557,1078,861,668,2023,1921,2184,769,1721,251,153,222,68,25012.82575,25016.74463,260.4,1756
2020-07-02 00:00:00,744,1799,1184,522,412,174,9620,7182,5621,6444,2910,7098,10030,2397,1812,1219,927,7428,3635,3661,3846,4967,280,80015,5320,540,545,3274,2540,72,200,8,1980,2,2654,209,1142,224,601,623,343,531,245,890,22,1073.949674,1735,2438,1628,1086,487,921,65,637,734,660,446,2035,1745,1908,776,1696,253,153,7,129,25012.82575,25016.74463,366.4,1736
2020-07-03 00:00:00,610,1759,1163,510,415,177,8940,6967,5188,5919,2806,7400,9860,2116,1688,1151,875,6456,3508,4447,3878,3359,235,75565,5160,291,456,3089,2414,75,234,10,1977,1,1928,218,1109,182,563,593,304,566,247,779,22,1,1761,2395,1537,1079,489,973,63,354,1268,917,861,1797,2105,2056,725,1664,251,150,8,69,25012.82575,25016.74463,360.8,1716
2020-07-04 00:00:00,589,1686,460,366,400,171,8720,5524,4442,4990,2634,7066,9450,1859,1658,1101,819,4970,3236,5048,3437,3345,80,69805,4920,277,315,2665,2350,67,254,14,1976,1,1497,253,1049,133,506,427,229,454,246,812,21,1,1835,1513,1605,978,490,937,64,215,1878,1068,1332,1786,2310,2414,663,1569,247,145,7,3,25012.82575,25016.74463,491.2,1684
2020-07-05 00:00:00,587,1705,502,370,388,166,8670,5582,4327,4520,2637,5762,7950,1832,1666,977,795,4543,3414,3886,2897,562,81,59370,5200,276,367,2731,2354,69,238,16,1977,2,1592,249,886,170,517,399,228,366,245,929,22,1073.949674,1669,952,1586,969,491,895,64,260,1140,658,746,1479,1485,1523,654,1561,246,145,7,3,25012.82575,25016.74463,344.8,1669
2020-07-06 00:00:00,549,1590,1028,544,376,166,8580,6449,4655,4776,2675,6354,9280,2268,1562,1185,863,6014,3361,3557,3552,3185,221,68435,5000,204,479,2842,2361,69,222,8,1813,2,2247,218,1031,177,534,577,303,444,227,850,22,1,1547,1494,1545,994,466,864,58,313,887,554,534,1380,1678,1764,690,1575,231,139,7,137,620,25016.74463,486.4,1604
2020-07-07 00:00:00,717,1683,1141,560,414,167,9760,7179,5245,5975,2946,6782,10230,2374,1698,1795,889,6903,3419,3738,3633,4891,265,62495,5340,150,557,3179,2574,68,202,8,1987,3,2289,237,1187,166,568,618,357,490,246,914,22,1,1781,2451,1715,1071,470,979,62,384,743,711,432,1580,1667,1755,772,1744,249,149,6,105,10040,5780,967.2,1694
2020-07-08 00:00:00,717,1774,1322,592,417,172,9670,7451,5148,5974,2963,7004,9050,2535,1681,1954,1077,7022,3627,3815,3789,4965,257,47210,5420,151,533,3310,2467,69,212,12,1988,2,2450,230,1145,182,579,654,354,489,247,991,23,1073.949674,1721,2388,1762,1087,469,970,68,349,834,652,498,1690,1703,1800,749,1739,250,150,270,29,19720,12450,1116,1875
2020-07-09 00:00:00,671,1764,1217,626,415,173,9480,7344,5185,5202,2947,6710,9040,2313,1704,2028,902,7038,3623,4030,3681,4962,272,25690,5340,150,485,3304,2461,68,218,8,1986,2,2153,235,1187,181,592,649,348,432,247,794,22,1,1727,1816,1740,1107,468,892,69,418,780,794,471,1809,1493,1601,755,1710,251,151,133,3,25490,26110,1236.4,1831
2020-07-10 00:00:00,704,1730,1233,530,406,174,9220,7042,5055,4826,2919,6350,9010,2464,1738,2073,832,6198,3499,3849,3641,4501,250,22925,5120,150,444,3124,2437,69,206,8,1997,2,2089,245,1079,192,563,576,318,457,246,934,23,1,1739,1290,1564,1068,471,933,63,474,899,696,486,1821,1477,1570,742,1698,251,148,7,4,25620,25710,1226,1674
2020-07-13 00:00:00,401,1137,938,412,284,109,5690,4863,3789,2961,1941,5634,7300,1524,1113,1310,715,4518,2380,3546,2887,2685,152,28325,2960,90,366,2082,1490,39,216,6,1225,2,1662,147,793,107,370,473,227,310,147,557,13,1,1195,794,982,707,282,613,41,482,1376,805,827,1362,1874,2052,481,1039,152,93,4,208,10760,16140,782.8,1114
2020-07-14 00:00:00,637,1821,1264,590,419,170,9570,7424,5744,4857,2945,6942,10350,2202,1744,2032,964,7416,3548,4203,3955,4583,247,26000,5000,151,505,3327,2419,69,230,10,1961,3,2845,222,1246,176,594,662,318,472,246,975,22,1073.949674,1829,1274,1744,1114,502,964,61,691,1060,827,686,1850,1995,2143,761,1725,254,152,7,177,26760,25490,1236.8,1840
2020-07-15 00:00:00,682,1825,1346,616,413,173,9510,7475,5633,4930,2943,7456,10680,2338,1812,1997,1100,7458,3585,4689,4081,4703,252,31175,5220,151,518,3301,2459,71,228,10,1959,3,2800,235,1219,171,597,638,340,463,247,1003,22,1,1753,1249,1673,1105,489,940,66,603,1227,1163,849,2079,2114,2232,768,1774,255,155,111,195,23130,26720,1192,1742
2020-07-16 00:00:00,743,1873,1216,514,430,182,9650,7249,5399,4842,3061,8460,11940,2536,1768,2065,1085,7326,3921,5869,4969,4802,221,35435,4720,145,474,3293,2595,65,418,58,1962,2,2530,248,1161,199,598,690,342,483,247,964,21,1,2293,1204,1548,1139,492,926,70,447,2168,1453,1579,2202,2990,3284,756,1752,249,150,8,266,25600,25190,1271.2,1691
2020-07-17 00:00:00,694,1867,1153,522,431,178,9250,6887,5032,5284,2977,8868,10580,2224,1689,2008,932,6535,3820,5484,4532,4071,214,28375,4760,153,444,3061,2464,65,308,10,1962,3,2294,274,1048,176,567,629,334,452,248,937,21,1073.949674,1745,1769,1624,1087,490,919,67,291,2039,1168,1562,1990,2821,2959,703,1697,253,151,114,3,26760,26680,1246,1712
2020-07-18 00:00:00,679,1682,459,398,401,170,8820,5427,4254,5994,2671,8118,10110,1795,1667,1883,807,4987,3375,4899,3493,3605,84,19845,4960,242,303,2601,2374,64,284,14,1960,3,2450,243,878,139,505,445,262,340,249,976,22,1,1663,2339,1572,1012,492,847,67,203,1916,886,1447,1838,2580,2671,650,1606,248,144,6,4,26620,26670,1260.4,1682
2020-07-19 00:00:00,678,1645,499,412,377,162,8830,5584,4062,5940,2539,5750,8150,1817,1666,1833,786,4754,3517,3640,2671,3320,89,17250,5300,285,361,2639,2348,62,222,16,1971,1,1867,247,831,156,524,413,253,363,246,903,21,1,1726,2318,1581,1064,492,854,64,201,942,620,550,1489,1579,1576,660,1617,248,146,6,3,22740,26470,1197.6,1678
2020-07-20 00:00:00,689,1715,1257,512,414,179,9620,7122,5000,6469,2999,7248,10560,2517,1665,1905,984,7018,3798,4089,3829,4482,258,26830,5580,632,486,3123,2527,70,222,8,1973,683,2481,235,1144,178,595,646,351,518,246,981,22,1073.949674,1672,2422,1778,1139,503,934,64,334,968,798,589,1551,1878,1949,736,1756,251,150,199,4,26920,26890,1196.8,1841
2020-07-21 00:00:00,654,1732,1252,494,418,187,9450,7309,5024,5998,3030,7280,8700,2474,1720,1736,835,6609,3703,4060,4062,5017,258,51855,5300,523,437,3363,2430,74,272,14,1975,67,2447,229,1177,180,600,632,356,525,244,941,22,1,1690,2104,1742,1098,490,920,66,306,1153,628,784,1584,1937,2025,736,1742,253,152,8,3,13750,13890,938,1855
2020-07-22 00:00:00,674,1730,1363,550,423,164,9340,7604,5017,5858,3032,7648,9170,2018,1660,2066,813,7009,3865,4508,4222,4769,253,29460,4940,476,397,3513,2402,70,238,10,1969,2,2463,225,1185,173,605,601,343,530,246,960,22,1,1750,2012,1653,1109,477,897,69,292,1394,840,961,1714,2085,2214,731,1744,257,155,6,4,26620,25170,1256.8,1837
2020-07-23 00:00:00,619,1779,1166,518,432,190,9640,7516,5095,6529,3076,9466,10240,2178,1667,2085,930,6811,3991,5342,4773,4834,232,34460,4740,638,412,3531,2486,71,318,20,1961,3,2323,229,1164,166,607,610,312,497,246,940,21,1,1759,2509,1815,1113,474,1019,69,300,2077,990,1598,2048,2998,3057,708,1755,258,155,100,3,26360,25940,1273.6,1912
2020-07-24 00:00:00,712,1728,1196,458,419,177,9440,7081,4810,6452,2996,7986,10220,2589,1674,2103,926,6326,3789,4886,3996,4910,226,32075,4820,637,386,3220,2458,69,360,22,1965,3,2070,235,1076,162,587,619,308,445,248,935,22,1073.949674,1833,2426,1690,1090,478,963,70,302,1689,930,1086,1888,2612,2692,726,1705,257,144,134,4,23810,24670,1278,1757
2020-07-25 00:00:00,638,1754,460,386,409,176,8790,5481,4262,6367,2696,8072,9870,1846,1647,1941,851,3859,3412,4684,3158,3320,82,20205,4720,629,267,2597,2318,68,336,12,1953,2,2058,247,934,143,525,460,255,386,248,987,21,1,1815,2333,1611,970,480,936,67,205,1740,825,1267,1873,2718,2813,676,1630,259,161,31,3,25930,25940,1327.2,1650
2020-07-26 00:00:00,597,1723,527,392,384,169,8680,5573,4278,6223,2582,6766,9650,1769,1650,1934,802,2617,3542,3958,2573,3104,84,14975,4940,628,267,2635,2276,65,288,20,1953,1,2090,248,883,139,545,451,251,460,247,857,20,1,1806,2313,1589,953,482,949,62,219,1165,733,718,1777,2094,2169,710,1617,254,151,7,5,26130,25970,1288,1630
2020-07-27 00:00:00,663,1845,1240,568,426,179,9630,7390,5188,6469,3042,8184,11350,2156,1669,2021,803,3291,3818,4157,3684,4090,247,25955,5060,640,379,3258,2464,76,320,12,1954,3,2721,234,1161,165,606,676,332,548,249,892,21,1073.949674,2030,2490,1760,1149,475,1008,70,312,1146,742,729,1953,2664,2744,718,1748,250,149,14,3,26220,26010,1256,6233
2020-07-28 00:00:00,600,1674,1175,554,397,162,8900,7063,4993,6172,2876,6436,9640,2077,1606,1879,768,3510,3632,3569,3421,2966,233,21095,5180,611,460,3112,2385,71,250,8,1881,2,2812,219,1153,162,576,589,321,483,235,913,21,1,1802,2303,1371,1146,482,918,63,326,821,537,474,1737,1988,2070,715,1678,241,143,7,5,25330,25030,1161.2,1817
2020-07-29 00:00:00,607,1727,1289,582,407,176,9210,7410,5272,6530,2972,7484,11050,2563,1687,2030,800,3027,3721,3792,3750,5001,251,24655,5280,639,486,3250,2513,72,278,8,1970,675,2270,240,1206,177,589,649,306,511,245,976,22,1,1763,2461,1486,1142,490,984,62,329,913,602,543,1814,2123,2190,769,1752,250,150,7,3,26490,26100,1210.8,6130
2020-07-30 00:00:00,643,1768,1249,546,416,184,9390,7336,5551,6455,3031,8232,11210,2271,1688,1639,801,2923,3782,4231,4128,5361,250,58900,5060,649,454,3248,2526,72,398,70,1969,3,2746,233,1264,187,601,673,319,547,247,910,17,1073.949674,2154,2442,1533,1146,490,985,68,485,1280,648,921,2049,2678,2805,776,1738,249,149,7,3,10500,10570,860,1809
2020-07-31 00:00:00,697,1875,1310,456,426,193,9260,7184,5391,6603,3141,9592,12020,3278,1790,1970,785,2849,3787,5600,4277,5586,267,40640,4860,643,434,3071,2537,69,716,508,1542,282,2911,249,1201,200,583,597,303,519,248,940,281,200,3628,2565,1391,1237,501,955,75,329,2222,1112,1060,2790,3330,2688,738,1673,249,146,6,4,22300,22530,1276.8,1955
2020-08-01 00:00:00,675,1670,504,358,407,183,8740,5702,4702,6256,2653,8844,9950,2959,1662,1888,788,1496,3291,4054,2659,3566,81,19655,4840,634,350,2685,2450,67,420,16,1959,2,1999,253,1047,148,515,361,227,497,248,791,296,1296,2062,2396,1286,1136,496,902,65,187,1115,796,624,1864,2714,2653,691,1616,247,145,7,3,25400,25940,1262,1777
2020-08-02 00:00:00,677,1665,524,318,378,165,8570,5729,4490,6255,2607,6434,9330,1746,1601,1862,773,1081,3425,3483,2106,3521,82,10710,5160,636,385,2751,2357,66,236,56,1966,2,2089,240,966,137,509,386,261,361,248,955,22,1,1741,2308,1288,1117,495,902,65,180,737,654,213,1675,2084,2033,681,1607,247,146,8,3,26990,26110,1225.6,1716
2020-08-03 00:00:00,640,1704,1234,498,403,154,9070,7149,5279,6648,2964,7888,10690,2113,1728,2011,775,1850,3629,3666,3352,4908,254,21570,5360,657,428,3103,2421,75,248,42,1981,3,2896,238,1222,163,589,627,322,482,247,957,30,559,1724,2525,1476,1124,495,1018,65,417,727,646,258,1898,2245,2176,777,1736,250,146,8,3,26950,26150,1223.2,1739
2020-08-04 00:00:00,660,1735,1207,568,420,179,9220,7257,5659,6479,2985,8598,9160,2415,1745,2084,778,3787,3736,3875,3750,4094,269,24835,5540,656,485,3252,2445,81,298,12,1991,3,2876,240,1246,198,611,593,308,542,246,793,63,1827,1681,2505,1469,1089,484,985,68,611,951,633,524,1923,1699,1649,836,1740,248,148,7,3,26980,25440,1215.6,1800
2020-08-05 00:00:00,686,1771,1312,514,447,190,9420,7409,5803,6729,3114,11040,12560,2276,1816,2095,870,5118,3849,5385,4521,3804,212,36000,4620,706,485,3261,2534,76,564,132,1989,4,2857,304,1186,173,613,668,332,544,251,953,587,1872,2912,2544,1483,1172,476,991,69,667,2324,1031,1733,2388,3297,3437,813,1745,249,147,6,3,26970,26060,1291.2,1785
2020-08-06 00:00:00,612,1831,1289,570,441,203,9480,7387,5658,6755,3200,10192,13390,3444,1817,2065,940,4808,3927,5578,4907,5425,223,41640,4600,3767,483,3235,2521,73,614,192,292,1260,3607,243,1131,200,613,701,314,491,249,955,65,197,2729,2562,1547,1141,478,995,69,602,2387,899,1770,2271,3949,4298,798,1808,254,154,7,3,25320,24270,1311.2,1918
2020-08-07 00:00:00,612,1781,1271,548,453,211,9320,7236,5170,6538,3207,11648,13780,3480,1695,2088,1021,5195,3978,6519,5162,5434,218,40060,4380,650,431,3112,2426,75,798,268,1703.464471,1357,3659,250,1063,199,586,619,285,471,248,929,987,1990,2533,2481,1541,1178,483,973,68,329,2952,1278,2288,1708,3526,3484,759,1838,256,154,49,3,26980,26150,1342.4,1883
2020-08-08 00:00:00,611,1760,439,340,400,187,8660,5590,4468,6226,2681,9644,7000,2838,1664,1908,842,5134,3026,4227,2736,3947,83,23485,4880,633,292,2715,2315,68,398,32,1703.464471,1360,3237,236,907,141,528,443,220,362,247,971,80,1878,161,2190,1355,1083,513,856,65,208,1644,887,861,1299,1785,1764,715,1713,256,149,6,2,23740,25440,1265.2,1713
2020-08-09 00:00:00,611,1712,546,362,389,176,8600,5874,4546,6097,2657,9280,7370,2177,1650,1928,853,5895,3225,4302,2969,3812,83,19550,4640,634,376,2826,2320,65,360,24,1703.464471,1371,3196,229,830,135,522,435,230,439,246,863,40,1868,59,2179,1340,1092,487,924,68,244,1568,990,1108,1204,1536,1526,729,1677,246,145,8,53,26690,26060,1272,1680
2020-08-10 00:00:00,611,1866,1253,536,438,200,9270,7328,5462,6644,3075,11342,10230,3292,1712,2060,846,6837,3535,5942,4657,5276,223,36705,4700,668,460,3280,2476,83,564,134,1703.464471,1404,3751,238,1150,166,616,656,324,519,248,958,328,1973,579,2512,1554,1163,468,934,68,401,2477,1174,1884,1627,2600,2549,808,1794,249,149,7,3,26620,26110,1290.4,1751
2020-08-11 00:00:00,730,1893,1358,602,460,211,9860,7624,5945,6659,3245,13048,11890,3579,1757,2131,975,7184,3800,6591,6779,6336,249,48075,4720,669,472,3308,2558,74,906,420,1703.464471,1331,3355,232,1203,188,617,667,328,502,247,906,1037,2037,1811,2428,1588,1213,479,974,72,720,3022,1246,3424,2139,3407,3667,736,1846,256,156,8,43,26370,25920,1318.4,1802
2020-08-12 00:00:00,709,1938,1430,472,459,218,9750,7671,5785,6781,3335,13244,12400,4416,1750,2134,953,7127,4016,7743,7200,6387,243,52380,4660,676,455,3317,2616,74,990,430,1703.464471,1318,2955,263,1236,206,613,706,357,493,248,967,667,1108,2399,2583,1602,1257,486,1020,71,506,4394,1271,3807,2464,3993,4260,728,1888,248,147,8,3,26320,25390,1319.2,1835
2020-08-13 00:00:00,626,1740,1299,500,464,199,9480,7444,5751,6799,3098,11392,11200,3229,1814,2058,1198,7372,3543,5650,5193,5289,198,39450,4720,668,499,3270,2550,74,472,34,1703.464471,1329,3115,246,1207,159,599,674,350,492,248,972,21,1,1485,2561,1628,1177,477,1029,70,680,2599,844,2095,2288,4062,3737,761,1895,247,146,310,4,26820,26230,1259.2,1743
2020-08-14 00:00:00,683,1851,1332,446,437,182,9340,7145,5480,6394,2913,9746,8970,2198,1715,2034,1013,6727,3730,5003,4291,4988,192,30380,4940,648,471,3108,2486,77,334,12,1703.464471,1336,2868,243,1131,162,578,599,372,512,247,849,22,1,473,2412,1588,1111,481,991,67,428,1965,870,1496,1972,2821,3083,758,1762,252,149,168,3,27010,26320,1236,1744
2020-08-15 00:00:00,608,1587,483,322,381,180,8800,5543,4760,5901,2600,8640,6490,1656,1646,1843,868,5714,3175,4465,2943,3912,153,18095,5040,632,407,2638,2375,72,292,8,1703.464471,1351,2025,234,1008,135,524,412,281,568,246,631,22,1073.949674,6,2223,1444,1028,502,953,64,274,1475,951,1080,1862,2121,2193,720,1708,246,144,8,4,26960,26230,1223.6,1695
2020-08-16 00:00:00,606,1655,510,340,388,171,8740,5621,4764,6111,2599,8240,6980,1789,1634,1461,834,5687,3293,4246,2776,3959,153,45470,5360,631,458,2728,2356,73,294,20,1703.464471,1348,2284,238,978,131,521,386,251,475,247,867,21,1,6,2224,1384,972,473,961,62,271,1334,853,909,1798,1975,2001,745,1712,247,144,8,3,12630,12330,848.4,1691
2020-08-17 00:00:00,605,1763,1315,494,424,194,9430,7231,5605,6696,3026,10290,10130,2305,1726,1480,1227,6994,3555,5494,4877,5261,223,70650,4960,732,574,3130,2499,79,448,60,1703.464471,1346,3142,245,1214,169,607,601,343,513,249,993,21,1,872,2521,1718,1118,471,1014,64,469,2258,1072,1786,1994,3306,3494,771,1816,248,146,344,4,8530,8490,790.8,1718
2020-08-18 00:00:00,600,1828,1322,496,432,188,9580,7254,5439,6671,3013,9768,9640,2189,1679,1992,1200,7202,3527,5405,4639,4788,197,33695,4680,669,547,3181,2534,74,326,20,1703.464471,1349,3336,240,1193,172,607,631,336,472,247,961,280,636,339,2568,1835,1113,482,982,63,359,1974,1091,1541,1891,2909,2961,817,1786,248,148,390,3,26590,26400,1252,1711
2020-08-19 00:00:00,704,1766,1297,538,431,199,9408,7317,5533,6633,3049,11222,9660,2193,1743,2006,1802,7312,3754,6408,5537,5450,194,55670,4350,704,519,3194,2574,77,492,94,968,1323,2922,319,1191,178,616,664,305,450,251,938,624,1614,492,2535,1615,1136,472,994,65,577,2954,1070,2382,2381,3529,3615,757,1801,250,147,604,320,24440,13300,1204,1748
2020-08-20 00:00:00,795,1798,1273,518,436,188,9900,7257,5828,6783,3138,12078,11170,3050,1814,2074,1418,7272,3868,6355,5091,5146,180,41770,4420,639,519,3215,2526,77,606,110,2152,1259,1962,236,1152,181,600,642,326,431,249,1001,448,1955,865,2548,1602,1110,480,980,73,742,2817,1279,2116,1951,3007,2936,775,1816,251,149,487,89,25830,25800,1310,1782
2020-08-21 00:00:00,722,1730,1285,466,425,181,9540,6997,5107,6576,2991,9786,8970,2091,1754,1766,890,6334,3738,5368,4100,3559,181,41790,4460,651,446,3045,2426,79,410,14,2188,2,1973,244,1097,153,559,620,326,396,250,970,21,1073.949674,614,2413,1626,1135,470,896,67,427,1908,1239,1400,1890,2841,2686,724,1758,256,161,8,5,20890,18840,1119.6,1883
2020-08-22 00:00:00,600,1719,473,346,390,168,8800,5882,4439,6264,2638,8692,7530,1593,1695,1876,844,5583,3279,4863,2936,3000,79,18415,4740,645,304,2953,2290,69,282,8,2204,1,1552,239,996,126,505,340,285,332,248,920,21,1,77,2236,1593,1140,504,840,62,210,1521,1164,1057,1707,2126,2127,666,1691,258,145,7,3,26820,26590,1257.6,1690
2020-08-23 00:00:00,602,1555,512,350,381,172,8860,5933,4502,6105,2613,8458,7190,1654,1698,1862,845,5575,3498,4702,2921,3557,82,18055,5120,623,393,3014,2324,73,276,20,2205,1,1468,221,928,136,511,386,289,480,245,716,22,1,89,2180,1587,1095,467,830,61,219,1475,1144,1037,1706,2002,1962,663,1691,253,148,8,5,27130,26590,1245.2,1727
2020-08-24 00:00:00,611,1712,1267,460,411,174,9340,7049,5232,6760,3031,8842,8780,2068,1738,2027,826,6809,3695,4614,3834,5056,208,27400,5020,662,482,3118,2463,76,264,8,2215,2,2313,227,1143,169,570,576,378,472,247,959,22,1,206,2606,1744,1150,470,900,64,381,1372,1015,724,1743,2023,2027,698,1726,247,148,8,3,27080,26590,1242.4,1803
2020-08-25 00:00:00,628,1684,1321,432,435,176,9780,7195,5233,6616,2994,9098,10080,2193,1676,2076,1074,7111,3892,5496,4042,4854,189,31670,5080,643,492,3219,2432,81,294,8,2188,2,2506,221,1168,185,583,607,368,542,249,989,22,1073.949674,611,2510,1906,1128,473,937,66,326,2143,1044,912,1811,2432,2496,702,1776,252,151,218,5,26770,26410,1216.8,1874
2020-08-26 00:00:00,662,1836,1345,418,408,182,9380,7240,5059,6552,2999,9010,9110,2111,1675,2099,1086,7331,3866,5487,3472,4507,197,29085,5240,638,505,3247,2493,81,256,10,2209,3,2588,253,1105,165,573,612,370,501,248,981,22,1,217,2474,1631,1098,463,976,63,289,1965,1246,408,1737,2164,2153,712,1765,253,151,103,148,26980,26240,1221.2,1761
2020-08-27 00:00:00,698,1708,1199,482,410,183,9540,7210,5074,6618,2844,8410,8480,2258,1647,2084,1008,7251,3847,4636,3645,4970,197,29660,5460,691,475,3301,2510,78,238,8,2218,2,2386,231,1063,194,582,612,363,549,246,1009,22,1,197,2476,1588,1072,450,994,63,352,1554,944,480,1717,1828,1857,733,1835,247,146,6,169,25730,25730,1223.6,1739
2020-08-28 00:00:00,687,1694,1098,314,370,184,8730,6322,4494,5942,2704,7452,7510,2167,1519,2008,798,6039,3590,3887,3064,3475,182,25025,5180,452,363,2847,2273,76,198,8,2119,2,1904,225,977,172,528,541,325,399,236,974,22,1073.949674,7,2246,1421,994,426,882,58,301,805,819,438,1522,1465,1470,728,1708,241,141,6,5,21760,22970,1162.8,1631
2020-08-29 00:00:00,688,1619,460,286,195,202,8570,5184,3918,5789,2535,6488,6090,2103,1554,1921,826,5185,3298,3472,2346,2864,79,11395,5680,469,287,2481,2269,74,172,6,2200,2,1628,228,888,179,502,407,285,400,244,920,24,1,7,2076,1335,897,436,944,60,240,537,837,284,1461,1054,986,696,1684,248,144,8,3,26650,26080,1229.6,1644
2020-08-30 00:00:00,691,1620,502,292,85,184,8600,5468,3885,5448,2601,6622,6490,1990,1192,1927,828,5145,3493,3429,2372,3937,80,11900,5660,633,277,2703,2267,75,218,16,2172,1,1515,236,824,185,508,477,290,475,244,754,23,1,6,2100,1351,917,453,938,58,250,518,829,377,1456,1082,1019,700,1695,246,143,8,4,26640,26790,1252,1637
2020-08-31 00:00:00,691,1616,708,290,96,208,8580,5487,3878,4614,2719,6890,6300,2306,504,1901,825,5640,3563,3618,2685,4408,230,13215,6240,633,306,2516,2269,75,220,12,1867,1,1688,235,963,208,515,548,320,308,244,653,22,1073.949674,6,2156,1349,945,450,912,59,253,723,704,446,1460,1142,1043,692,1676,248,143,7,3,26480,26630,1325.6,1650
2020-09-01 00:00:00,681,1691,1303,294,205,221,9080,6610,4562,5202,3024,8134,7830,2502,425,2212,840,6565,3713,4307,3698,4844,224,22795,5940,634,391,2750,2418,88,266,6,2228,2,2101,243,1126,217,577,633,360,522,245,1004,23,1,167,2369,1452,1104,458,1023,62,264,1157,889,472,1856,1451,1351,782,1753,249,147,18,4,26540,26580,1337.2,3565
