Date,IVM2 Bosch Machine,DC8 C Block Basement,DC97 C Block Canteen,DC684 Topicals,DC247 CT Liquid Inh,Archive Store,C Block T15 DC124,C Block T5 DC22A,C Block T6 DC22B,C Block T16 DC150,E Block,Incoming Supply TX1 Hourly,H Block T2 DC43B,J Block T11 DC62,DC60 Stiefel,Cool Twr T17 DC156,K Block T10 DC70D,K Block T12 DC86,K Block T7 DC70A,K Block T8 DC70B,K Block T9 DC70C,L Block T13,M Block,Site Incomer,L Block Steam,IVM1 DC146,DC155 Basement,DC141 Basement,IVM2 DC940,Manor House DC761,Indigo Chiller 1,Indigo Chiller 2,43-24 Comp 3 H Blk Hourly,Air Compressor 2,Air Compressor 1,DC27-32 SSC Elec,DC3 SPS Packing Elec,O Block Elec Meter,LDT DC2 Elec,43-21 DC69 Workshop Hourly,43-27 DC29 D Blk Base Hourly,DC1 Basement,DC279 Liq Inh HVAC,DC14 Liquid Inh,43-19 Chiller 4 Sec A Hourly,43-17 Chiller 4 Sec B Hourly,43-20 Chiller 5 Sec A Hourly,IVM1 DC145,DC139 Hourly ElecUse,DC10 Elec Hour Usag,DC818 Elec Hour Usag,DC240 Electric Meter,DC819 Elec Hour Usag,DC565 Elec Meter,Chiller 1 Hourly Use,Chiller 2 Hourly Use,Chiller 3 Hourly Use,43-3 CHW PwrPact Hourly,43-5 Indigo Chiller 1 Hourly,43-28 Chiller 2,DC140 Hourly ElecUse,DC147 WFI,PurWatDistSkid Elec,PurWatGenSkid Elec,K2A Glatt Ref 2 Elec,K2A Glatt Ref 1 Elec,CHP No1 kWHr Meter,CHP No2 kWHr Meter,Power Island Parasitic Meter,LV Swbrd Daily Meter
2016-11-09 00:00:00,25,62,29,20,376.2587644,12,450,268,246,312,93,265,293,165,1727.760113,81,28,275,3413.452679,242,153,3560.071044,7,6780,4229.118151,29,25,127,122,104.5262126,136.2556539,84.92394504,1703.464471,48,112,14,26,10,8,20,14,21,234.2407598,853.2891628,180.9551675,1073.949674,2,110,49,37,21,42,3,30,2,18,10,59,41,36,31,1663.525424,9,5,31.51743028,1,1040,960,50,67
2016-11-10 00:00:00,125,275,119,64,376.2587644,54,1120,851,673,894,512,843,935,563,1727.760113,244,107,911,3413.452679,824,556,3560.071044,43,18980,4229.118151,111,113,531,459,104.5262126,136.2556539,84.92394504,1703.464471,202,407,43,100,44,46,71,61,57,234.2407598,853.2891628,1,1073.949674,2,337,229,145,70,167,11,146,2,67,25,190,140,130,119,1663.525424,39,32,2,1,3170,3330,154.6,260
2016-11-11 00:00:00,88,210,92,66,376.2587644,35,1100,788,573,839,337,849,855,397,1727.760113,205,80,660,3413.452679,618,379,3560.071044,32,15035,4229.118151,108,83,365,339,104.5262126,136.2556539,84.92394504,1703.464471,203,240,37,72,36,34,73,51,55,234.2407598,853.2891628,1,1073.949674,863.3933333,327,166,108,53,122,9,67,2,56,29,188,143,143,80,1663.525424,28,24,1,1,3040,3200,138.4,191
2016-11-12 00:00:00,99,228,59,38,376.2587644,42,980,616,401,778,383,724,681,292,1727.760113,175,106,748,3413.452679,539,318,3560.071044,23,2925,4229.118151,116,97,428,433,104.5262126,136.2556539,84.92394504,1703.464471,320,204,47,53,36,20,34,26,51,234.2407598,853.2891628,1,1073.949674,863.3933333,437,215,129,72,132,4,39,2,73,35,172,129,119,95,1663.525424,39,27,1,1,3120,3280,135.8,249
2016-11-13 00:00:00,101,147,58,70,376.2587644,44,1490,872,621,1168,395,768,696,385,1727.760113,175,110,723,3413.452679,588,329,3560.071044,17,3225,4229.118151,126,97,454,429,104.5262126,136.2556539,84.92394504,1703.464471,315,204,41,30,34,19,35,22,47,234.2407598,853.2891628,180.9551675,1073.949674,863.3933333,444,220,131,74,141,8,49,1,72,35,174,134,119,92,1663.525424,37,24,31.51743028,1,3140,3290,138.2,246
2016-11-14 00:00:00,86,194,95,84,376.2587644,23,1270,966,694,953,367,1021,978,330,1727.760113,201,107,808,3413.452679,746,426,3560.071044,29,18750,4229.118151,88,88,386,317,104.5262126,136.2556539,84.92394504,1703.464471,310,148,35,79,32,37,77,57,50,234.2407598,853.2891628,1,1073.949674,6,379,175,115,57,111,1,96,2,112,87,210,265,261,89,1663.525424,25,20,24,20.76762336,3100,3280,133.6,191
2016-11-15 00:00:00,73,197,81,72,376.2587644,23,1240,910,672,914,343,933,966,312,1727.760113,184,88,747,3413.452679,689,404,3560.071044,26,20650,4229.118151,77,93,376,325,104.5262126,136.2556539,84.92394504,1703.464471,344,132,39,69,35,33,67,52,53,234.2407598,853.2891628,180.9551675,1073.949674,863.3933333,365,168,111,55,111,8,88,1,96,71,195,229,240,82,1663.525424,25,20,5,20.76762336,2880,2990,135.6,184
2016-11-16 00:00:00,105,238,96,80,376.2587644,43,1180,882,627,886,428,820,874,495,1727.760113,192,110,1012,3413.452679,854,492,3560.071044,37,15950,4229.118151,115,124,510,448,104.5262126,136.2556539,84.92394504,1703.464471,418,174,33,80,36,38,74,48,65,234.2407598,853.2891628,2,1073.949674,863.3933333,442,236,137,64,165,8,115,3,74,50,177,151,149,109,1663.525424,31,26,1,20.76762336,2900,3050,131.4,246
2016-11-17 00:00:00,77,215,108,76,376.2587644,38,1090,943,573,861,379,880,908,443,1727.760113,242,85,768,3413.452679,667,446,3560.071044,38,17910,4229.118151,109,84,374,348,104.5262126,136.2556539,84.92394504,1703.464471,341,149,43,92,51,38,78,62,69,234.2407598,853.2891628,1,1073.949674,863.3933333,339,179,113,50,129,11,57,4,52,23,178,141,119,88,1663.525424,25,17,31.51743028,20.76762336,3150,3200,158.6,193
2016-11-18 00:00:00,101,269,110,62,376.2587644,61,1100,887,535,801,464,850,776,582,1727.760113,240,106,800,141,673,480,3560.071044,43,17450,4229.118151,152,120,543,477,104.5262126,136.2556539,84.92394504,1703.464471,329,197,37,78,69,35,77,60,87,234.2407598,853.2891628,1,1073.949674,1,426,223,146,70,158,11,83,2,71,13,174,120,89,111,1663.525424,35,28,2,3,2680,3320,147.4,243
2016-11-19 00:00:00,75,185,51,54,376.2587644,48,1040,702,424,755,386,735,693,362,1727.760113,199,110,673,373,147,321,3560.071044,17,2625,4229.118151,79,77,345,325,104.5262126,136.2556539,84.92394504,1703.464471,206,152,61,31,63,12,44,33,47,234.2407598,853.2891628,1,1073.949674,1,272,176,95,50,124,6,36,2,53,12,166,92,88,69,1663.525424,37,31,1,2,3260,3400,142.6,160
2016-11-20 00:00:00,107,249,69,56,376.2587644,61,1040,734,437,736,384,748,741,471,1727.760113,200,106,632,416,165,326,3560.071044,24,2475,4229.118151,105,110,455,455,104.5262126,136.2556539,84.92394504,1703.464471,244,202,52,28,58,17,48,37,81,234.2407598,853.2891628,180.9551675,1073.949674,2,391,221,131,74,168,7,45,4,64,9,172,99,95,98,1663.525424,34,28,1,2,3130,3320,149.6,229
2016-11-21 00:00:00,102,282,129,92,376.2587644,63,1070,940,603,831,514,824,1058,602,1727.760113,258,108,869,543,302,491,3560.071044,49,15665,4229.118151,117,128,535,492,104.5262126,136.2556539,84.92394504,1703.464471,451,203,40,100,73,46,90,61,75,234.2407598,853.2891628,4,1073.949674,1,443,244,134,72,180,7,113,1,66,22,189,113,101,113,1663.525424,43,31,2,1,3160,3490,167.8,248
2016-11-22 00:00:00,71,193,112,78,376.2587644,42,1110,902,638,842,425,940,1085,440,1727.760113,253,81,728,404,272,414,3560.071044,37,15825,4229.118151,117,118,417,340,104.5262126,136.2556539,84.92394504,1703.464471,355,149,44,96,54,39,75,62,51,234.2407598,853.2891628,2,1073.949674,863.3933333,334,183,116,49,139,7,107,747.8506462,48,28,192,168,159,98,1663.525424,29,23,1,2,3290,3440,157.8,197
2016-11-23 00:00:00,71,191,118,98,376.2587644,43,1230,1060,768,928,415,923,1103,470,1727.760113,242,110,887,563,323,535,3560.071044,40,28455,4229.118151,107,137,387,353,104.5262126,136.2556539,84.92394504,1703.464471,413,98,39,99,64,33,87,63,57,234.2407598,853.2891628,7,1073.949674,7,329,171,113,61,182,6,151,1,52,33,198,158,157,88,1663.525424,39,28,1,20.76762336,3320,2400,142.4,192
2016-11-24 00:00:00,100,247,118,80,376.2587644,54,1250,1045,733,955,546,933,1048,474,1727.760113,249,110,894,532,301,533,3560.071044,48,17690,4229.118151,157,176,488,480,104.5262126,136.2556539,84.92394504,123,506,10,42,107,70,45,84,68,100,234.2407598,853.2891628,1,1073.949674,863.3933333,447,238,148,78,192,11,92,3,64,34,190,158,145,116,1663.525424,37,27,31.51743028,1,3180,3460,157.4,252
2016-11-25 00:00:00,65,158,73,62,376.2587644,45,1100,752,561,848,299,720,829,454,1727.760113,197,73,529,332,190,318,3560.071044,37,11120,4229.118151,102,99,295,318,104.5262126,136.2556539,84.92394504,167,228,1479.401893,38,66,42,23,61,47,58,234.2407598,853.2891628,1,1073.949674,863.3933333,275,156,98,48,119,9,40,2,42,15,157,101,78,75,1663.525424,24,18,2,1,2820,2970,138.4,166
2016-11-26 00:00:00,97,217,75,48,376.2587644,67,1210,719,544,889,397,777,777,352,1727.760113,221,104,672,371,175,348,3560.071044,22,3925,4229.118151,118,116,400,473,104.5262126,136.2556539,84.92394504,1703.464471,491,1479.401893,53,71,69,18,45,38,67,234.2407598,853.2891628,2,1073.949674,863.3933333,407,232,138,75,165,8,41,3,65,2,171,103,93,97,1663.525424,37,26,2,20.76762336,3310,3470,157,246
2016-11-27 00:00:00,106,224,84,52,376.2587644,45,1170,759,542,858,284,805,794,362,1727.760113,197,115,774,458,221,384,3560.071044,23,5420,4229.118151,119,103,415,439,104.5262126,136.2556539,84.92394504,1703.464471,474,1479.401893,41,55,71,20,40,31,81,234.2407598,853.2891628,1,1073.949674,863.3933333,392,233,157,78,163,16,53,2,85,2,181,128,129,103,1663.525424,34,27,2,20.76762336,3190,3280,142.4,257
2016-11-28 00:00:00,84,190,96,90,376.2587644,43,1230,981,695,939,367,899,1020,478,1727.760113,250,91,831,450,335,471,3560.071044,37,18080,4229.118151,90,84,398,353,104.5262126,136.2556539,84.92394504,148,300,1,40,84,60,31,82,65,71,234.2407598,853.2891628,2,1073.949674,1,331,163,126,53,123,10,83,2,75,1,190,135,136,89,1663.525424,27,17,1,20.76762336,3290,3340,158.2,194
2016-11-29 00:00:00,119,237,108,84,376.2587644,67,1230,987,704,980,455,848,920,732,1727.760113,261,118,959,585,360,611,3560.071044,51,16830,4229.118151,167,113,526,493,104.5262126,136.2556539,84.92394504,150,405,1479.401893,43,91,70,36,83,59,82,234.2407598,853.2891628,1,1073.949674,2,429,176,121,51,125,13,127,3,81,398.7136607,156,119,91,91,1663.525424,37,27,31.51743028,20.76762336,3320,3460,170.4,252
2016-11-30 00:00:00,127,246,118,66,376.2587644,56,1170,976,656,914,497,979,1102,637,1727.760113,280,123,1014,602,399,591,3560.071044,49,18115,4229.118151,170,129,544,464,104.5262126,136.2556539,84.92394504,242,341,1479.401893,44,94,47,41,86,63,80,234.2407598,853.2891628,180.9551675,1073.949674,863.3933333,451,237,161,72,161,8,146,2,108,398.7136607,211,188,181,126,1663.525424,32,28,2,1,3190,3320,155,251
2016-12-01 00:00:00,99,193,105,72,376.2587644,38,1030,976,648,891,436,979,1116,474,1727.760113,274,92,839,454,355,459,3560.071044,38,20300,4229.118151,132,81,404,338,104.5262126,136.2556539,84.92394504,203,288,1479.401893,46,74,35,37,89,62,74,234.2407598,853.2891628,2,1073.949674,8,353,179,119,55,115,5,131,1,92,1,220,191,195,97,1663.525424,25,19,2,3,3310,3450,158.4,210
2016-12-02 00:00:00,111,264,118,112,376.2587644,50,1570,1233,780,1256,504,861,1174,645,1727.760113,267,124,874,549,334,512,3560.071044,47,16405,4229.118151,144,115,554,501,104.5262126,136.2556539,84.92394504,130,511,1479.401893,45,68,52,32,81,58,80,234.2407598,853.2891628,1,1073.949674,221,459,251,147,77,155,9,85,2,100,1,162,118,109,125,1663.525424,41,28,3,2,3420,3560,163,285
2016-12-03 00:00:00,98,243,57,50,376.2587644,55,1140,770,476,870,449,744,955,526,1727.760113,230,116,734,328,209,321,3560.071044,16,2895,4229.118151,97,102,434,456,104.5262126,136.2556539,84.92394504,1703.464471,552,1,50,51,74,15,48,37,56,234.2407598,853.2891628,2,1073.949674,200,313,244,134,77,142,6,43,747.8506462,83,4,143,87,61,101,1663.525424,39,31,31.51743028,20.76762336,3430,3590,152,246
2016-12-04 00:00:00,101,240,60,62,376.2587644,58,1130,826,514,836,436,746,983,523,1727.760113,237,115,731,355,180,330,3560.071044,14,3520,4229.118151,130,114,470,463,104.5262126,136.2556539,84.92394504,1703.464471,541,1479.401893,50,40,69,17,50,32,64,234.2407598,853.2891628,1,1073.949674,207,405,246,136,78,167,8,46,2,63,2,145,92,71,100,1663.525424,37,29,1,2,3430,3590,153.4,243
2016-12-05 00:00:00,90,216,104,86,376.2587644,49,1280,1080,694,970,425,835,1114,503,1727.760113,277,89,793,426,324,457,3560.071044,48,18915,4229.118151,114,109,438,402,104.5262126,136.2556539,84.92394504,170,345,1479.401893,49,70,58,33,85,59,61,234.2407598,853.2891628,1,1073.949674,206,352,189,122,56,130,7,95,2,69,3,156,97,67,94,1663.525424,31,21,31.51743028,20.76762336,3400,3570,165.2,217
2016-12-06 00:00:00,110,281,121,94,376.2587644,65,1340,1088,698,974,532,853,1223,711,1727.760113,296,120,955,563,375,590,3560.071044,52,26985,4229.118151,156,139,564,554,104.5262126,136.2556539,84.92394504,264,344,1479.401893,50,76,68,50,97,62,69,234.2407598,853.2891628,2,1073.949674,192,480,263,159,80,183,12,126,3,90,1,163,95,81,130,1663.525424,43,28,1,4,2580,3590,170.2,288
2016-12-07 00:00:00,132,280,124,84,376.2587644,41,1340,1069,656,957,428,992,1401,615,1727.760113,266,119,987,516,410,521,3560.071044,37,20580,4229.118151,126,131,592,491,104.5262126,136.2556539,84.92394504,261,348,1479.401893,46,74,50,44,94,60,71,234.2407598,853.2891628,2,1073.949674,252,489,261,165,80,184,12,142,1,138,35,207,193,218,132,1663.525424,38,30,4,20.76762336,3590,3550,159,292
2016-12-08 00:00:00,90,209,93,90,376.2587644,25,1300,992,697,997,376,1034,1354,390,1727.760113,246,86,797,379,299,430,3560.071044,28,20795,4229.118151,100,102,433,385,104.5262126,136.2556539,84.92394504,245,271,1479.401893,41,82,42,31,90,56,58,234.2407598,853.2891628,180.9551675,1073.949674,232,402,210,125,61,129,6,102,3,85,61,246,194,228,102,1663.525424,30,23,2,1,3540,3540,150.8,233
2016-12-09 00:00:00,107,264,106,70,376.2587644,39,1250,913,599,967,484,933,1268,583,1727.760113,241,119,922,495,315,523,3560.071044,27,17485,4229.118151,141,121,553,468,104.5262126,136.2556539,84.92394504,207,354,1479.401893,56,73,59,39,82,56,67,234.2407598,853.2891628,3,1073.949674,242,498,267,153,78,184,9,85,1,110,82,185,163,187,120,1663.525424,37,20,14,2,3460,3440,153.8,281
2016-12-10 00:00:00,77,177,45,68,376.2587644,27,1170,723,458,869,335,745,983,514,1727.760113,214,92,820,336,185,296,3560.071044,8,3025,4229.118151,123,95,441,338,104.5262126,136.2556539,84.92394504,1703.464471,397,1479.401893,48,37,52,13,41,31,60,234.2407598,853.2891628,1,1073.949674,206,444,242,112,60,156,7,40,3,80,37,148,103,102,107,1663.525424,39,12,1,20.76762336,3590,3610,152.6,186
2016-12-11 00:00:00,101,228,63,72,376.2587644,48,1100,737,479,876,430,767,950,588,1727.760113,211,104,842,413,265,350,3560.071044,13,4230,4229.118151,123,104,465,439,104.5262126,136.2556539,84.92394504,1703.464471,499,1479.401893,40,35,54,19,36,30,73,234.2407598,853.2891628,2,1073.949674,221,414,234,136,77,157,6,47,2,78,28,151,109,116,117,1663.525424,36,16,3,2,3460,3440,147.4,265
2016-12-12 00:00:00,104,260,115,82,376.2587644,47,1150,911,657,981,510,834,1219,724,1727.760113,270,122,999,535,367,528,3560.071044,48,18120,4229.118151,128,163,568,504,104.5262126,136.2556539,84.92394504,188,493,1479.401893,48,110,74,52,85,59,83,234.2407598,853.2891628,1,1073.949674,206,479,264,165,77,183,8,66,2,72,48,157,100,104,128,1663.525424,35,31,3,1,3650,3650,165,258
2016-12-13 00:00:00,94,209,100,84,376.2587644,34,1190,966,711,989,418,922,1218,571,1727.760113,237,96,893,427,319,483,3560.071044,35,20395,4229.118151,123,131,455,384,104.5262126,136.2556539,84.92394504,204,349,1479.401893,68,107,56,44,92,59,64,234.2407598,853.2891628,2,1073.949674,211,398,200,130,59,147,6,82,1,63,42,173,128,101,98,1663.525424,31,22,31.51743028,1,3640,3650,159.8,223
2016-12-14 00:00:00,100,217,123,96,376.2587644,34,1280,1169,723,967,421,929,1105,540,1727.760113,228,94,914,429,317,478,3560.071044,26,21015,4229.118151,94,132,462,374,104.5262126,136.2556539,84.92394504,198,323,1479.401893,48,110,47,41,85,52,71,234.2407598,853.2891628,1,1073.949674,230,386,193,130,55,145,11,73,1,64,45,175,138,136,93,1663.525424,27,21,2,1,3620,3460,156.4,217
2016-12-15 00:00:00,120,272,130,96,376.2587644,52,1300,1099,684,952,536,899,1045,700,1727.760113,234,122,1055,546,319,554,3560.071044,42,18405,4229.118151,113,178,577,506,104.5262126,136.2556539,84.92394504,198,478,1479.401893,44,99,65,46,86,59,86,234.2407598,853.2891628,2,1073.949674,199,482,261,172,77,183,12,65,2,56,68,160,113,99,120,1663.525424,34,26,2,20.76762336,3670,3620,161.2,267
2016-12-16 00:00:00,67,122,32,62,376.2587644,23,800,652,402,626,239,315,346,333,1727.760113,76,68,446,261,83,272,3560.071044,17,10485,4229.118151,46,96,303,239,104.5262126,136.2556539,84.92394504,46,269,1479.401893,16,35,36,16,30,22,40,234.2407598,853.2891628,1,1073.949674,82,122,58,38,40,93,6,31,1,10,67,59,46,39,32,1663.525424,21,16,1,2,1330,1320,56,139
2016-12-19 00:00:00,565.4942857,1693.056549,990.384847,508.2613095,376.2587644,257.412285,8680.783929,7510.341071,3870.028266,6258.025595,3022.479943,4075,7986.690181,3178.122979,1727.760113,2128.224023,1119.367896,5810.33039,3413.452679,3128.029955,3414.984585,3560.071044,245.0589604,22044.07435,4229.118151,650.2368923,538.7715517,2949.182342,2322.582429,104.5262126,136.2556539,84.92394504,1258,1034.900754,1479.401893,218,822.3165468,284.3908412,422.030158,489,331,393.2096929,234.2407598,853.2891628,7,1073.949674,1016,2282.837786,1483.072283,948.673528,448.155316,862.1160671,58.73623743,432.769636,747.8506462,619.5332059,398.7136607,777,511,609,665.6177458,1663.525424,232.1005859,146.518266,31.51743028,20.76762336,17310,16160,803.8,1670.44545
2016-12-20 00:00:00,565.4942857,1693.056549,990.384847,508.2613095,376.2587644,257.412285,8680.783929,7510.341071,3870.028266,6258.025595,3022.479943,4126,7986.690181,3178.122979,1727.760113,2128.224023,1119.367896,5810.33039,3413.452679,3128.029955,3414.984585,3560.071044,245.0589604,22044.07435,4229.118151,650.2368923,538.7715517,2949.182342,2322.582429,104.5262126,136.2556539,84.92394504,849,1034.900754,1479.401893,170,822.3165468,284.3908412,422.030158,414,234,393.2096929,234.2407598,853.2891628,7,1073.949674,925,2282.837786,1483.072283,948.673528,448.155316,862.1160671,58.73623743,432.769636,747.8506462,619.5332059,398.7136607,776,476,566,665.6177458,1663.525424,232.1005859,146.518266,31.51743028,20.76762336,17220,17230,739.8,1670.44545
2016-12-22 00:00:00,565.4942857,1693.056549,990.384847,508.2613095,376.2587644,257.412285,8680.783929,7510.341071,3870.028266,6258.025595,3022.479943,1530,7986.690181,3178.122979,1727.760113,2128.224023,1119.367896,5810.33039,3413.452679,3128.029955,3414.984585,3560.071044,245.0589604,22044.07435,4229.118151,650.2368923,538.7715517,2949.182342,2322.582429,104.5262126,136.2556539,84.92394504,252,1034.900754,1479.401893,312.9353948,822.3165468,284.3908412,422.030158,506.077619,86,393.2096929,234.2407598,853.2891628,2,1073.949674,863.3933333,2282.837786,1483.072283,948.673528,448.155316,862.1160671,58.73623743,432.769636,747.8506462,619.5332059,398.7136607,249,1397.162702,210,665.6177458,1663.525424,232.1005859,146.518266,31.51743028,20.76762336,25012.82575,4610,224.6,1670.44545
2016-12-23 00:00:00,565.4942857,1693.056549,990.384847,508.2613095,376.2587644,257.412285,8680.783929,7510.341071,3870.028266,6258.025595,3022.479943,1618,7986.690181,3178.122979,1727.760113,2128.224023,1119.367896,5810.33039,3413.452679,3128.029955,3414.984585,3560.071044,245.0589604,22044.07435,4229.118151,650.2368923,538.7715517,2949.182342,2322.582429,104.5262126,136.2556539,84.92394504,1703.464471,1034.900754,1479.401893,312.9353948,822.3165468,284.3908412,422.030158,506.077619,84,393.2096929,234.2407598,853.2891628,5,1073.949674,863.3933333,2282.837786,1483.072283,948.673528,448.155316,862.1160671,58.73623743,432.769636,747.8506462,619.5332059,398.7136607,365,1397.162702,321,665.6177458,1663.525424,232.1005859,146.518266,31.51743028,20.76762336,25012.82575,6850,314.2,1670.44545
2016-12-24 00:00:00,565.4942857,1693.056549,990.384847,508.2613095,376.2587644,257.412285,8680.783929,7510.341071,3870.028266,6258.025595,3022.479943,1444,7986.690181,3178.122979,1727.760113,2128.224023,1119.367896,5810.33039,3413.452679,3128.029955,3414.984585,3560.071044,245.0589604,22044.07435,4229.118151,650.2368923,538.7715517,2949.182342,2322.582429,104.5262126,136.2556539,84.92394504,1703.464471,1034.900754,1479.401893,312.9353948,822.3165468,284.3908412,422.030158,506.077619,41,393.2096929,234.2407598,853.2891628,2,1073.949674,863.3933333,2282.837786,1483.072283,948.673528,448.155316,862.1160671,58.73623743,432.769636,747.8506462,619.5332059,398.7136607,362,1397.162702,243,665.6177458,1663.525424,232.1005859,146.518266,31.51743028,20.76762336,25012.82575,8000,341.4,1670.44545
2016-12-25 00:00:00,565.4942857,1693.056549,990.384847,508.2613095,376.2587644,257.412285,8680.783929,7510.341071,3870.028266,6258.025595,3022.479943,1688,7986.690181,3178.122979,1727.760113,2128.224023,1119.367896,5810.33039,3413.452679,3128.029955,3414.984585,3560.071044,245.0589604,22044.07435,4229.118151,650.2368923,538.7715517,2949.182342,2322.582429,104.5262126,136.2556539,84.92394504,1703.464471,1034.900754,1479.401893,312.9353948,822.3165468,284.3908412,422.030158,506.077619,41,393.2096929,234.2407598,853.2891628,3,1073.949674,863.3933333,2282.837786,1483.072283,948.673528,448.155316,862.1160671,58.73623743,432.769636,747.8506462,619.5332059,398.7136607,366,1397.162702,324,665.6177458,1663.525424,232.1005859,146.518266,31.51743028,20.76762336,25012.82575,6860,294.6,1670.44545
2016-12-26 00:00:00,565.4942857,1693.056549,990.384847,508.2613095,376.2587644,257.412285,8680.783929,7510.341071,3870.028266,6258.025595,3022.479943,1418,7986.690181,3178.122979,1727.760113,2128.224023,1119.367896,5810.33039,3413.452679,3128.029955,3414.984585,3560.071044,245.0589604,22044.07435,4229.118151,650.2368923,538.7715517,2949.182342,2322.582429,104.5262126,136.2556539,84.92394504,1703.464471,1034.900754,1479.401893,312.9353948,822.3165468,284.3908412,422.030158,506.077619,58,393.2096929,234.2407598,853.2891628,6,1073.949674,863.3933333,2282.837786,1483.072283,948.673528,448.155316,862.1160671,58.73623743,432.769636,747.8506462,619.5332059,398.7136607,361,1397.162702,221,665.6177458,1663.525424,232.1005859,146.518266,31.51743028,20.76762336,25012.82575,6840,287.6,1670.44545
2016-12-27 00:00:00,565.4942857,1693.056549,990.384847,508.2613095,376.2587644,257.412285,8680.783929,7510.341071,3870.028266,6258.025595,3022.479943,1389,7986.690181,3178.122979,1727.760113,2128.224023,1119.367896,5810.33039,3413.452679,3128.029955,3414.984585,3560.071044,245.0589604,22044.07435,4229.118151,650.2368923,538.7715517,2949.182342,2322.582429,104.5262126,136.2556539,84.92394504,1703.464471,1034.900754,1479.401893,312.9353948,822.3165468,284.3908412,422.030158,506.077619,51,393.2096929,234.2407598,853.2891628,5,1073.949674,863.3933333,2282.837786,1483.072283,948.673528,448.155316,862.1160671,58.73623743,432.769636,747.8506462,619.5332059,398.7136607,408,1397.162702,236,665.6177458,1663.525424,232.1005859,146.518266,31.51743028,20.76762336,25012.82575,7690,346.2,1670.44545
2016-12-28 00:00:00,565.4942857,1693.056549,990.384847,508.2613095,376.2587644,257.412285,8680.783929,7510.341071,3870.028266,6258.025595,3022.479943,1568,7986.690181,3178.122979,1727.760113,2128.224023,1119.367896,5810.33039,3413.452679,3128.029955,3414.984585,3560.071044,245.0589604,22044.07435,4229.118151,650.2368923,538.7715517,2949.182342,2322.582429,104.5262126,136.2556539,84.92394504,1703.464471,1034.900754,1479.401893,312.9353948,822.3165468,284.3908412,422.030158,506.077619,56,393.2096929,234.2407598,853.2891628,5,1073.949674,4,2282.837786,1483.072283,948.673528,448.155316,862.1160671,58.73623743,432.769636,747.8506462,619.5332059,398.7136607,327,1397.162702,155,665.6177458,1663.525424,232.1005859,146.518266,31.51743028,20.76762336,25012.82575,6790,298.8,1670.44545
2016-12-29 00:00:00,565.4942857,1693.056549,990.384847,508.2613095,376.2587644,257.412285,8680.783929,7510.341071,3870.028266,6258.025595,3022.479943,1428,7986.690181,3178.122979,1727.760113,2128.224023,1119.367896,5810.33039,3413.452679,3128.029955,3414.984585,3560.071044,245.0589604,22044.07435,4229.118151,650.2368923,538.7715517,2949.182342,2322.582429,104.5262126,136.2556539,84.92394504,1703.464471,1034.900754,1479.401893,312.9353948,822.3165468,284.3908412,422.030158,506.077619,58,393.2096929,234.2407598,853.2891628,3,1073.949674,2,2282.837786,1483.072283,948.673528,448.155316,862.1160671,58.73623743,432.769636,747.8506462,619.5332059,398.7136607,343,1397.162702,180,665.6177458,1663.525424,232.1005859,146.518266,31.51743028,20.76762336,25012.82575,6900,293.8,1670.44545
2016-12-30 00:00:00,565.4942857,1693.056549,990.384847,508.2613095,376.2587644,257.412285,8680.783929,7510.341071,3870.028266,6258.025595,3022.479943,1507,7986.690181,3178.122979,1727.760113,2128.224023,1119.367896,5810.33039,3413.452679,3128.029955,3414.984585,3560.071044,245.0589604,22044.07435,4229.118151,650.2368923,538.7715517,2949.182342,2322.582429,104.5262126,136.2556539,84.92394504,1703.464471,1034.900754,1479.401893,312.9353948,822.3165468,284.3908412,422.030158,506.077619,56,393.2096929,234.2407598,853.2891628,5,1073.949674,863.3933333,2282.837786,1483.072283,948.673528,448.155316,862.1160671,58.73623743,432.769636,747.8506462,619.5332059,398.7136607,434,1397.162702,333,665.6177458,1663.525424,232.1005859,146.518266,31.51743028,20.76762336,25012.82575,8150,347.8,1670.44545
2016-12-31 00:00:00,565.4942857,1693.056549,990.384847,508.2613095,376.2587644,257.412285,8680.783929,7510.341071,3870.028266,6258.025595,3022.479943,1792,7986.690181,3178.122979,1727.760113,2128.224023,1119.367896,5810.33039,3413.452679,3128.029955,3414.984585,3560.071044,245.0589604,22044.07435,4229.118151,650.2368923,538.7715517,2949.182342,2322.582429,104.5262126,136.2556539,84.92394504,1703.464471,1034.900754,1479.401893,312.9353948,822.3165468,284.3908412,422.030158,506.077619,47,393.2096929,234.2407598,853.2891628,5,1073.949674,863.3933333,2282.837786,1483.072283,948.673528,448.155316,862.1160671,58.73623743,432.769636,747.8506462,619.5332059,398.7136607,356,1397.162702,266,665.6177458,1663.525424,232.1005859,146.518266,31.51743028,20.76762336,25012.82575,6700,286.2,1670.44545
