Date,DC8 C Block Basement,DC97 C Block Canteen,C Block T15 DC124,C Block T5 DC22A,C Block T6 DC22B,C Block T16 DC150
2018-01-08 00:00:00,1820,1103,10230,7125,5444,5971
2018-01-09 00:00:00,1803,1151,9415,7153,5930,6632
2018-01-10 00:00:00,1786,1184,9990,7361,5431,6494
2018-01-11 00:00:00,1770,1160,10010,7165,5670,6493
2018-01-12 00:00:00,1728,1127,9190,6788,5253,6307
2018-01-13 00:00:00,1559,483,8770,5210,3427,5358
2018-01-14 00:00:00,1528,485,8850,5290,3366,5283
2018-01-15 00:00:00,1731,1145,9610,7118,5458,6111
2018-01-16 00:00:00,1755,1194,10040,7271,5664,5648
2018-01-17 00:00:00,1809,1198,9950,7450,5832,7095
2018-01-18 00:00:00,1792,1186,9950,7256,5661,7194
2018-01-19 00:00:00,1761,1125,9780,6666,5166,6774
2018-01-20 00:00:00,1580,507,9210,5555,3816,6133
2018-01-21 00:00:00,1604,514,9400,5481,3771,6168
2018-01-22 00:00:00,1770,1243,9560,6983,5145,6787
2018-01-23 00:00:00,1742,1160,9890,7043,4815,6921
2018-01-24 00:00:00,1762,1142,9580,7042,4764,6805
2018-01-25 00:00:00,1754,1070,9570,6952,4852,7093
2018-01-26 00:00:00,1712,1073,9420,6301,4447,6742
2018-01-27 00:00:00,1499,517,8930,5199,3549,6189
2018-01-28 00:00:00,1464,554,8930,5244,3461,6104
2018-01-29 00:00:00,1679,1130,9790,6302,4312,6731
2018-01-30 00:00:00,1702,1169,10120,6573,4420,6726
2018-01-31 00:00:00,1687,1164,9520,6420,4411,6197
2018-02-01 00:00:00,1712,1183,9000,6360,4755,5987
2018-02-02 00:00:00,1612,1086,8830,6300,4107,5847
2018-02-03 00:00:00,1417,425,8640,5421,3506,5779
2018-02-04 00:00:00,1413,398,8350,5295,3434,5928
2018-02-05 00:00:00,1614,1074,8720,6443,4296,6165
2018-02-06 00:00:00,1634,1101,8910,6476,4381,6036
2018-02-07 00:00:00,1588,1088,8930,6038,4245,5994
2018-02-08 00:00:00,1609,1113,8610,6172,4246,6176
2018-02-09 00:00:00,1526,1102,8460,6140,3975,6363
2018-02-10 00:00:00,1382,436,7500,4940,3367,5576
2018-02-11 00:00:00,1328,501,7500,4916,3292,5571
2018-02-12 00:00:00,1577,1060,8480,6277,4330,6138
2018-02-13 00:00:00,1770,1097,8740,6816,4863,6368
2018-02-14 00:00:00,1596,1101,8540,6659,4507,6558
2018-02-15 00:00:00,1495,1109,8640,6708,4208,6622
2018-02-16 00:00:00,1532,1058,8400,6538,4096,6692
2018-02-17 00:00:00,1343,405,7820,5129,3142,6336
2018-02-18 00:00:00,1330,413,7840,5151,3054,6043
2018-02-19 00:00:00,1472,1114,8800,6824,4330,6730
2018-02-20 00:00:00,1480,1167,9420,6962,4359,6992
2018-02-21 00:00:00,1451,1199,9890,6998,4312,7297
2018-02-22 00:00:00,1516,1212,9840,6878,4909,7506
2018-02-23 00:00:00,1580,1153,9960,6934,4494,6926
2018-02-24 00:00:00,1452,490,8710,5359,3293,5960
2018-02-25 00:00:00,1461,533,8670,5272,3253,5974
2018-02-26 00:00:00,1644,1196,9960,7161,4712,7242
2018-02-27 00:00:00,1504,1224,10280,7425,5101,7746
2018-02-28 00:00:00,1699,1222,10450,7376,5108,7550
2018-03-01 00:00:00,1844,1137,9760,7130,5353,7558
2018-03-02 00:00:00,2011,1114,9630,6603,5049,7042
2018-03-03 00:00:00,2052,477,8790,5145,3888,6045
2018-03-04 00:00:00,1849,513,8770,5163,3699,6193
2018-03-05 00:00:00,2267,1192,9480,7452,5478,7440
2018-03-06 00:00:00,2180,1214,9710,7535,5558,7425
2018-03-07 00:00:00,2208,1230,9850,7365,5622,7493
2018-03-08 00:00:00,1992.09,1122,9900,7476,5846,7224
2018-03-09 00:00:00,1704,1167,9430,7216,4772,7181
2018-03-10 00:00:00,1535,533,8620,5675,3548,6318
2018-03-11 00:00:00,1486,548,8470,5766,3302,6504
2018-03-12 00:00:00,1648,1212,9550,7351,4761,7199
2018-03-13 00:00:00,1662,1277,9970,7495,5011,6975
2018-03-14 00:00:00,615,373,3780,2841,1621,2675
2018-03-19 00:00:00,1111,694,5110,4106,3101,3674
2018-03-20 00:00:00,2184,1235,9660,7472,6061,7140
2018-03-21 00:00:00,2035,1233,9750,7609,5988,6939
2018-03-22 00:00:00,2065,1188,9880,7561,5616,7013
2018-03-23 00:00:00,1551,1149,9390,7024,4374,6764
2018-03-24 00:00:00,1429,574,8280,5478,3516,6207
2018-03-25 00:00:00,1369,612,7850,5411,3481,6039
2018-03-26 00:00:00,1619,1240,9050,7199,4877,7204
2018-03-27 00:00:00,1603,1220,9080,7332,4701,7374
2018-03-28 00:00:00,1528,1220,9060,7501,4674,7293
2018-03-29 00:00:00,1596,1196,9110,7352,4523,6791
2018-03-30 00:00:00,1352,169,6770,5035,4032,5552
2018-03-31 00:00:00,1693.056549,990.384847,6450,4967,4169,5789
2018-04-01 00:00:00,1925,341,6450,4982,4030,5812
2018-04-02 00:00:00,698,100,7390,5093,4057,5600
2018-04-03 00:00:00,1169,634,8710,6778,5208,6760
2018-04-04 00:00:00,2122,1169,8500,7106,5397,6939
2018-04-05 00:00:00,1981,1205,7950,7535,5458,7108
2018-04-06 00:00:00,1546,1160,7910,7333,4692,7037
2018-04-07 00:00:00,1448,527,7150,5546,4088,6314
2018-04-08 00:00:00,1460,553,7230,5553,4041,6498
2018-04-09 00:00:00,1574,1165,8320,7117,4811,7311
2018-04-10 00:00:00,1615,1220,8570,7320,4957,7165
2018-04-11 00:00:00,1596,1234,8750,7395,4978,7424
2018-04-12 00:00:00,1588,1252,9200,7681,4975,7408
2018-04-13 00:00:00,1629,1175,8850,7332,4999,7004
2018-04-14 00:00:00,1498,543,8230,5891,3744,6560
2018-04-15 00:00:00,1501,598,8210,5734,3569,6774
2018-04-16 00:00:00,1607,1244,8820,7278,5199,7158
2018-04-17 00:00:00,1603,1258,8770,7549,5108,7106
2018-04-18 00:00:00,1689,1241,8860,7742,4956,7233
2018-04-19 00:00:00,1788,1260,8890,7952,5449,7358
2018-04-20 00:00:00,1562,1196,8590,7375,4396,7190
2018-04-21 00:00:00,1405,568,8060,5628,3367,6272
2018-04-22 00:00:00,1380,584,8030,5453,3238,6352
2018-04-23 00:00:00,1587,1270,8570,7186,4689,7183
2018-04-24 00:00:00,1612,1264,8450,7350,4873,7212
2018-04-25 00:00:00,1625,1279,8750,7367,5100,7154
2018-04-26 00:00:00,1615,1277,8680,7333,4860,7040
2018-04-27 00:00:00,1547,1182,8200,6767,4700,6781
2018-04-28 00:00:00,1461,553,7960,5252,2225,6006
2018-04-29 00:00:00,1440,586,7940,5210,220,5993
2018-04-30 00:00:00,1600,1197,8740,7272,1181,7085
2018-05-01 00:00:00,1588,1229,8760,7599,5270,7140
2018-05-02 00:00:00,1581,1216,8570,7643,5135,7048
2018-05-03 00:00:00,1634,1209,9430,7632,5007,7161
2018-05-04 00:00:00,1542,1089,9060,7191,4357,6756
2018-05-05 00:00:00,1386,269,8360,4892,3395,5982
2018-05-06 00:00:00,1476,273,8460,4880,3473,5935
2018-05-07 00:00:00,1483,296,8510,4972,3483,5948
2018-05-08 00:00:00,1792,1196,9260,7317,5278,7183
2018-05-09 00:00:00,1616,1258,9270,7498,5063,7234
2018-05-10 00:00:00,1598,1228,9140,7481,5297,7367
2018-05-11 00:00:00,1610,1142,8900,7031,4650,6764
2018-05-12 00:00:00,1465,543,8260,5539,3664,5916
2018-05-13 00:00:00,1479,580,8200,5449,3515,5941
2018-05-14 00:00:00,1625,1262,9310,7330,5020,6984
2018-05-15 00:00:00,1649,1188,9480,7311,5120,7067
2018-05-16 00:00:00,1629,1137,9480,7286,5253,7041
2018-05-17 00:00:00,1612,1131,9390,7067,5218,6618
2018-05-18 00:00:00,1587,1086,9000,6788,4762,5527
2018-05-19 00:00:00,1399,485,8090,5502,3456,4251
2018-05-20 00:00:00,1371,534,8140,5700,3270,4335
2018-05-21 00:00:00,1540,1233,9410,7700,4903,5112
2018-05-22 00:00:00,1541,1245,9470,7697,4990,4954
2018-05-23 00:00:00,1540,1239,9350,7417,4503,4783
2018-05-24 00:00:00,1536,1236,9050,7530,4847,4828
2018-05-25 00:00:00,1541,930,8830,6259,4154,4378
2018-05-26 00:00:00,1509,266,8480,4948,3485,4157
2018-05-27 00:00:00,1654,296,8520,5028,3614,4160
2018-05-28 00:00:00,1585,299,8770,5083,3516,4162
2018-05-29 00:00:00,1773,1109,9350,5369,4301,4719
2018-05-30 00:00:00,1743,1200,9140,4738,4384,4640
2018-05-31 00:00:00,1877,1172,9410,5640,4428,4777
2018-06-01 00:00:00,1888,1117,9160,6804,4362,4743
2018-06-02 00:00:00,1745,445,8300,5737,3955,4198
2018-06-03 00:00:00,1696,514,8150,5493,3884,4309
2018-06-04 00:00:00,1880,1161,9110,7130,5278,5134
2018-06-05 00:00:00,1835,1166,9390,7350,5308,5194
2018-06-06 00:00:00,1660,1221,9360,7501,5287,5888
2018-06-07 00:00:00,1756,1196,9550,7447,5309,6635
2018-06-08 00:00:00,1750,1218,9228,7037,4895,6295
2018-06-09 00:00:00,1609,594,8440,5287,3883,5923
2018-06-10 00:00:00,1651,628,8520,5625,3833,6008
2018-06-11 00:00:00,1772,1195,9540,7290,5290,6617
2018-06-12 00:00:00,1813,1193,9700,7104,5227,6202
2018-06-13 00:00:00,1739,1217,9560,7212,5482,7124
2018-06-14 00:00:00,1688,1170,9660,7163,5455,7059
2018-06-15 00:00:00,1536,1121,9560,6964,4584,6740
2018-06-16 00:00:00,1480,595,8510,5630,3575,6239
2018-06-17 00:00:00,1481,609,8540,5783,3507,6065
2018-06-18 00:00:00,1747,1312,9530,7326,4869,7034
2018-06-19 00:00:00,1766,551,9750,3274,4920,3505
2018-06-20 00:00:00,1931,1399,9930,7515,5071,7223
2018-06-21 00:00:00,1616,1281,9660,7279,4606,7182
2018-06-22 00:00:00,1558,1204,9170,6747,4283,6950
2018-06-23 00:00:00,1440,432,8690,5017,3375,6303
2018-06-24 00:00:00,1379,502,8650,5100,3260,6291
2018-06-25 00:00:00,1595,1268,9180,7259,4846,7382
2018-06-26 00:00:00,1604,1259,9110,7326,4931,7150
2018-06-27 00:00:00,1575,1299,9210,7482,5084,7376
2018-06-28 00:00:00,1461,1202,8760,7055,5184,7009
2018-06-29 00:00:00,1575,1229,8750,7094,4794,6668
2018-06-30 00:00:00,1674,553,8540,5473,3931,6337
2018-07-01 00:00:00,1655,613,8530,5592,4008,6485
2018-07-02 00:00:00,1789,1253,9140,7341,5120,7114
2018-07-03 00:00:00,1809,1368,9320,7732,5349,7307
2018-07-04 00:00:00,655,403,3660,2821,1909,2926
2018-07-05 00:00:00,1146,989,5820,4936,3298,4696
2018-07-06 00:00:00,1749,1302,8860,7238,4904,7173
2018-07-07 00:00:00,1623,506,8250,5359,3908,6343
2018-07-08 00:00:00,1694,572,8340,5362,3938,6482
2018-07-09 00:00:00,1814,1317,9100,7219,5229,7476
2018-07-10 00:00:00,1720,1355,9350,7642,5463,7550
2018-07-11 00:00:00,1740,1352,9520,7495,4924,7280
2018-07-12 00:00:00,1794,1307,9760,7557,4962,7489
2018-07-13 00:00:00,1860,1292,9320,7331,4673,6993
2018-07-14 00:00:00,1686,496,8230,5755,3959,6175
2018-07-15 00:00:00,1674,566,8270,5489,4015,6124
2018-07-16 00:00:00,1411,1003,6810,5520,3863,5451
2018-07-17 00:00:00,1777,1293,9600,7572,4980,7373
2018-07-18 00:00:00,1645,1347,9520,7546,4976,7091
2018-07-19 00:00:00,1761,1377,9290,7590,4953,7073
2018-07-20 00:00:00,1619,1224,9130,7323,4634,6940
2018-07-21 00:00:00,1533,518,8280,5536,3887,6054
2018-07-22 00:00:00,1587,676,8390,5954,3759,6202
2018-07-23 00:00:00,1689,1311,9390,7429,4790,7018
2018-07-24 00:00:00,1802,1353,9540,7575,5215,7080
2018-07-25 00:00:00,1636,1360,9570,7474,5252,7071
2018-07-26 00:00:00,1752,1404,9590,7590,5582,6578
2018-07-27 00:00:00,1796,1356,9400,7184,4650,6291
2018-07-28 00:00:00,1716,466,8310,5216,3708,5436
2018-07-29 00:00:00,1669,486,8240,5295,3648,5405
2018-07-30 00:00:00,1874,1235,9170,7254,4959,5974
2018-07-31 00:00:00,1818,1325,9380,7532,5010,6074
2018-08-01 00:00:00,1822,1258,9078,7610,5447,6163
2018-08-02 00:00:00,1897,1372,9840,7884,5280,6190
2018-08-03 00:00:00,1872,1248,9230,7378,4869,5970
2018-08-04 00:00:00,1627,452,7350,4467,3224,4724
2018-08-05 00:00:00,1668,518,8390,5042,3627,5413
2018-08-06 00:00:00,1796,1260,9420,7169,4951,6013
2018-08-07 00:00:00,1817,1291,9340,7382,5120,6168
2018-08-08 00:00:00,1740,1288,9210,7339,4961,6125
2018-08-09 00:00:00,1685,1283,9420,7199,4728,6133
2018-08-10 00:00:00,1518,1190,9180,6693,4264,6007
2018-08-11 00:00:00,1376,445,8460,5178,3325,5803
2018-08-12 00:00:00,1689,509,8117,5476,3626,5834
2018-08-13 00:00:00,1896,1291,9410,7476,5172,6218
2018-08-14 00:00:00,1885,1300,9540,7605,5394,6317
2018-08-15 00:00:00,1916,1329,9540,7856,5138,6354
2018-08-16 00:00:00,1791,1170,8970,7178,5127,6587
2018-08-17 00:00:00,1758,1185,8800,7068,4907,6720
2018-08-18 00:00:00,1586,351,8250,5217,3938,5762
2018-08-19 00:00:00,1675,511,8310,5599,4036,5814
2018-08-20 00:00:00,1821,1252,8900,7344,5431,7061
2018-08-21 00:00:00,1882,1266,9290,7621,5299,7254
2018-08-22 00:00:00,1822,1251,9200,7753,5065,7106
2018-08-23 00:00:00,1785,1231,9390,7403,4736,6833
2018-08-24 00:00:00,1586,1092,8800,6740,4368,6384
2018-08-25 00:00:00,1393,308,8250,5074,3534,5208
2018-08-26 00:00:00,1403,312,8210,5079,3519,5248
2018-08-27 00:00:00,1605,392,8190,5232,3738,6085
2018-08-28 00:00:00,1777,1196,9100,7250,5045,6744
2018-08-29 00:00:00,1441,1149,8930,7431,5110,6733
2018-08-30 00:00:00,1693.056549,990.384847,9000,7319,4720,6570
2018-08-31 00:00:00,1693.056549,990.384847,8790,6881,4547,6270
2018-09-01 00:00:00,1693.056549,990.384847,8200,5030,3650,5509
2018-09-02 00:00:00,1693.056549,990.384847,8270,5223,3663,5451
2018-09-03 00:00:00,565,284,8830,7166,4822,6462
2018-09-04 00:00:00,1782,1252,8850,7500,4977,6561
2018-09-05 00:00:00,1625,1284,8960,7439,4758,6486
2018-09-06 00:00:00,1572,1287,8920,7411,4694,6367
2018-09-07 00:00:00,1538,1242,8700,7157,4335,6125
2018-09-08 00:00:00,1359,427,8170,5794,3286,5455
2018-09-09 00:00:00,1499,490,8210,6002,3379,5597
2018-09-10 00:00:00,1551,1229,9260,7413,4531,6257
2018-09-11 00:00:00,1585,1279,9470,7615,4886,6479
2018-09-12 00:00:00,1590,1319,9640,7632,5040,6424
2018-09-13 00:00:00,1572,1314,9520,7499,5072,6461
2018-09-14 00:00:00,1571,1244,9100,7088,4651,6286
2018-09-15 00:00:00,1383,454,8360,5316,3445,5535
2018-09-16 00:00:00,1545,528,8330,5549,3378,5618
2018-09-17 00:00:00,1780,1246,9110,7357,4841,6489
2018-09-18 00:00:00,1864,1321,9038,7252,5041,6576
2018-09-19 00:00:00,1731,1290,9740,7216,5301,6596
2018-09-20 00:00:00,1644,1272,9630,7388,5199,6569
2018-09-21 00:00:00,1606,1202,9280,7275,4669,6276
2018-09-22 00:00:00,1437,489,8430,5572,3735,5524
2018-09-23 00:00:00,1439,536,8510,5721,3738,5441
2018-09-24 00:00:00,1608,1242,9520,7317,4761,6403
2018-09-25 00:00:00,1612,1271,9580,7611,4915,6289
2018-09-26 00:00:00,1778,1326,9470,7765,5255,6359
2018-09-27 00:00:00,1878,1312,9760,7640,5224,6431
2018-09-28 00:00:00,1615,1257,9170,7250,4701,6061
2018-09-29 00:00:00,1394,429,8450,5615,3800,5380
2018-09-30 00:00:00,1406,484,8240,5618,3371,5336
2018-10-01 00:00:00,1637,1210,9460,7315,4534,6076
2018-10-02 00:00:00,1631,1246,9490,7423,4802,6039
2018-10-03 00:00:00,1719,1350,9450,7564,4835,6268
2018-10-04 00:00:00,1960,1408,9510,7561,5078,6390
2018-10-05 00:00:00,1827,1305,9100,7132,4621,6026
2018-10-06 00:00:00,480,133,2710,1617,1110,1744
2018-10-09 00:00:00,900,701,4140,3843,2165,3105
2018-10-10 00:00:00,1602,1255,8670,6880,4248,5945
2018-10-11 00:00:00,1953,1401,9680,7648,5006,6448
2018-10-12 00:00:00,1888,1382,8980,7353,4660,6172
2018-10-13 00:00:00,1691,512,8100,5778,4045,5488
2018-10-14 00:00:00,1645,501,8100,5718,3899,5394
2018-10-15 00:00:00,1709,1308,9120,7233,4846,6166
2018-10-16 00:00:00,1819,1331,9310,7546,5241,6304
2018-10-17 00:00:00,1814,1357,9460,7654,5098,6273
2018-10-18 00:00:00,1701,1291,9230,7509,5121,6402
2018-10-19 00:00:00,1653,1207,9090,7155,4721,6157
2018-10-20 00:00:00,1430,323,8090,5451,3411,5573
2018-10-21 00:00:00,1561,343,8010,5553,3579,5532
2018-10-22 00:00:00,1699,1189,8390,7192,4979,6625
2018-10-23 00:00:00,1465,988,7180,6267,4368,6010
2018-10-24 00:00:00,1642,1360,8360,7575,4925,7007
2018-10-25 00:00:00,1659,1260,7570,7482,4918,6993
2018-10-26 00:00:00,1658,1080,7340,6875,4710,6660
2018-10-27 00:00:00,1540,396,6830,4977,3859,5675
2018-10-28 00:00:00,1546,451,6960,5132,3843,5793
2018-10-29 00:00:00,1727,1159,7580,7121,4945,6782
2018-10-30 00:00:00,1804,1335,7840,7355,4847,6639
2018-10-31 00:00:00,1808,1382,7890,7380,5169,7078
2018-11-01 00:00:00,1778,1376,8020,7632,4936,7067
2018-11-02 00:00:00,1694,1361,8180,7257,4408,6764
2018-11-03 00:00:00,1541,621,7760,5892,3444,5958
2018-11-04 00:00:00,1556,653,8030,5876,3352,6137
2018-11-05 00:00:00,1730,1311,9010,7362,4508,6905
2018-11-06 00:00:00,1687,1335,9000,7525,4594,6829
2018-11-07 00:00:00,1696,1385,8590,7727,4643,6810
2018-11-08 00:00:00,1719,1290,9160,7577,4547,6922
2018-11-09 00:00:00,1701,1280,8860,7131,4216,6633
2018-11-10 00:00:00,1516,569,8370,5455,3443,5931
2018-11-11 00:00:00,1535,645,8390,5543,3495,6006
2018-11-12 00:00:00,1703,1268,9160,7276,4516,6659
2018-11-13 00:00:00,1713,1316,9420,7620,4580,6736
2018-11-14 00:00:00,1671,1384,9350,7710,4676,6818
2018-11-15 00:00:00,1662,1405,9700,7617,4832,6810
2018-11-16 00:00:00,1611,1335,9260,7144,4405,6469
2018-11-17 00:00:00,1450,570,8420,5688,3564,5917
2018-11-18 00:00:00,1471,659,8388,5493,3498,5949
2018-11-19 00:00:00,1673,1294,9610,7232,4386,6722
2018-11-20 00:00:00,1711,1273,9660,7489,4728,6718
2018-11-21 00:00:00,1691,1333,9524,7443,5036,6703
2018-11-22 00:00:00,1698,1298,9610,7348,5015,6847
2018-11-23 00:00:00,1657,1260,9410,7120,4631,6008
2018-11-24 00:00:00,1506,617,8570,5758,3680,5506
2018-11-25 00:00:00,1519,623,8790,5846,3579,5455
2018-11-26 00:00:00,1711,1278,9650,7477,4441,6152
2018-11-27 00:00:00,1723,1349,9580,7788,4791,6206
2018-11-28 00:00:00,1695,1384,9760,7809,4801,6184
2018-11-29 00:00:00,1711,1395,9440,7799,4750,6260
2018-11-30 00:00:00,1644,1385,8830,7489,4274,5817
2018-12-01 00:00:00,1487,557,8240,5772,3379,5270
2018-12-02 00:00:00,1495,609,8320,5608,3413,5397
2018-12-03 00:00:00,1702,1276,9010,7409,4540,5498
2018-12-04 00:00:00,1695,1307,9410,7549,4843,4636
2018-12-05 00:00:00,1745,1686,9530,7916,5344,4500
2018-12-06 00:00:00,1732,1396,9670,7633,4946,5448
2018-12-07 00:00:00,1722,1322,9190,7234,4759,6449
2018-12-08 00:00:00,1507,551,8430,5588,3817,6053
2018-12-09 00:00:00,1508,699,8380,5663,3846,6074
2018-12-10 00:00:00,1774,1311,9400,7281,4736,6113
2018-12-11 00:00:00,1778,1318,9530,7152,4833,5970
2018-12-12 00:00:00,1774,1359,9400,7501,4903,5990
2018-12-13 00:00:00,1739,1287,9400,7454,4999,6066
2018-12-14 00:00:00,1670,1245,9540,7150,4315,5818
2018-12-15 00:00:00,1577,573,8810,5572,3801,5240
2018-12-16 00:00:00,1575,629,8490,5692,3669,5221
2018-12-17 00:00:00,1712,1290,9230,7333,4606,6007
2018-12-18 00:00:00,1698,1356,9220,7784,4563,5982
2018-12-19 00:00:00,1702,1384,9230,7704,4633,6040
2018-12-20 00:00:00,1713,1310,9150,7493,4337,5952
2018-12-21 00:00:00,1586,1019,7800,6021,3586,5180
2018-12-22 00:00:00,1471,375,7360,5010,3290,4898
2018-12-23 00:00:00,1477,380,7440,4895,3178,4900
2018-12-24 00:00:00,1508,417,7670,4878,3015,4925
2018-12-25 00:00:00,1504,417,7550,4906,3020,4915
2018-12-26 00:00:00,1494,418,7300,4985,2990,4886
2018-12-27 00:00:00,1489,424,7250,4940,2999,4883
2018-12-28 00:00:00,587,157,2900,1942,1195,1933
2018-12-29 00:00:00,600,152,2870,1945,1211,1933
2018-12-30 00:00:00,1479,375,7170,4913,3008,4822
2018-12-31 00:00:00,1498,422,7180,4936,3038,4830
2019-01-01 00:00:00,1508,431,7350,4869,3049,4830
2019-01-02 00:00:00,1698,1257,8760,6606,4055,5588
2019-01-03 00:00:00,1786,1267,9280,7270,4680,6172
2019-01-04 00:00:00,1730,1343,9030,6965,4326,5862
2019-01-05 00:00:00,1561,588,8510,5689,3360,5354
2019-01-06 00:00:00,1560,652,8260,6040,3322,5258
2019-01-07 00:00:00,1718,1305,8950,7598,4577,6362
2019-01-08 00:00:00,1769,1341,9470,7653,4549,6045
2019-01-09 00:00:00,1802,1349,9880,7714,4855,5874
2019-01-10 00:00:00,1767,1326,9390,7722,5007,6663
2019-01-11 00:00:00,1710,1333,8980,7245,4912,6424
2019-01-12 00:00:00,1548,597,8210,5615,3836,5713
2019-01-13 00:00:00,1565,657,8220,5878,3877,5737
2019-01-14 00:00:00,1733,1312,9410,7343,4818,6636
2019-01-15 00:00:00,1739,1348,9290,7512,4927,6706
2019-01-16 00:00:00,1751,1384,9540,7576,5145,6866
2019-01-17 00:00:00,1770,1301,9960,7368,5228,6860
2019-01-18 00:00:00,1755,1210,9630,6918,4734,6702
2019-01-19 00:00:00,1595,611,8880,5663,3694,5880
2019-01-20 00:00:00,1580,696,8740,5825,3611,5939
2019-01-21 00:00:00,1758,1373,9640,7401,4757,6804
2019-01-22 00:00:00,1763,1306,9650,7398,4771,6713
2019-01-23 00:00:00,1776,1327,10030,7410,4906,6903
2019-01-24 00:00:00,1700,1212,9560,7025,4528,6450
2019-01-25 00:00:00,1754,1282,9290,7170,4332,6418
2019-01-26 00:00:00,1593,607,8070,5869,3629,5767
2019-01-27 00:00:00,1629,678,8370,5698,3756,5696
2019-01-28 00:00:00,1783,1338,9470,7219,4947,6859
2019-01-29 00:00:00,1799,1365,9580,7320,4971,6860
2019-01-30 00:00:00,1302,1125,6530,5112,3117,4575
2019-01-31 00:00:00,961,705,5000,4021,2545,3642
2019-02-01 00:00:00,1724,1249,9260,7086,4216,6490
2019-02-02 00:00:00,1580,586,8710,5556,3598,5875
2019-02-03 00:00:00,1608,665,8750,5557,3645,5950
2019-02-04 00:00:00,1770,1326,9220,7462,4475,6409
2019-02-05 00:00:00,1790,1267,9590,7539,5041,6380
2019-02-06 00:00:00,1797,1330,9400,7727,5129,6171
2019-02-07 00:00:00,1771,1237,9320,7557,4867,6361
2019-02-08 00:00:00,1748,1312,8950,7287,4483,6238
2019-02-09 00:00:00,1625,577,8230,5790,3678,5781
2019-02-10 00:00:00,1592,735,8180,5760,3615,5745
2019-02-11 00:00:00,1533,1317,8910,7439,4506,6685
2019-02-12 00:00:00,1415,1287,9290,7771,4783,6917
2019-02-13 00:00:00,1524,1360,8720,7626,4651,6829
2019-02-14 00:00:00,1406,1328,8430,7684,4535,6834
2019-02-15 00:00:00,1361,1284,8490,7290,4169,6680
2019-02-16 00:00:00,1397,589,8030,5952,3547,5772
2019-02-17 00:00:00,1553,672,8030,5698,3673,5786
2019-02-18 00:00:00,1702,1268,8820,7513,5251,6709
2019-02-19 00:00:00,1772,1280,8980,7606,4905,6776
2019-02-20 00:00:00,1686,1399,9210,7772,5091,6979
2019-02-21 00:00:00,1683,1326,8970,7776,4956,7147
2019-02-22 00:00:00,1680,1164,8690,7240,4462,6636
2019-02-23 00:00:00,1511,456,7990,5477,3556,5999
2019-02-24 00:00:00,1511,494,7970,5584,3642,5952
2019-02-25 00:00:00,1712,948,8770,7060,4790,6863
2019-02-26 00:00:00,1617,1165,8690,7463,4748,6900
2019-02-27 00:00:00,1568,1268,9150,7684,4659,6864
2019-02-28 00:00:00,1689,1183,9460,7523,4785,6893
2019-03-01 00:00:00,1609,1021,8430,6726,4335,6403
2019-03-02 00:00:00,1480,418,8190,5412,3523,6198
2019-03-03 00:00:00,1526,518,8170,5652,3840,6187
2019-03-04 00:00:00,1698,1173,9220,7363,5170,6889
2019-03-05 00:00:00,1726,1168,9220,7422,5507,6997
2019-03-06 00:00:00,1699,1255,8930,7639,5090,6982
2019-03-07 00:00:00,1698,1169,8830,7637,4920,6926
2019-03-08 00:00:00,1604,1018,8340,6701,4444,6490
2019-03-09 00:00:00,1514,426,8090,5519,3863,6110
2019-03-10 00:00:00,1543,531,8270,5567,3856,6130
2019-03-11 00:00:00,1738,1252,8790,7363,4936,6919
2019-03-12 00:00:00,1795,1270,8210,7573,4960,6926
2019-03-13 00:00:00,1798,1300,8210,7687,4947,6869
2019-03-14 00:00:00,1778,1179,8540,7496,5173,6944
2019-03-15 00:00:00,1714,1168,8650,7200,4644,6551
2019-03-16 00:00:00,1584,414,8220,5722,3691,5659
2019-03-17 00:00:00,1597,528,8200,5565,3784,5935
2019-03-18 00:00:00,1764,1223,8960,7604,4880,6690
2019-03-19 00:00:00,1806,1275,8910,7593,4969,6796
2019-03-20 00:00:00,1748,1280,9000,7526,4934,6834
2019-03-21 00:00:00,1676,1247,9000,7569,4831,6834
2019-03-22 00:00:00,1623,1168,8860,7075,4491,6500
2019-03-23 00:00:00,1489,437,8280,5209,3561,6024
2019-03-24 00:00:00,1537,512,8290,5398,3522,5947
2019-03-25 00:00:00,1714,1222,9450,7344,4755,6722
2019-03-26 00:00:00,1719,1257,9510,7510,4994,6821
2019-03-27 00:00:00,1364,878,7470,5866,4054,5470
2019-03-28 00:00:00,1766,1255,9280,7591,5278,6971
2019-03-29 00:00:00,1693,1196,9040,7214,4671,6720
2019-03-30 00:00:00,1549,322,8450,5622,3584,6160
2019-03-31 00:00:00,1481,353,8060,5139,3473,5970
2019-04-01 00:00:00,1711,1221,9190,7445,4653,6828
2019-04-02 00:00:00,1723,1203,9490,7461,4903,6804
2019-04-03 00:00:00,1757,1298,9670,7611,4891,6927
2019-04-04 00:00:00,1758,1223,9480,10020,2265,6864
2019-04-05 00:00:00,1680,1163,9000,11664,3870.028266,6527
2019-04-06 00:00:00,1541,307,8490,9608,3870.028266,5920
2019-04-07 00:00:00,1536,339,8510,9213,375,5818
2019-04-08 00:00:00,1711,1209,9310,12219,3870.028266,6816
2019-04-09 00:00:00,1731,1160,9450,12673,3870.028266,7047
2019-04-10 00:00:00,1738,1357,9390,12923,3870.028266,6942
2019-04-11 00:00:00,1698,1226,9740,12843,3870.028266,7120
