Date,CHP No1 Gas Meter,CHP No2 Gas Meter
2020-10-09 00:00:00,6252,5914
2020-10-10 00:00:00,6232,5906
2020-10-11 00:00:00,6176,6006
2020-10-12 00:00:00,6222,6028
2020-10-13 00:00:00,6218,5786
2020-10-14 00:00:00,6188,5844
2020-10-15 00:00:00,6116,5956
2020-10-16 00:00:00,6110,5964
2020-10-17 00:00:00,6090,5978
2020-10-18 00:00:00,6084,5964
2020-10-19 00:00:00,6066,6072
2020-10-20 00:00:00,6078,6180
2020-10-21 00:00:00,5428,6206
2020-10-22 00:00:00,4008,5646
2020-10-23 00:00:00,6045.716901,6304
2020-10-24 00:00:00,6045.716901,6112
2020-10-25 00:00:00,6045.716901,6164
2020-10-26 00:00:00,6045.716901,5962
2020-10-27 00:00:00,6045.716901,6570
2020-10-28 00:00:00,6045.716901,6308
2020-10-29 00:00:00,6045.716901,6060
2020-10-30 00:00:00,6045.716901,5978
2020-10-31 00:00:00,6045.716901,6188
2020-11-01 00:00:00,6045.716901,6082
2020-11-02 00:00:00,6045.716901,6198
2020-11-03 00:00:00,6045.716901,5690
2020-11-04 00:00:00,6045.716901,5776
2020-11-05 00:00:00,6045.716901,5612
2020-11-06 00:00:00,6045.716901,5608
2020-11-07 00:00:00,6045.716901,5972
2020-11-08 00:00:00,6045.716901,6020
2020-11-09 00:00:00,2292,6148
2020-11-10 00:00:00,6062,5570
2020-11-11 00:00:00,6080,6212
2020-11-12 00:00:00,5084,5192
2020-11-13 00:00:00,6116,6118
2020-11-14 00:00:00,6100,6224
2020-11-15 00:00:00,6140,6178
2020-11-16 00:00:00,6132,6212
2020-11-17 00:00:00,6080,6192
2020-11-18 00:00:00,6150,6224
2020-11-19 00:00:00,6138,6090
2020-11-20 00:00:00,6110,6076
2020-11-21 00:00:00,6122,6084
2020-11-22 00:00:00,5334,5826
2020-11-23 00:00:00,6180,6138
2020-11-24 00:00:00,6158,6244
2020-11-25 00:00:00,6174,4326
2020-11-26 00:00:00,5076,6284
2020-11-27 00:00:00,6260,6164
2020-11-28 00:00:00,6164,6076
2020-11-29 00:00:00,6172,6106
2020-11-30 00:00:00,6196,6148
2020-12-01 00:00:00,5994,5692
2020-12-02 00:00:00,6310,6234
2020-12-03 00:00:00,6376,6372
2020-12-04 00:00:00,6166,6184
2020-12-05 00:00:00,6366,6352
2020-12-06 00:00:00,6338,6328
2020-12-07 00:00:00,5966,5946
2020-12-08 00:00:00,6234,6236
2020-12-09 00:00:00,6208,6220
2020-12-10 00:00:00,4412,5922
2020-12-11 00:00:00,6296,6266
2020-12-12 00:00:00,6296,6224
2020-12-13 00:00:00,6300,5944
2020-12-14 00:00:00,6282,6190
2020-12-15 00:00:00,6272,6184
2020-12-16 00:00:00,6080,6232
2020-12-17 00:00:00,6200,6204
2020-12-18 00:00:00,6230,6144
2020-12-19 00:00:00,6150,6080
2020-12-20 00:00:00,5444,5864
2020-12-21 00:00:00,6098,6072
2020-12-22 00:00:00,6102,6230
2020-12-23 00:00:00,6064,5880
2020-12-24 00:00:00,5684,5096
2020-12-25 00:00:00,5912,5980
2020-12-26 00:00:00,6024,6142
2020-12-27 00:00:00,6062,6272
2020-12-28 00:00:00,6058,6210
2020-12-29 00:00:00,6020,6172
2020-12-30 00:00:00,4972,6068
2020-12-31 00:00:00,5540,6256
2021-01-01 00:00:00,5820,6212
2021-01-02 00:00:00,5804,6188
2021-01-03 00:00:00,5780,6050
2021-01-04 00:00:00,5772,6136
2021-01-05 00:00:00,5786,6146
2021-01-06 00:00:00,5802,6100
2021-01-07 00:00:00,3240,5698
2021-01-08 00:00:00,3652,6178
2021-01-09 00:00:00,5762,6130
2021-01-10 00:00:00,5830,6148
2021-01-11 00:00:00,6272,6148
2021-01-12 00:00:00,6234,6158
2021-01-13 00:00:00,6232,6176
2021-01-14 00:00:00,5752,6158
2021-01-15 00:00:00,5410,6040
2021-01-16 00:00:00,5894,6120
2021-01-17 00:00:00,5616,5864
2021-01-18 00:00:00,5906,6138
2021-01-19 00:00:00,5898,6170
2021-01-20 00:00:00,5926,6200
2021-01-21 00:00:00,5956,6244
2021-01-22 00:00:00,6028,6200
2021-01-23 00:00:00,5720,5140
2021-01-24 00:00:00,5470,6198
2021-01-25 00:00:00,5978,6194
2021-01-26 00:00:00,4206,4078
2021-01-27 00:00:00,3460,3636
2021-01-28 00:00:00,5950,6244
2021-01-29 00:00:00,5934,6286
2021-01-30 00:00:00,5918,6206
2021-01-31 00:00:00,5916,6202
2021-02-01 00:00:00,5436,5718
2021-02-02 00:00:00,5912,6260
2021-02-03 00:00:00,5918,6158
2021-02-04 00:00:00,5884,6230
2021-02-05 00:00:00,5098,5748
2021-02-06 00:00:00,5868,6188
2021-02-07 00:00:00,5878,6128
2021-02-08 00:00:00,5924,6176
2021-02-09 00:00:00,5340,5876
2021-02-10 00:00:00,4580,5628
2021-02-11 00:00:00,5304,5032
2021-02-12 00:00:00,4542,6206
2021-02-13 00:00:00,5798,6180
2021-02-14 00:00:00,6078,6176
2021-02-15 00:00:00,6014,6026
2021-02-16 00:00:00,4516,6160
2021-02-17 00:00:00,5776,5112
2021-02-18 00:00:00,6276,6318
2021-02-19 00:00:00,6276,6136
2021-02-20 00:00:00,6222,6340
2021-02-21 00:00:00,6134,6290
2021-02-22 00:00:00,6078,5944
2021-02-23 00:00:00,6276,5480
2021-02-24 00:00:00,6276,6202
2021-02-25 00:00:00,6232,5996
2021-02-26 00:00:00,6200,5588
2021-02-27 00:00:00,6186,6082
2021-02-28 00:00:00,6156,6024
2021-03-01 00:00:00,6168,5974
2021-03-02 00:00:00,6184,5976
2021-03-03 00:00:00,6232,5972
2021-03-04 00:00:00,6274,6042
2021-03-05 00:00:00,6086,6224
2021-03-06 00:00:00,5880,5952
2021-03-07 00:00:00,6256,6204
2021-03-08 00:00:00,6256,6190
2021-03-09 00:00:00,6304,6236
2021-03-10 00:00:00,6372,6292
2021-03-11 00:00:00,6424,6348
2021-03-12 00:00:00,6246,5916
2021-03-13 00:00:00,6510,6462
2021-03-14 00:00:00,6438,6388
2021-03-15 00:00:00,6402,6356
2021-03-16 00:00:00,6286,6132
2021-03-17 00:00:00,6096,6148
2021-03-18 00:00:00,6252,6164
2021-03-19 00:00:00,6238,5676
2021-03-20 00:00:00,6172,6014
2021-03-21 00:00:00,6244,6246
2021-03-22 00:00:00,6016,5876
2021-03-23 00:00:00,6342,6312
2021-03-24 00:00:00,6318,6364
2021-03-25 00:00:00,5960,6094
2021-03-26 00:00:00,3954,3958
2021-03-29 00:00:00,4002,4046
2021-03-30 00:00:00,6326,6356
2021-03-31 00:00:00,5674,6278
2021-04-01 00:00:00,5876,5228
2021-04-02 00:00:00,5768,5756
2021-04-03 00:00:00,5242,5216
2021-04-04 00:00:00,5540,5496
2021-04-05 00:00:00,5984,6078
2021-04-06 00:00:00,6280,6176
2021-04-07 00:00:00,6242,5982
2021-04-08 00:00:00,6030,5902
2021-04-09 00:00:00,6030,6082
2021-04-10 00:00:00,6192,6278
2021-04-11 00:00:00,6128,6228
2021-04-12 00:00:00,6142,6104
2021-04-13 00:00:00,6134,6046
2021-04-14 00:00:00,6208,6216
2021-04-15 00:00:00,6218,6206
2021-04-16 00:00:00,6306,6096
2021-04-17 00:00:00,6274,6244
2021-04-18 00:00:00,6292,6064
2021-04-19 00:00:00,6336,6222
2021-04-20 00:00:00,4906,6262
2021-04-21 00:00:00,6344,6364
2021-04-22 00:00:00,6174,5704
2021-04-23 00:00:00,6056,6232
2021-04-24 00:00:00,6272,6232
2021-04-25 00:00:00,5706,6200
2021-04-26 00:00:00,6424,6460
2021-04-27 00:00:00,6504,6542
2021-04-28 00:00:00,6364,6304
2021-04-29 00:00:00,6386,6324
2021-04-30 00:00:00,6292,6294
2021-05-01 00:00:00,6432,6440
2021-05-02 00:00:00,6438,6442
2021-05-03 00:00:00,6492,6510
2021-05-04 00:00:00,6628,6632
2021-05-05 00:00:00,6584,6400
2021-05-06 00:00:00,6448,6472
2021-05-07 00:00:00,6092,6000
2021-05-08 00:00:00,6164,6210
2021-05-09 00:00:00,6444,6438
2021-05-10 00:00:00,4984,6490
2021-05-11 00:00:00,6456,6414
2021-05-12 00:00:00,6294,4904
2021-05-13 00:00:00,6292,6354
2021-05-14 00:00:00,6380,6380
2021-05-15 00:00:00,6454,6416
2021-05-16 00:00:00,6478,6456
2021-05-17 00:00:00,6444,6246
2021-05-18 00:00:00,6236,6424
2021-05-19 00:00:00,5222,6176
2021-05-20 00:00:00,6120,6142
2021-05-21 00:00:00,6592,6566
2021-05-22 00:00:00,6518,6446
2021-05-23 00:00:00,6514,6448
2021-05-24 00:00:00,6582,6490
2021-05-25 00:00:00,6734,6630
2021-05-26 00:00:00,6710,6434
2021-05-27 00:00:00,6454,6160
2021-05-28 00:00:00,6548,6368
2021-05-29 00:00:00,6646,6150
2021-05-30 00:00:00,6536,6414
2021-05-31 00:00:00,3778,6444
2021-06-01 00:00:00,2224,6216
2021-06-02 00:00:00,4656,4644
2021-06-03 00:00:00,3698,3714
2021-06-04 00:00:00,4240,4220
2021-06-05 00:00:00,6480,6186
2021-06-06 00:00:00,6484,6026
2021-06-07 00:00:00,6492,6386
2021-06-08 00:00:00,6474,6154
2021-06-09 00:00:00,6490,6354
2021-06-10 00:00:00,6536,6228
2021-06-11 00:00:00,6552,6288
2021-06-12 00:00:00,6480,5994
2021-06-13 00:00:00,6478,5978
2021-06-14 00:00:00,6538,6336
2021-06-15 00:00:00,6508,6314
2021-06-16 00:00:00,6558,6542
2021-06-17 00:00:00,6556,6528
2021-06-18 00:00:00,6482,6468
2021-06-19 00:00:00,6476,6294
2021-06-20 00:00:00,6466,5666
2021-06-21 00:00:00,6424,6320
2021-06-22 00:00:00,6432,6258
2021-06-23 00:00:00,6508,6378
2021-06-24 00:00:00,6586,6448
2021-06-25 00:00:00,6522,6400
2021-06-26 00:00:00,6508,6376
2021-06-27 00:00:00,6448,6402
2021-06-28 00:00:00,6590,6434
2021-06-29 00:00:00,6586,6430
2021-06-30 00:00:00,6540,6318
2021-07-01 00:00:00,6364,6120
2021-07-02 00:00:00,2872,2730
2021-07-03 00:00:00,6045.716901,6081.302839
2021-07-04 00:00:00,6045.716901,6081.302839
2021-07-05 00:00:00,6045.716901,6081.302839
2021-07-06 00:00:00,6045.716901,6081.302839
2021-07-07 00:00:00,6045.716901,6081.302839
2021-07-08 00:00:00,6045.716901,6081.302839
2021-07-09 00:00:00,6045.716901,6081.302839
2021-07-10 00:00:00,6045.716901,6081.302839
2021-07-11 00:00:00,6045.716901,6081.302839
2021-07-12 00:00:00,6045.716901,6081.302839
2021-07-13 00:00:00,6045.716901,6081.302839
2021-07-14 00:00:00,6045.716901,6081.302839
2021-07-15 00:00:00,20,52
2021-07-16 00:00:00,6045.716901,6081.302839
2021-07-17 00:00:00,6045.716901,6081.302839
2021-07-18 00:00:00,6045.716901,6081.302839
2021-07-19 00:00:00,6045.716901,6081.302839
2021-07-20 00:00:00,6045.716901,6081.302839
2021-07-21 00:00:00,6045.716901,6081.302839
2021-07-22 00:00:00,6045.716901,6081.302839
2021-07-23 00:00:00,6045.716901,6081.302839
2021-07-24 00:00:00,6045.716901,6081.302839
2021-07-25 00:00:00,6045.716901,6081.302839
2021-07-26 00:00:00,6045.716901,6081.302839
2021-07-27 00:00:00,6045.716901,50
2021-07-28 00:00:00,6045.716901,6081.302839
2021-07-29 00:00:00,6045.716901,6081.302839
2021-07-30 00:00:00,6045.716901,6081.302839
2021-07-31 00:00:00,6045.716901,6081.302839
2021-08-01 00:00:00,6045.716901,6081.302839
2021-08-02 00:00:00,6045.716901,6081.302839
2021-08-03 00:00:00,6045.716901,6081.302839
2021-08-04 00:00:00,6045.716901,6081.302839
2021-08-05 00:00:00,6045.716901,6081.302839
2021-08-06 00:00:00,6045.716901,6081.302839
2021-08-07 00:00:00,6045.716901,6081.302839
2021-08-08 00:00:00,6045.716901,6081.302839
2021-08-09 00:00:00,6045.716901,6081.302839
2021-08-10 00:00:00,6045.716901,6081.302839
2021-08-11 00:00:00,6045.716901,6081.302839
2021-08-12 00:00:00,6045.716901,6081.302839
2021-08-13 00:00:00,6045.716901,6081.302839
2021-08-14 00:00:00,6045.716901,6081.302839
2021-08-15 00:00:00,6045.716901,6081.302839
2021-08-16 00:00:00,6045.716901,6081.302839
2021-08-17 00:00:00,1906,2926
2021-08-18 00:00:00,6896,6786
2021-08-19 00:00:00,2446,6846
2021-08-20 00:00:00,2186,6940
2021-08-21 00:00:00,2222,7002
2021-08-22 00:00:00,2106,6994
2021-08-23 00:00:00,1926,6626
2021-08-24 00:00:00,25064,6912
2021-08-25 00:00:00,19784,6940
2021-08-26 00:00:00,1518,6896
2021-08-27 00:00:00,1072,6894
2021-08-28 00:00:00,21768,6932
2021-08-29 00:00:00,756,6960
2021-08-30 00:00:00,470,6946
2021-08-31 00:00:00,364,6772
2021-09-01 00:00:00,640,7008
2021-09-02 00:00:00,3334,6872
2021-09-03 00:00:00,6896,7144
2021-09-04 00:00:00,7226,7188
2021-09-05 00:00:00,7196,7144
2021-09-06 00:00:00,6978,6998
2021-09-07 00:00:00,7100,7000
2021-09-08 00:00:00,7052,6946
2021-09-09 00:00:00,6388,6280
2021-09-10 00:00:00,7108,7024
2021-09-11 00:00:00,7174,7164
2021-09-12 00:00:00,7134,7108
2021-09-13 00:00:00,6640,6878
2021-09-14 00:00:00,4688,4664
2021-09-16 00:00:00,604,604
2021-09-20 00:00:00,4192,4180
2021-09-21 00:00:00,7178,7190
2021-09-22 00:00:00,7162,7166
2021-09-23 00:00:00,6996,6734
2021-09-24 00:00:00,7158,7120
2021-09-25 00:00:00,7136,7118
2021-09-26 00:00:00,7150,7142
2021-09-27 00:00:00,7214,7158
2021-09-28 00:00:00,7200,7178
2021-09-29 00:00:00,7188,7176
2021-09-30 00:00:00,7036,7192
2021-10-01 00:00:00,7176,6012
2021-10-02 00:00:00,7152,7160
2021-10-03 00:00:00,7258,7268
2021-10-04 00:00:00,6678,7192
2021-10-05 00:00:00,4952,7132
2021-10-06 00:00:00,6992,6992
2021-10-07 00:00:00,5772,7020
2021-10-08 00:00:00,6956,5676
2021-10-09 00:00:00,6776,7044
2021-10-10 00:00:00,7032,7158
2021-10-11 00:00:00,6948,7080
2021-10-12 00:00:00,7136,7078
2021-10-13 00:00:00,7044,6976
2021-10-14 00:00:00,6752,6984
2021-10-15 00:00:00,7000,6738
2021-10-16 00:00:00,6992,6924
2021-10-17 00:00:00,7028,6958
2021-10-18 00:00:00,7072,7006
2021-10-19 00:00:00,7148,7098
2021-10-20 00:00:00,7140,7072
2021-10-21 00:00:00,7134,7068
2021-10-22 00:00:00,2958,2926
2021-10-28 00:00:00,4502,4440
2021-10-29 00:00:00,4632,7118
2021-10-30 00:00:00,7108,7100
2021-10-31 00:00:00,6798,6822
2021-11-01 00:00:00,7044,7126
2021-11-02 00:00:00,6960,6938
2021-11-03 00:00:00,7150,7106
2021-11-04 00:00:00,6952,5132
2021-11-05 00:00:00,7156,7100
2021-11-06 00:00:00,7062,7064
2021-11-07 00:00:00,7116,7070
2021-11-08 00:00:00,7004,7038
2021-11-09 00:00:00,7018,7078
2021-11-10 00:00:00,6888,6998
2021-11-11 00:00:00,7016,6978
2021-11-12 00:00:00,6834,6966
2021-11-13 00:00:00,6862,6946
2021-11-14 00:00:00,6936,6946
2021-11-15 00:00:00,6952,6586
2021-11-16 00:00:00,6918,7006
2021-11-17 00:00:00,6760,6980
2021-11-18 00:00:00,6824,6952
2021-11-19 00:00:00,6670,6942
2021-11-20 00:00:00,5596,6968
2021-11-21 00:00:00,5140,4866
2021-11-22 00:00:00,4548,5392
2021-11-23 00:00:00,5960,6276
2021-11-24 00:00:00,6688,6918
2021-11-25 00:00:00,6716,6998
2021-11-26 00:00:00,5994,6036
2021-11-27 00:00:00,2798,4728
2021-11-28 00:00:00,6860,6784
2021-11-29 00:00:00,6928,6868
2021-11-30 00:00:00,6850,6908
2021-12-01 00:00:00,6914,6972
2021-12-02 00:00:00,6858,6992
2021-12-03 00:00:00,6594,6552
2021-12-04 00:00:00,6824,6876
2021-12-05 00:00:00,6920,6944
2021-12-06 00:00:00,6890,6926
2021-12-07 00:00:00,6890,6930
2021-12-08 00:00:00,6820,6874
2021-12-09 00:00:00,6740,6658
2021-12-10 00:00:00,6860,6916
2021-12-11 00:00:00,6672,6636
2021-12-12 00:00:00,6548,6508
2021-12-13 00:00:00,6852,6494
2021-12-14 00:00:00,6864,6890
2021-12-15 00:00:00,6796,6812
2021-12-16 00:00:00,6784,6528
2021-12-17 00:00:00,6620,6950
2021-12-18 00:00:00,5458,6950
2021-12-19 00:00:00,6714,6962
2021-12-20 00:00:00,6624,6994
2021-12-21 00:00:00,5320,6934
2021-12-22 00:00:00,7060,6984
2021-12-23 00:00:00,6984,6894
2021-12-24 00:00:00,3450,3396
2022-01-17 00:00:00,2642,2594
2022-01-18 00:00:00,6930,6924
2022-01-19 00:00:00,7058,6876
2022-01-20 00:00:00,4656,4582
2022-01-21 00:00:00,4334,4308
2022-01-22 00:00:00,6850,6806
2022-01-23 00:00:00,6938,3290
2022-01-24 00:00:00,6962,2088
2022-01-25 00:00:00,3772,4036
2022-02-01 00:00:00,3162,3156
2022-02-02 00:00:00,6864,6716
2022-02-03 00:00:00,6564,6566
2022-02-04 00:00:00,6732,6776
2022-02-05 00:00:00,6822,6916
2022-02-06 00:00:00,6434,6918
2022-02-07 00:00:00,1546,2600
2022-02-08 00:00:00,3328,3436
2022-02-09 00:00:00,6688,6890
2022-02-10 00:00:00,6768,6656
2022-02-11 00:00:00,6844,5264
2022-02-12 00:00:00,6660,6904
2022-02-13 00:00:00,6492,6888
2022-02-14 00:00:00,6604,6904
2022-02-15 00:00:00,6604,6898
2022-02-16 00:00:00,6432,6858
2022-02-17 00:00:00,6618,6896
2022-02-18 00:00:00,5542,6918
2022-02-19 00:00:00,6844,6238
2022-02-20 00:00:00,6538,6704
2022-02-21 00:00:00,6230,6712
2022-02-22 00:00:00,6532,6896
2022-02-23 00:00:00,6570,6888
2022-02-24 00:00:00,6806,6890
2022-02-25 00:00:00,6704,6890
2022-02-26 00:00:00,6816,6888
2022-02-27 00:00:00,4924,6904
2022-02-28 00:00:00,6045.716901,6894
2022-03-01 00:00:00,6045.716901,6892
2022-03-02 00:00:00,6045.716901,5436
2022-03-03 00:00:00,6045.716901,3956
2022-03-04 00:00:00,6045.716901,5680
2022-03-05 00:00:00,6045.716901,6940
2022-03-06 00:00:00,6045.716901,6334
2022-03-07 00:00:00,1528,7008
2022-03-08 00:00:00,2724,2668
2022-03-11 00:00:00,4292,4262
2022-03-12 00:00:00,7080,6858
2022-03-13 00:00:00,6930,6880
2022-03-14 00:00:00,7146,6916
2022-03-15 00:00:00,7120,6894
2022-03-16 00:00:00,7144,6920
2022-03-17 00:00:00,626,6372
2022-03-18 00:00:00,6045.716901,6946
2022-03-19 00:00:00,6045.716901,6940
2022-03-20 00:00:00,6045.716901,6980
2022-03-21 00:00:00,6045.716901,6932
2022-03-22 00:00:00,2,6956
2022-03-23 00:00:00,3456,5142
2022-03-24 00:00:00,7152,6850
2022-03-25 00:00:00,6900,6396
2022-03-26 00:00:00,6218,6454
2022-03-27 00:00:00,6214,6232
2022-03-28 00:00:00,6980,6844
2022-03-29 00:00:00,4080,4006
2022-03-31 00:00:00,3296,3180
2022-04-01 00:00:00,7146,6926
2022-04-02 00:00:00,7126,6894
2022-04-03 00:00:00,6976,6814
2022-04-04 00:00:00,6680,6574
2022-04-05 00:00:00,184,6892
2022-04-06 00:00:00,6045.716901,6890
2022-04-07 00:00:00,6045.716901,6856
2022-04-08 00:00:00,6045.716901,6926
2022-04-09 00:00:00,6045.716901,6924
2022-04-10 00:00:00,6045.716901,6910
2022-04-11 00:00:00,6045.716901,6858
2022-04-12 00:00:00,6045.716901,6928
2022-04-13 00:00:00,6045.716901,7010
2022-04-14 00:00:00,6045.716901,6844
2022-04-15 00:00:00,6045.716901,4942
2022-04-25 00:00:00,2508,2648
2022-04-26 00:00:00,6056,5918
2022-04-27 00:00:00,6650,6826
2022-04-28 00:00:00,6622,7004
2022-04-29 00:00:00,6622,6984
2022-04-30 00:00:00,5252,7024
2022-05-01 00:00:00,6644,7030
2022-05-02 00:00:00,6660,7006
2022-05-03 00:00:00,6680,7076
2022-05-04 00:00:00,5264,6910
2022-05-05 00:00:00,6360,6710
2022-05-11 00:00:00,3218,3494
2022-05-12 00:00:00,6466,7050
2022-05-13 00:00:00,6488,6878
2022-05-14 00:00:00,6458,6780
2022-05-15 00:00:00,6456,7016
2022-05-16 00:00:00,6464,7044
2022-05-17 00:00:00,6118,6540
2022-05-18 00:00:00,6476,6964
2022-05-19 00:00:00,6460,6894
2022-05-20 00:00:00,6462,7022
2022-05-21 00:00:00,6462,5786
2022-05-22 00:00:00,6472,16
2022-05-23 00:00:00,6488,6081.302839
2022-05-24 00:00:00,6474,1724
2022-05-25 00:00:00,6448,7074
2022-05-26 00:00:00,6464,6880
2022-05-27 00:00:00,6430,6940
2022-05-28 00:00:00,6448,7008
2022-05-29 00:00:00,6468,7056
2022-05-30 00:00:00,6450,7042
2022-05-31 00:00:00,6160,6172
2022-06-01 00:00:00,6452,7044
2022-06-02 00:00:00,6440,7002
2022-06-03 00:00:00,6460,7052
2022-06-04 00:00:00,6460,7072
2022-06-05 00:00:00,6456,7056
2022-06-06 00:00:00,6460,7050
2022-06-07 00:00:00,6286,6700
2022-06-08 00:00:00,6446,6962
2022-06-09 00:00:00,6302,6744
2022-06-10 00:00:00,6470,6990
2022-06-11 00:00:00,6464,7018
2022-06-12 00:00:00,6472,6992
2022-06-13 00:00:00,6456,6988
2022-06-14 00:00:00,6414,6862
2022-06-15 00:00:00,6410,6912
2022-06-16 00:00:00,6434,5584
2022-06-17 00:00:00,6510,6720
2022-06-18 00:00:00,6460,6990
2022-06-19 00:00:00,6468,6996
2022-06-20 00:00:00,6440,6926
2022-06-21 00:00:00,6472,6950
2022-06-22 00:00:00,6434,6844
2022-06-23 00:00:00,6430,6822
2022-06-24 00:00:00,6460,6996
2022-06-25 00:00:00,6448,7014
2022-06-26 00:00:00,6472,7096
2022-06-27 00:00:00,6472,7096
2022-06-28 00:00:00,6452,7026
2022-06-29 00:00:00,6414,7038
2022-06-30 00:00:00,6362,6514
2022-07-01 00:00:00,2928,3280
2022-07-02 00:00:00,6045.716901,6081.302839
2022-07-03 00:00:00,6045.716901,6081.302839
2022-07-04 00:00:00,6045.716901,6081.302839
2022-07-05 00:00:00,6045.716901,6081.302839
2022-07-06 00:00:00,6045.716901,6081.302839
2022-07-07 00:00:00,2,2
2022-07-08 00:00:00,6045.716901,6081.302839
2022-07-09 00:00:00,6045.716901,6081.302839
2022-07-10 00:00:00,6045.716901,6081.302839
2022-07-11 00:00:00,2,6081.302839
2022-07-12 00:00:00,2564,2570
2022-07-13 00:00:00,6292,6380
2022-07-14 00:00:00,6460,7048
2022-07-15 00:00:00,6496,7096
2022-07-16 00:00:00,6480,7060
2022-07-17 00:00:00,6388,5892
2022-07-18 00:00:00,6212,6870
2022-07-19 00:00:00,4772,4692
2022-07-20 00:00:00,6426,6966
2022-07-21 00:00:00,6498,6862
2022-07-22 00:00:00,6520,7080
2022-07-23 00:00:00,6572,7122
2022-07-24 00:00:00,6568,7072
2022-07-25 00:00:00,6520,7052
2022-07-26 00:00:00,6496,7036
2022-07-27 00:00:00,6532,7072
2022-07-28 00:00:00,6526,7068
2022-07-29 00:00:00,6506,7044
2022-07-30 00:00:00,6496,7028
2022-07-31 00:00:00,6496,7036
2022-08-01 00:00:00,6476,6968
2022-08-02 00:00:00,6454,6976
2022-08-03 00:00:00,5842,6814
2022-08-04 00:00:00,4110,4806
2022-08-05 00:00:00,6045.716901,92
2022-08-06 00:00:00,6045.716901,6081.302839
2022-08-07 00:00:00,6045.716901,6081.302839
2022-08-08 00:00:00,6045.716901,980
2022-08-09 00:00:00,2714,6604
2022-08-10 00:00:00,6912,6938
2022-08-11 00:00:00,6926,6058
2022-08-12 00:00:00,6434,6712
2022-08-13 00:00:00,6898,6940
2022-08-14 00:00:00,6964,6992
2022-08-15 00:00:00,6974,7016
2022-08-16 00:00:00,6948,6992
2022-08-17 00:00:00,6944,6988
2022-08-18 00:00:00,6920,6972
2022-08-19 00:00:00,6260,6344
2022-08-20 00:00:00,6324,6840
2022-08-21 00:00:00,6172,7024
2022-08-22 00:00:00,6908,6984
2022-08-23 00:00:00,6838,6912
2022-08-24 00:00:00,6126,6788
2022-08-25 00:00:00,6792,6912
2022-08-26 00:00:00,5736,5788
2022-09-15 00:00:00,2858,2912
2022-09-16 00:00:00,6872,6822
2022-09-17 00:00:00,6934,7058
2022-09-18 00:00:00,6934,7052
2022-09-19 00:00:00,6922,7044
2022-09-20 00:00:00,6890,5774
2022-09-21 00:00:00,6882,7008
2022-09-22 00:00:00,6832,7010
2022-09-23 00:00:00,6864,7030
2022-09-24 00:00:00,6916,6858
2022-09-25 00:00:00,6890,7024
2022-09-26 00:00:00,6868,7012
2022-09-27 00:00:00,6862,6996
2022-09-28 00:00:00,6870,6816
2022-09-29 00:00:00,6892,7034
2022-09-30 00:00:00,6560,6826
2022-10-01 00:00:00,6936,7078
2022-10-02 00:00:00,6970,7094
2022-10-03 00:00:00,6934,7074
2022-10-04 00:00:00,6906,7044
2022-10-05 00:00:00,5722,6786
2022-10-06 00:00:00,6724,7008
2022-10-07 00:00:00,6932,7028
2022-10-08 00:00:00,6964,7060
2022-10-09 00:00:00,6948,7054
2022-10-10 00:00:00,6896,6986
2022-10-11 00:00:00,4600,4662
2022-11-01 00:00:00,2862,2926
2022-11-02 00:00:00,6694,7030
2022-11-03 00:00:00,6846,6978
2022-11-04 00:00:00,6812,6764
2022-11-05 00:00:00,6630,6576
2022-11-06 00:00:00,6388,6502
2022-11-07 00:00:00,6386,6740
2022-11-08 00:00:00,6788,6744
2022-11-09 00:00:00,6852,7004
2022-11-10 00:00:00,6854,7004
2022-11-11 00:00:00,6824,6968
2022-11-12 00:00:00,6872,6824
2022-11-13 00:00:00,6800,6996
2022-11-14 00:00:00,6816,7000
2022-11-15 00:00:00,6796,6974
2022-11-16 00:00:00,6796,6956
2022-11-17 00:00:00,6824,6972
2022-11-18 00:00:00,6804,6946
2022-11-19 00:00:00,6600,6944
2022-11-20 00:00:00,6832,6948
2022-11-21 00:00:00,6850,6984
2022-11-22 00:00:00,6640,6936
2022-11-23 00:00:00,6818,6940
2022-11-24 00:00:00,6808,6928
2022-11-25 00:00:00,6832,6948
2022-11-26 00:00:00,6668,6944
2022-11-27 00:00:00,6892,6996
2022-11-28 00:00:00,6868,6992
2022-11-29 00:00:00,6820,6964
2022-11-30 00:00:00,6836,6784
2022-12-01 00:00:00,6668,6640
2022-12-02 00:00:00,6588,6644
2022-12-03 00:00:00,6272,6500
2022-12-04 00:00:00,6890,6860
2022-12-05 00:00:00,6862,7032
2022-12-06 00:00:00,6864,7042
2022-12-07 00:00:00,6864,6984
2022-12-08 00:00:00,6838,7006
2022-12-09 00:00:00,6818,6802
2022-12-10 00:00:00,6800,6788
2022-12-11 00:00:00,6784,6974
2022-12-12 00:00:00,6796,5692
2022-12-13 00:00:00,6612,6748
2022-12-14 00:00:00,6804,6898
2022-12-15 00:00:00,6800,6942
2022-12-16 00:00:00,5680,6716
2022-12-17 00:00:00,6748,6926
2022-12-18 00:00:00,6756,6702
2022-12-19 00:00:00,6596,6698
2022-12-20 00:00:00,6780,6950
2022-12-21 00:00:00,6788,6952
2022-12-22 00:00:00,6650,6560
2022-12-23 00:00:00,6756,6928
2022-12-24 00:00:00,6538,6762
2022-12-25 00:00:00,6808,6968
