Date,CHP No1 Gas Meter,CHP No2 Gas Meter
2018-11-03 00:00:00,6416,6586
2018-11-04 00:00:00,6435,6373
2018-11-05 00:00:00,6356,6101
2018-11-06 00:00:00,6473,6464
2018-11-07 00:00:00,6463,6241
2018-11-08 00:00:00,6493,6736
2018-11-09 00:00:00,6452,6695
2018-11-10 00:00:00,6431,6690
2018-11-11 00:00:00,6452,6714
2018-11-12 00:00:00,6272,6767
2018-11-13 00:00:00,5885,5455
2018-11-14 00:00:00,6531,6777
2018-11-15 00:00:00,6546,6777
2018-11-16 00:00:00,6524,6761
2018-11-17 00:00:00,6408,6670
2018-11-18 00:00:00,6404,6659
2018-11-19 00:00:00,6485,6716
2018-11-20 00:00:00,6506,6755
2018-11-21 00:00:00,6418,6566
2018-11-22 00:00:00,6569,6800
2018-11-23 00:00:00,6534,6786
2018-11-24 00:00:00,6462,6731
2018-11-25 00:00:00,6473,6719
2018-11-26 00:00:00,6524,6752
2018-11-27 00:00:00,6538,6787
2018-11-28 00:00:00,6364,6312
2018-11-29 00:00:00,6472,6722
2018-11-30 00:00:00,5855,6074
2018-12-01 00:00:00,6408,6688
2018-12-02 00:00:00,6354,6620
2018-12-03 00:00:00,6470,6714
2018-12-04 00:00:00,4936,6736
2018-12-05 00:00:00,6411,6786
2018-12-06 00:00:00,6518,6746
2018-12-07 00:00:00,5609,6614
2018-12-08 00:00:00,6125,6348
2018-12-09 00:00:00,6412,6604
2018-12-10 00:00:00,6499,6694
2018-12-11 00:00:00,6618,6818
2018-12-12 00:00:00,6471,6402
2018-12-13 00:00:00,6482,1904
2018-12-14 00:00:00,6553,6806
2018-12-15 00:00:00,5725,5614
2018-12-16 00:00:00,6297,6376
2018-12-17 00:00:00,6378,6552
2018-12-18 00:00:00,6473,6740
2018-12-19 00:00:00,6538,6780
2018-12-20 00:00:00,6247,6476
2018-12-21 00:00:00,6274,6524
2018-12-22 00:00:00,5579,5810
2018-12-23 00:00:00,5582,5818
2018-12-24 00:00:00,5641,5862
2018-12-25 00:00:00,5602,5816
2018-12-26 00:00:00,5269,5504
2018-12-27 00:00:00,5405,5658
2018-12-28 00:00:00,2068,1062
2018-12-29 00:00:00,2653,6081.302839
2018-12-30 00:00:00,6450,6081.302839
2018-12-31 00:00:00,6520,6081.302839
2019-01-01 00:00:00,6487,6081.302839
2019-01-02 00:00:00,6453,6081.302839
2019-01-03 00:00:00,4846,6081.302839
2019-01-04 00:00:00,5068,6081.302839
2019-01-05 00:00:00,6520,6081.302839
2019-01-06 00:00:00,6542,6081.302839
2019-01-07 00:00:00,6306,6081.302839
2019-01-08 00:00:00,6466,6081.302839
2019-01-09 00:00:00,6471,6081.302839
2019-01-10 00:00:00,6614,6081.302839
2019-01-11 00:00:00,6606,6081.302839
2019-01-12 00:00:00,6577,6081.302839
2019-01-13 00:00:00,6488,6081.302839
2019-01-14 00:00:00,6469,6081.302839
2019-01-15 00:00:00,6490,6081.302839
2019-01-16 00:00:00,6461,6081.302839
2019-01-17 00:00:00,6558,6081.302839
2019-01-18 00:00:00,6604,6081.302839
2019-01-19 00:00:00,6515,6081.302839
2019-01-20 00:00:00,6518,6081.302839
2019-01-21 00:00:00,6529,6081.302839
2019-01-22 00:00:00,5780,6081.302839
2019-01-23 00:00:00,6035,6081.302839
2019-01-24 00:00:00,6247,6081.302839
2019-01-25 00:00:00,6453,6081.302839
2019-01-26 00:00:00,6402,6081.302839
2019-01-27 00:00:00,6434,6081.302839
2019-01-28 00:00:00,5768,6081.302839
2019-01-29 00:00:00,6496,6081.302839
2019-01-30 00:00:00,4348,6081.302839
2019-01-31 00:00:00,3562,6081.302839
2019-02-01 00:00:00,6564,6081.302839
2019-02-02 00:00:00,6564,6081.302839
2019-02-03 00:00:00,6566,6081.302839
2019-02-04 00:00:00,6534,6081.302839
2019-02-05 00:00:00,6558,6081.302839
2019-02-06 00:00:00,6500,6081.302839
2019-02-07 00:00:00,6448,6081.302839
2019-02-08 00:00:00,5160,6081.302839
2019-02-09 00:00:00,6408,6081.302839
2019-02-10 00:00:00,6440,6081.302839
2019-02-11 00:00:00,6502,6081.302839
2019-02-12 00:00:00,6498,6081.302839
2019-02-13 00:00:00,6450,6081.302839
2019-02-14 00:00:00,6484,6081.302839
2019-02-15 00:00:00,6458,6081.302839
2019-02-16 00:00:00,6430,6081.302839
2019-02-17 00:00:00,6384,6081.302839
2019-02-18 00:00:00,6408,6081.302839
2019-02-19 00:00:00,5278,6081.302839
2019-02-20 00:00:00,6146,6081.302839
2019-02-21 00:00:00,6396,6081.302839
2019-02-22 00:00:00,6590,6081.302839
2019-02-23 00:00:00,6424,6081.302839
2019-02-24 00:00:00,6462,6081.302839
2019-02-25 00:00:00,6464,6081.302839
2019-02-26 00:00:00,6444,6081.302839
2019-02-27 00:00:00,6498,6081.302839
2019-02-28 00:00:00,6464,6081.302839
2019-03-01 00:00:00,6184,6081.302839
2019-03-02 00:00:00,6396,6081.302839
2019-03-03 00:00:00,6402,6081.302839
2019-03-04 00:00:00,2724,6081.302839
2019-03-05 00:00:00,1716,6081.302839
2019-03-06 00:00:00,6348,6081.302839
2019-03-07 00:00:00,5426,6081.302839
2019-03-08 00:00:00,6168,6081.302839
2019-03-09 00:00:00,6088,6081.302839
2019-03-10 00:00:00,6294,6081.302839
2019-03-11 00:00:00,5686,6081.302839
2019-03-12 00:00:00,6484,6081.302839
2019-03-13 00:00:00,6460,6081.302839
2019-03-14 00:00:00,5718,6081.302839
2019-03-15 00:00:00,6454,6081.302839
2019-03-16 00:00:00,6080,6081.302839
2019-03-17 00:00:00,6056,6081.302839
2019-03-18 00:00:00,6376,6081.302839
2019-03-19 00:00:00,6060,6081.302839
2019-03-20 00:00:00,6356,6081.302839
2019-03-21 00:00:00,6422,6081.302839
2019-03-22 00:00:00,6480,6081.302839
2019-03-23 00:00:00,6068,6081.302839
2019-03-24 00:00:00,6270,6081.302839
2019-03-25 00:00:00,6432,6081.302839
2019-03-26 00:00:00,6450,16
2019-03-27 00:00:00,4832,1858
2019-03-28 00:00:00,6262,4216
2019-03-29 00:00:00,6420,5900
2019-03-30 00:00:00,6314,6522
2019-03-31 00:00:00,6064,6232
2019-04-01 00:00:00,6446,6642
2019-04-02 00:00:00,6422,6122
2019-04-03 00:00:00,4638,6648
2019-04-04 00:00:00,6194,6656
2019-04-05 00:00:00,5042,5536
2019-04-06 00:00:00,6416,6630
2019-04-07 00:00:00,5180,6636
2019-04-08 00:00:00,6396,6624
2019-04-09 00:00:00,2528,6492
2019-04-10 00:00:00,6045.716901,6664
2019-04-11 00:00:00,6045.716901,6626
2019-04-12 00:00:00,6045.716901,6634
2019-04-13 00:00:00,6045.716901,6632
2019-04-14 00:00:00,6045.716901,6624
2019-04-15 00:00:00,6045.716901,6636
2019-04-16 00:00:00,3314,6638
2019-04-17 00:00:00,3998,6334
2019-04-18 00:00:00,6396,6606
2019-04-19 00:00:00,2456,2548
2019-04-20 00:00:00,4212,5000
2019-04-21 00:00:00,4872,5614
2019-04-22 00:00:00,5572,5734
2019-04-23 00:00:00,6298,5850
2019-04-24 00:00:00,6178,6586
2019-04-25 00:00:00,5974,6206
2019-04-26 00:00:00,6300,6682
2019-04-27 00:00:00,6234,6452
2019-04-28 00:00:00,6262,6450
2019-04-29 00:00:00,260,6672
2019-04-30 00:00:00,6045.716901,6662
2019-05-01 00:00:00,6045.716901,6654
2019-05-02 00:00:00,6045.716901,6656
2019-05-03 00:00:00,6045.716901,6668
2019-05-04 00:00:00,6045.716901,6552
2019-05-05 00:00:00,6045.716901,6612
2019-05-06 00:00:00,6045.716901,6654
2019-05-07 00:00:00,6045.716901,6652
2019-05-08 00:00:00,6045.716901,6588
2019-05-09 00:00:00,6045.716901,6712
2019-05-10 00:00:00,6045.716901,6604
2019-05-11 00:00:00,6045.716901,6608
2019-05-12 00:00:00,6045.716901,5232
2019-05-13 00:00:00,6045.716901,6092
2019-05-14 00:00:00,6045.716901,6464
2019-05-15 00:00:00,6045.716901,6782
2019-05-16 00:00:00,6045.716901,6680
2019-05-17 00:00:00,6045.716901,6666
2019-05-18 00:00:00,6045.716901,6644
2019-05-19 00:00:00,6045.716901,6586
2019-05-20 00:00:00,6045.716901,6576
2019-05-21 00:00:00,6045.716901,6372
2019-05-22 00:00:00,6045.716901,6576
2019-05-23 00:00:00,6045.716901,6598
2019-05-24 00:00:00,6045.716901,6722
2019-05-25 00:00:00,6045.716901,6672
2019-05-26 00:00:00,6045.716901,6660
2019-05-27 00:00:00,6045.716901,6698
2019-05-28 00:00:00,6045.716901,6712
2019-05-29 00:00:00,6045.716901,6702
2019-05-30 00:00:00,6045.716901,6698
2019-05-31 00:00:00,6045.716901,6750
2019-06-01 00:00:00,6045.716901,6788
2019-06-02 00:00:00,6045.716901,6710
2019-06-03 00:00:00,6045.716901,6622
2019-06-04 00:00:00,6045.716901,6710
2019-06-05 00:00:00,6045.716901,6224
2019-06-06 00:00:00,6045.716901,6578
2019-06-07 00:00:00,6045.716901,6454
2019-06-08 00:00:00,6045.716901,6778
2019-06-09 00:00:00,6045.716901,6806
2019-06-10 00:00:00,6045.716901,6790
2019-06-11 00:00:00,6045.716901,6826
2019-06-12 00:00:00,6045.716901,6920
2019-06-13 00:00:00,6045.716901,6842
2019-06-14 00:00:00,6045.716901,6750
2019-06-15 00:00:00,6045.716901,6748
2019-06-16 00:00:00,6045.716901,6662
2019-06-17 00:00:00,6045.716901,6680
2019-06-18 00:00:00,6045.716901,6000
2019-06-19 00:00:00,6045.716901,6722
2019-06-20 00:00:00,6045.716901,4794
2019-06-21 00:00:00,6045.716901,6738
2019-06-22 00:00:00,6045.716901,6660
2019-06-23 00:00:00,6045.716901,6696
2019-06-24 00:00:00,6045.716901,4220
2019-06-25 00:00:00,6045.716901,4146
2019-06-26 00:00:00,6045.716901,6538
2019-06-27 00:00:00,6045.716901,5338
2019-06-28 00:00:00,6045.716901,64
2019-06-29 00:00:00,6045.716901,6081.302839
2019-06-30 00:00:00,6045.716901,6081.302839
2019-07-01 00:00:00,6045.716901,6081.302839
2019-07-02 00:00:00,6045.716901,6081.302839
2019-07-04 00:00:00,6045.716901,6081.302839
2019-07-05 00:00:00,6045.716901,750
2019-07-06 00:00:00,6045.716901,6081.302839
2019-07-07 00:00:00,6045.716901,6081.302839
2019-07-08 00:00:00,6045.716901,6081.302839
2019-07-09 00:00:00,26,2220
2019-07-10 00:00:00,172,6560
2019-07-11 00:00:00,3556,6528
2019-07-12 00:00:00,4652,4792
2019-07-13 00:00:00,6386,6808
2019-07-14 00:00:00,6598,6798
2019-07-15 00:00:00,4096,5744
2019-07-16 00:00:00,6332,2742
2019-07-17 00:00:00,6446,5896
2019-07-18 00:00:00,6428,6376
2019-07-19 00:00:00,6418,6372
2019-07-20 00:00:00,6470,6378
2019-07-21 00:00:00,6410,6422
2019-07-22 00:00:00,6510,6448
2019-07-23 00:00:00,6380,4448
2019-07-24 00:00:00,5360,5228
2019-07-25 00:00:00,6166,5670
2019-07-26 00:00:00,6710,6248
2019-07-27 00:00:00,5248,6434
2019-07-28 00:00:00,6738,6450
2019-07-29 00:00:00,6680,6424
2019-07-30 00:00:00,5578,6288
2019-07-31 00:00:00,6476,6270
2019-08-01 00:00:00,6476,6256
2019-08-02 00:00:00,6486,6268
2019-08-03 00:00:00,6588,5998
2019-08-04 00:00:00,6504,6274
2019-08-05 00:00:00,6610,6388
2019-08-06 00:00:00,6446,5664
2019-08-07 00:00:00,6636,6404
2019-08-08 00:00:00,6592,6380
2019-08-09 00:00:00,5756,5926
2019-08-10 00:00:00,6514,6308
2019-08-11 00:00:00,6564,6298
2019-08-12 00:00:00,6340,6300
2019-08-13 00:00:00,6356,5946
2019-08-14 00:00:00,6318,6374
2019-08-15 00:00:00,6480,6454
2019-08-16 00:00:00,6480,6452
2019-08-17 00:00:00,6200,6452
2019-08-18 00:00:00,6340,6284
2019-08-19 00:00:00,6492,6538
2019-08-20 00:00:00,5460,6502
2019-08-21 00:00:00,5692,6380
2019-08-22 00:00:00,5878,6650
2019-08-23 00:00:00,5620,6284
2019-08-24 00:00:00,6496,4436
2019-08-25 00:00:00,5856,4828
2019-08-26 00:00:00,6474,6260
2019-08-27 00:00:00,6462,5720
2019-08-28 00:00:00,6410,5952
2019-08-29 00:00:00,6452,6388
2019-08-30 00:00:00,6480,6456
2019-08-31 00:00:00,6480,6528
2019-09-01 00:00:00,6412,6474
2019-09-02 00:00:00,6368,6428
2019-09-03 00:00:00,6416,6282
2019-09-04 00:00:00,6238,6464
2019-09-05 00:00:00,6128,6356
2019-09-06 00:00:00,6370,6410
2019-09-07 00:00:00,6160,6206
2019-09-08 00:00:00,6022,6228
2019-09-09 00:00:00,4848,6430
2019-09-10 00:00:00,6208,6032
2019-09-11 00:00:00,6420,6076
2019-09-12 00:00:00,6378,6394
2019-09-13 00:00:00,6314,6326
2019-09-14 00:00:00,6242,6184
2019-09-15 00:00:00,6368,6138
2019-09-16 00:00:00,6324,5920
2019-09-17 00:00:00,6298,6322
2019-09-18 00:00:00,6204,5928
2019-09-19 00:00:00,6154,6112
2019-09-20 00:00:00,6386,6034
2019-09-21 00:00:00,5256,5146
2019-09-22 00:00:00,6596,6232
2019-09-23 00:00:00,6618,6028
2019-09-24 00:00:00,6710,6434
2019-09-25 00:00:00,6628,4962
2019-09-26 00:00:00,6468,5884
2019-09-27 00:00:00,6504,6532
2019-09-28 00:00:00,6590,6224
2019-09-29 00:00:00,6574,6400
2019-09-30 00:00:00,6528,6232
2019-10-01 00:00:00,4776,6488
2019-10-02 00:00:00,6408,6020
2019-10-03 00:00:00,6370,6024
2019-10-04 00:00:00,5462,4272
2019-10-05 00:00:00,4880,6081.302839
2019-10-06 00:00:00,6404,6081.302839
2019-10-07 00:00:00,6442,6081.302839
2019-10-08 00:00:00,6484,3246
2019-10-09 00:00:00,6484,6278
2019-10-10 00:00:00,5888,5908
2019-10-11 00:00:00,6476,6470
2019-10-12 00:00:00,6432,6420
2019-10-13 00:00:00,6404,6422
2019-10-14 00:00:00,6372,6386
2019-10-15 00:00:00,6428,6414
2019-10-16 00:00:00,6432,6434
2019-10-17 00:00:00,6426,6414
2019-10-18 00:00:00,6502,6488
2019-10-19 00:00:00,6468,6478
2019-10-20 00:00:00,6332,6350
2019-10-21 00:00:00,6294,6306
2019-10-22 00:00:00,6240,6240
2019-10-23 00:00:00,6334,6254
2019-10-24 00:00:00,6674,6404
2019-10-25 00:00:00,6580,6346
2019-10-26 00:00:00,6504,6338
2019-10-27 00:00:00,6686,6352
2019-10-28 00:00:00,6336,6190
2019-10-29 00:00:00,6308,6186
2019-10-30 00:00:00,6386,6214
2019-10-31 00:00:00,6504,6286
2019-11-01 00:00:00,6656,6420
2019-11-02 00:00:00,6688,6510
2019-11-03 00:00:00,6606,6448
2019-11-04 00:00:00,6612,6434
2019-11-05 00:00:00,6464,6334
2019-11-06 00:00:00,6420,6318
2019-11-07 00:00:00,6348,6288
2019-11-08 00:00:00,5954,5632
2019-11-09 00:00:00,6550,6356
2019-11-10 00:00:00,6528,6272
2019-11-11 00:00:00,6602,6432
2019-11-12 00:00:00,6566,6426
2019-11-13 00:00:00,5892,5314
2019-11-14 00:00:00,6308,5902
2019-11-15 00:00:00,6504,5944
2019-11-16 00:00:00,5870,6166
2019-11-17 00:00:00,6304,6258
2019-11-18 00:00:00,6182,6204
2019-11-19 00:00:00,6296,6204
2019-11-20 00:00:00,6280,6156
2019-11-21 00:00:00,6288,5966
2019-11-22 00:00:00,5504,6376
2019-11-23 00:00:00,6550,6326
2019-11-24 00:00:00,6524,6142
2019-11-25 00:00:00,6536,6336
2019-11-26 00:00:00,6552,6398
2019-11-27 00:00:00,6586,6412
2019-11-28 00:00:00,6530,6350
2019-11-29 00:00:00,6404,6018
2019-11-30 00:00:00,6346,6140
2019-12-01 00:00:00,6320,6118
2019-12-02 00:00:00,6390,6172
2019-12-03 00:00:00,6370,6186
2019-12-04 00:00:00,6424,5876
2019-12-05 00:00:00,6218,5822
2019-12-06 00:00:00,6666,6436
2019-12-07 00:00:00,6676,6384
2019-12-08 00:00:00,6738,6430
2019-12-09 00:00:00,6324,6020
2019-12-10 00:00:00,6662,6184
2019-12-11 00:00:00,6580,5620
2019-12-12 00:00:00,6738,6340
2019-12-13 00:00:00,6720,6318
2019-12-14 00:00:00,6648,6284
2019-12-15 00:00:00,6662,6184
2019-12-16 00:00:00,6510,6218
2019-12-17 00:00:00,6440,4168
2019-12-18 00:00:00,6424,6208
2019-12-19 00:00:00,4792,6164
2019-12-20 00:00:00,6684,6198
2019-12-21 00:00:00,6698,6226
2019-12-22 00:00:00,6638,6208
2019-12-23 00:00:00,6536,6188
2019-12-24 00:00:00,6532,6066
2019-12-25 00:00:00,6326,5864
2019-12-26 00:00:00,6186,6028
2019-12-27 00:00:00,6096,5952
2019-12-28 00:00:00,6140,5674
2019-12-29 00:00:00,6058,5606
2019-12-30 00:00:00,5418,5048
2019-12-31 00:00:00,6290,6058
2020-01-01 00:00:00,6332,6098
2020-01-02 00:00:00,6424,5672
2020-01-03 00:00:00,6336,6182
2020-01-04 00:00:00,6272,6132
2020-01-05 00:00:00,6310,6118
2020-01-06 00:00:00,6300,6162
2020-01-07 00:00:00,6554,6160
2020-01-08 00:00:00,6488,6190
2020-01-09 00:00:00,6516,6258
2020-01-10 00:00:00,6522,6244
2020-01-11 00:00:00,5990,5406
2020-01-12 00:00:00,6666,6116
2020-01-13 00:00:00,6682,6160
2020-01-14 00:00:00,6692,6292
2020-01-15 00:00:00,6564,6256
2020-01-16 00:00:00,6524,6224
2020-01-17 00:00:00,6466,6136
2020-01-18 00:00:00,6500,6050
2020-01-19 00:00:00,6278,5032
2020-01-20 00:00:00,6420,6146
2020-01-21 00:00:00,6468,6178
2020-01-22 00:00:00,5968,5396
2020-01-23 00:00:00,6328,6030
2020-01-24 00:00:00,6364,6096
2020-01-25 00:00:00,6296,5942
2020-01-26 00:00:00,6434,6174
2020-01-27 00:00:00,6408,6206
2020-01-28 00:00:00,6114,5612
2020-01-29 00:00:00,6684,5916
2020-01-30 00:00:00,6704,5672
2020-01-31 00:00:00,6572,6224
2020-02-01 00:00:00,6728,6220
2020-02-02 00:00:00,6672,6210
2020-02-03 00:00:00,6516,6114
2020-02-04 00:00:00,6510,5858
2020-02-05 00:00:00,6406,5746
2020-02-06 00:00:00,6314,4762
2020-02-07 00:00:00,4700,4402
2020-02-08 00:00:00,6338,5884
2020-02-09 00:00:00,6438,5070
2020-02-10 00:00:00,6474,6070
2020-02-11 00:00:00,6426,6004
2020-02-12 00:00:00,6368,5962
2020-02-13 00:00:00,5532,5180
2020-02-14 00:00:00,6474,6142
2020-02-15 00:00:00,6502,6098
2020-02-16 00:00:00,6376,6204
2020-02-17 00:00:00,6446,6178
2020-02-18 00:00:00,6342,6164
2020-02-19 00:00:00,6358,6136
2020-02-20 00:00:00,6472,6168
2020-02-21 00:00:00,6296,6092
2020-02-22 00:00:00,6392,6236
2020-02-23 00:00:00,4608,4654
2020-02-24 00:00:00,6420,6288
2020-02-25 00:00:00,6416,6294
2020-02-26 00:00:00,6350,6222
2020-02-27 00:00:00,6318,6144
2020-02-28 00:00:00,6182,5790
2020-02-29 00:00:00,6514,6244
2020-03-01 00:00:00,6444,6256
2020-03-02 00:00:00,6358,6236
2020-03-03 00:00:00,6108,5820
2020-03-04 00:00:00,6170,6110
2020-03-05 00:00:00,6350,6244
2020-03-06 00:00:00,6456,5360
2020-03-07 00:00:00,6502,6252
2020-03-08 00:00:00,6492,6232
2020-03-09 00:00:00,6364,5076
2020-03-10 00:00:00,6444,5832
2020-03-11 00:00:00,6258,4658
2020-03-12 00:00:00,3136,2924
2020-03-13 00:00:00,5526,6068
2020-03-14 00:00:00,6388,5754
2020-03-15 00:00:00,4474,5576
2020-03-16 00:00:00,6322,5622
2020-03-17 00:00:00,5262,4680
2020-03-18 00:00:00,5872,5306
2020-03-19 00:00:00,6228,5658
2020-03-20 00:00:00,6166,5614
2020-03-21 00:00:00,6164,5602
2020-03-22 00:00:00,6190,5630
2020-03-23 00:00:00,6076,5512
2020-03-24 00:00:00,6280,5544
2020-03-25 00:00:00,6236,5532
2020-03-26 00:00:00,6198,2960
2020-03-27 00:00:00,6328,5982
2020-03-28 00:00:00,6216,6260
2020-03-29 00:00:00,5790,5874
2020-03-30 00:00:00,6120,6196
2020-03-31 00:00:00,6094,6020
2020-04-01 00:00:00,6204,6280
2020-04-02 00:00:00,6278,6348
2020-04-03 00:00:00,6204,6296
2020-04-04 00:00:00,6196,6280
2020-04-05 00:00:00,6130,6128
2020-04-06 00:00:00,6326,6140
2020-04-07 00:00:00,6246,5322
2020-04-08 00:00:00,6272,5944
2020-04-09 00:00:00,3064,2968
2020-04-10 00:00:00,6045.716901,6081.302839
2020-04-11 00:00:00,6045.716901,6081.302839
2020-04-12 00:00:00,28,8
2020-04-13 00:00:00,5554,5744
2020-04-14 00:00:00,5018,6090
2020-04-15 00:00:00,6198,5796
2020-04-16 00:00:00,6352,5888
2020-04-17 00:00:00,6038,5498
2020-04-18 00:00:00,6360,5918
2020-04-19 00:00:00,6340,5990
2020-04-20 00:00:00,6340,5990
2020-04-21 00:00:00,6318,5992
2020-04-22 00:00:00,6316,5990
2020-04-23 00:00:00,6344,6014
2020-04-24 00:00:00,6312,5564
2020-04-25 00:00:00,6452,5888
2020-04-26 00:00:00,6510,6132
2020-04-27 00:00:00,6470,6096
2020-04-28 00:00:00,6444,6200
2020-04-29 00:00:00,6518,6236
2020-04-30 00:00:00,6578,5812
2020-05-01 00:00:00,6244,5862
2020-05-02 00:00:00,6504,6442
2020-05-03 00:00:00,6432,6166
2020-05-04 00:00:00,4234,6006
2020-05-05 00:00:00,6312,5970
2020-05-06 00:00:00,6036,5718
2020-05-07 00:00:00,6190,6010
2020-05-08 00:00:00,6042,5952
2020-05-09 00:00:00,6246,5916
2020-05-10 00:00:00,6156,6024
2020-05-11 00:00:00,6044,5940
2020-05-12 00:00:00,6250,5346
2020-05-13 00:00:00,5034,5818
2020-05-14 00:00:00,5972,5922
2020-05-15 00:00:00,5732,5996
2020-05-16 00:00:00,6010,5982
2020-05-17 00:00:00,6102,6026
2020-05-18 00:00:00,6116,6042
2020-05-19 00:00:00,6084,5968
2020-05-20 00:00:00,6102,5854
2020-05-21 00:00:00,5242,4916
2020-05-22 00:00:00,6174,5888
2020-05-23 00:00:00,6406,6094
2020-05-24 00:00:00,5990,6038
2020-05-25 00:00:00,6348,5988
2020-05-26 00:00:00,6368,6020
2020-05-27 00:00:00,6350,5884
2020-05-28 00:00:00,3778,5480
2020-05-29 00:00:00,1228,5782
2020-05-30 00:00:00,6045.716901,5844
2020-05-31 00:00:00,6045.716901,5846
2020-06-01 00:00:00,6045.716901,5766
2020-06-02 00:00:00,6045.716901,5084
2020-06-03 00:00:00,6045.716901,6066
2020-06-04 00:00:00,6045.716901,5762
2020-06-05 00:00:00,1732,6024
2020-06-06 00:00:00,6756,6046
2020-06-07 00:00:00,6562,6032
2020-06-08 00:00:00,6578,6164
2020-06-09 00:00:00,6242,5836
2020-06-10 00:00:00,6490,5746
2020-06-11 00:00:00,4990,5952
2020-06-12 00:00:00,6592,5880
2020-06-13 00:00:00,5622,6092
2020-06-14 00:00:00,3586,6076
2020-06-15 00:00:00,6000,6056
2020-06-16 00:00:00,5960,6070
2020-06-17 00:00:00,4452,5960
2020-06-18 00:00:00,4426,5966
2020-06-19 00:00:00,3190,6216
2020-06-20 00:00:00,5924,6198
2020-06-21 00:00:00,5850,6128
2020-06-22 00:00:00,5706,5782
2020-06-23 00:00:00,3468,5842
2020-06-24 00:00:00,6045.716901,5492
2020-06-25 00:00:00,6045.716901,2968
2020-06-26 00:00:00,242,2392
2020-06-27 00:00:00,6045.716901,6081.302839
2020-06-28 00:00:00,6045.716901,6081.302839
2020-06-29 00:00:00,6045.716901,6081.302839
2020-06-30 00:00:00,6045.716901,6081.302839
2020-07-01 00:00:00,6045.716901,6081.302839
2020-07-02 00:00:00,6045.716901,6081.302839
2020-07-03 00:00:00,6045.716901,6081.302839
2020-07-04 00:00:00,6045.716901,6081.302839
2020-07-05 00:00:00,6045.716901,6081.302839
2020-07-06 00:00:00,162,6081.302839
2020-07-07 00:00:00,2518,1398
2020-07-08 00:00:00,4742,2976
2020-07-09 00:00:00,6120,6146
2020-07-10 00:00:00,6198,6070
2020-07-13 00:00:00,2684,3828
2020-07-14 00:00:00,6448,6044
2020-07-15 00:00:00,5634,6384
2020-07-16 00:00:00,6232,6018
2020-07-17 00:00:00,6458,6314
2020-07-18 00:00:00,6438,6326
2020-07-19 00:00:00,5502,6248
2020-07-20 00:00:00,6394,6268
2020-07-21 00:00:00,3280,3244
2020-07-22 00:00:00,6338,5888
2020-07-23 00:00:00,6338,6116
2020-07-24 00:00:00,6012,5818
2020-07-25 00:00:00,6348,6186
2020-07-26 00:00:00,6370,6180
2020-07-27 00:00:00,6376,6180
2020-07-28 00:00:00,6088,5882
2020-07-29 00:00:00,6318,6088
2020-07-30 00:00:00,2558,2530
2020-07-31 00:00:00,5446,5400
2020-08-01 00:00:00,6122,6160
2020-08-02 00:00:00,6468,6186
2020-08-03 00:00:00,6404,6136
2020-08-04 00:00:00,6436,6012
2020-08-05 00:00:00,6594,6282
2020-08-06 00:00:00,6124,5786
2020-08-07 00:00:00,6532,6234
2020-08-08 00:00:00,5686,5976
2020-08-09 00:00:00,6434,6168
2020-08-10 00:00:00,6398,6182
2020-08-11 00:00:00,6398,6180
2020-08-12 00:00:00,6412,6074
2020-08-13 00:00:00,6398,6168
2020-08-14 00:00:00,6390,6144
2020-08-15 00:00:00,6364,6126
2020-08-16 00:00:00,2994,2900
2020-08-17 00:00:00,2102,2064
2020-08-18 00:00:00,6412,6266
2020-08-19 00:00:00,5952,3598
2020-08-20 00:00:00,6384,6260
2020-08-21 00:00:00,5154,4602
2020-08-22 00:00:00,6518,6390
2020-08-23 00:00:00,6506,6310
2020-08-24 00:00:00,6480,6298
2020-08-25 00:00:00,6552,6412
2020-08-26 00:00:00,6532,6302
2020-08-27 00:00:00,6188,6132
2020-08-28 00:00:00,5256,5660
2020-08-29 00:00:00,6328,6088
2020-08-30 00:00:00,6320,6228
2020-08-31 00:00:00,6308,6226
2020-09-01 00:00:00,6336,6268
2020-09-02 00:00:00,6260,6066
2020-09-03 00:00:00,6252,6200
2020-09-04 00:00:00,6236,6182
2020-09-05 00:00:00,6256,6024
2020-09-06 00:00:00,6244,6126
2020-09-07 00:00:00,6232,6146
2020-09-08 00:00:00,5012,4576
2020-09-09 00:00:00,5750,5630
2020-09-10 00:00:00,6288,6170
2020-09-11 00:00:00,5738,5814
2020-09-12 00:00:00,6294,6306
2020-09-13 00:00:00,6294,6126
2020-09-14 00:00:00,6306,5474
2020-09-15 00:00:00,6336,6150
2020-09-16 00:00:00,6338,5636
2020-09-17 00:00:00,6272,6074
2020-09-18 00:00:00,6256,5054
2020-09-19 00:00:00,6296,5906
2020-09-20 00:00:00,6244,6002
2020-09-21 00:00:00,5152,5964
2020-09-22 00:00:00,6454,6222
2020-09-23 00:00:00,6252,6020
2020-09-24 00:00:00,5196,6060
2020-09-25 00:00:00,5954,6144
2020-09-26 00:00:00,6258,6076
2020-09-27 00:00:00,6238,6070
2020-09-28 00:00:00,6222,6094
2020-09-29 00:00:00,5710,5842
2020-09-30 00:00:00,6200,6142
2020-10-01 00:00:00,6218,6166
2020-10-02 00:00:00,5978,5876
2020-10-03 00:00:00,6224,6200
2020-10-04 00:00:00,6252,6270
2020-10-05 00:00:00,5946,5960
2020-10-06 00:00:00,6250,6206
2020-10-07 00:00:00,6276,6024
2020-10-08 00:00:00,5962,5810
