Date,Degree Day Cool 5
23/01/2022,0.53
24/01/2022,0.19
25/01/2022,0
26/01/2022,0
27/01/2022,0
28/01/2022,0
29/01/2022,0
30/01/2022,0
31/01/2022,0
01/02/2022,1.59
02/02/2022,3.57
03/02/2022,3.04
04/02/2022,0
05/02/2022,0.17
06/02/2022,0
07/02/2022,0
08/02/2022,1.28
09/02/2022,0.97
10/02/2022,0.04
11/02/2022,0.38
12/02/2022,1.15
13/02/2022,2.32
14/02/2022,0.24
15/02/2022,0.5
16/02/2022,3.13
17/02/2022,0.25
18/02/2022,0
19/02/2022,0.01
20/02/2022,1.21
21/02/2022,1.11
22/02/2022,1.04
23/02/2022,1.42
24/02/2022,0
25/02/2022,0.56
26/02/2022,1.65
27/02/2022,0.79
28/02/2022,2.24
01/03/2022,0.79
02/03/2022,0.39
03/03/2022,0.78
04/03/2022,0.1
05/03/2022,0.36
06/03/2022,1.23
07/03/2022,1.21
08/03/2022,0
09/03/2022,0
10/03/2022,0
11/03/2022,3.89
12/03/2022,3.98
13/03/2022,4.34
14/03/2022,1.58
15/03/2022,3.69
16/03/2022,2.36
17/03/2022,2.26
18/03/2022,3.33
19/03/2022,2.88
20/03/2022,2.38
21/03/2022,2.64
22/03/2022,5.02
23/03/2022,5.42
24/03/2022,5.91
25/03/2022,7.54
26/03/2022,5.29
27/03/2022,5.24
28/03/2022,5.52
29/03/2022,2.32
30/03/2022,0
31/03/2022,0
01/04/2022,0.71
02/04/2022,1.47
03/04/2022,1.11
04/04/2022,4.66
05/04/2022,4.12
06/04/2022,2.28
07/04/2022,0.47
08/04/2022,1.23
09/04/2022,1.19
10/04/2022,3.65
11/04/2022,5.22
12/04/2022,3.52
13/04/2022,5.68
14/04/2022,7.25
15/04/2022,6.05
16/04/2022,0
17/04/2022,0
18/04/2022,0
19/04/2022,0
20/04/2022,0
21/04/2022,0
22/04/2022,0
23/04/2022,0
24/04/2022,0
25/04/2022,2.31
26/04/2022,3.42
27/04/2022,3.83
28/04/2022,4.4
29/04/2022,5.81
30/04/2022,4.1
01/05/2022,6.6
02/05/2022,6.13
03/05/2022,5.47
04/05/2022,7.39
05/05/2022,6.59
06/05/2022,0
07/05/2022,0
08/05/2022,0
09/05/2022,0
10/05/2022,0
11/05/2022,4.15
12/05/2022,4.96
13/05/2022,6.5
14/05/2022,10.03
15/05/2022,8.99
16/05/2022,8.17
17/05/2022,11.46
18/05/2022,10.69
19/05/2022,8.98
20/05/2022,7.42
21/05/2022,7.39
22/05/2022,9.65
23/05/2022,8.28
24/05/2022,6.94
25/05/2022,7.64
26/05/2022,8.26
27/05/2022,6.83
28/05/2022,7.38
29/05/2022,5.8
30/05/2022,4.82
31/05/2022,4.69
01/06/2022,6.59
02/06/2022,7.77
03/06/2022,9.79
04/06/2022,9.64
05/06/2022,6.51
06/06/2022,7.61
07/06/2022,10.11
08/06/2022,9.19
09/06/2022,9.56
10/06/2022,10.94
11/06/2022,8.64
12/06/2022,7.23
13/06/2022,7.3
14/06/2022,10.59
15/06/2022,12.09
16/06/2022,13.38
17/06/2022,13.26
18/06/2022,8.57
19/06/2022,9.94
20/06/2022,10.72
21/06/2022,11.63
22/06/2022,14.1
23/06/2022,14.4
24/06/2022,14.54
25/06/2022,12.49
26/06/2022,10.01
27/06/2022,10.13
28/06/2022,10.38
29/06/2022,10.72
30/06/2022,10.53
01/07/2022,9.16
02/07/2022,10.36
03/07/2022,9.85
04/07/2022,9.22
05/07/2022,9.99
06/07/2022,10.66
07/07/2022,13.38
08/07/2022,12.63
09/07/2022,13.99
10/07/2022,15.82
11/07/2022,15.33
12/07/2022,15.26
13/07/2022,11.34
14/07/2022,10.72
15/07/2022,11.62
16/07/2022,11.62
17/07/2022,15.93
18/07/2022,20.37
19/07/2022,21.36
20/07/2022,15.63
21/07/2022,11.53
22/07/2022,9.85
23/07/2022,11.37
24/07/2022,13.57
25/07/2022,10.94
26/07/2022,10.84
27/07/2022,10.82
28/07/2022,10.85
29/07/2022,12.29
30/07/2022,11.86
31/07/2022,12.17
01/08/2022,11.18
02/08/2022,13.45
03/08/2022,12.13
04/08/2022,10.76
05/08/2022,8.36
06/08/2022,8.87
07/08/2022,10.25
08/08/2022,12.6
09/08/2022,14.15
10/08/2022,15.43
11/08/2022,17.01
12/08/2022,16.56
13/08/2022,14.89
14/08/2022,15.18
15/08/2022,14.41
16/08/2022,11.1
17/08/2022,10.62
18/08/2022,11.11
19/08/2022,10.51
20/08/2022,10.04
21/08/2022,8.98
22/08/2022,11.25
23/08/2022,13.27
24/08/2022,12.57
25/08/2022,11.05
26/08/2022,8.98
27/08/2022,0
28/08/2022,0
29/08/2022,0
30/08/2022,0
31/08/2022,0
01/09/2022,0
02/09/2022,0
03/09/2022,0
04/09/2022,0
05/09/2022,0
06/09/2022,0
07/09/2022,0
08/09/2022,0
09/09/2022,0
10/09/2022,0
11/09/2022,0
12/09/2022,0
13/09/2022,0
14/09/2022,0
15/09/2022,3.57
16/09/2022,4.4
17/09/2022,4.7
18/09/2022,7.01
19/09/2022,7.97
20/09/2022,9.25
21/09/2022,7.81
22/09/2022,8.57
23/09/2022,5.81
24/09/2022,5.53
25/09/2022,4.92
26/09/2022,4.17
27/09/2022,2.41
28/09/2022,3.78
29/09/2022,6.22
30/09/2022,3.89
01/10/2022,5.23
02/10/2022,5.05
03/10/2022,6.46
04/10/2022,9.99
05/10/2022,6.42
06/10/2022,7
07/10/2022,6.35
08/10/2022,4.03
09/10/2022,5.83
10/10/2022,3.87
11/10/2022,2.75
12/10/2022,0
13/10/2022,0
14/10/2022,0
15/10/2022,0
16/10/2022,0
17/10/2022,0
18/10/2022,0
19/10/2022,0
20/10/2022,0
21/10/2022,0
22/10/2022,0
23/10/2022,0
24/10/2022,0
25/10/2022,0
26/10/2022,0
27/10/2022,0
28/10/2022,0
29/10/2022,0
30/10/2022,0
31/10/2022,0
01/11/2022,1.8
02/11/2022,3.42
03/11/2022,2.5
04/11/2022,1.51
05/11/2022,2.61
06/11/2022,2.43
07/11/2022,5.62
08/11/2022,4.93
09/11/2022,4.12
10/11/2022,7.82
11/11/2022,9.38
12/11/2022,6.42
13/11/2022,5.53
14/11/2022,2.22
