Date,43-21 DC69 Workshop Hourly,43-27 DC29 D Blk Base Hourly
2022-01-22 00:00:00,410,129
2022-01-23 00:00:00,377,129
2022-01-24 00:00:00,557,208
2022-01-25 00:00:00,335,128
2022-02-01 00:00:00,266,119
2022-02-02 00:00:00,527,238
2022-02-03 00:00:00,515,248
2022-02-04 00:00:00,517,218
2022-02-05 00:00:00,402,139
2022-02-06 00:00:00,414,136
2022-02-07 00:00:00,170,55
2022-02-08 00:00:00,301,130
2022-02-09 00:00:00,552,225
2022-02-10 00:00:00,559,229
2022-02-11 00:00:00,513,202
2022-02-12 00:00:00,326,135
2022-02-13 00:00:00,301,126
2022-02-14 00:00:00,524,207
2022-02-15 00:00:00,574,225
2022-02-16 00:00:00,564,227
2022-02-17 00:00:00,562,234
2022-02-18 00:00:00,478,198
2022-02-19 00:00:00,377,163
2022-02-20 00:00:00,364,141
2022-02-21 00:00:00,521,209
2022-02-22 00:00:00,565,240
2022-02-23 00:00:00,552,239
2022-02-24 00:00:00,568,234
2022-02-25 00:00:00,521,215
2022-02-26 00:00:00,383,146
2022-02-27 00:00:00,389,150
2022-02-28 00:00:00,571,233
2022-03-01 00:00:00,538,257
2022-03-02 00:00:00,586,264
2022-03-03 00:00:00,592,267
2022-03-04 00:00:00,536,250
2022-03-05 00:00:00,390,186
2022-03-06 00:00:00,387,175
2022-03-07 00:00:00,584,251
2022-03-08 00:00:00,200,87
2022-03-11 00:00:00,353,163
2022-03-12 00:00:00,340,165
2022-03-13 00:00:00,348,154
2022-03-14 00:00:00,539,226
2022-03-15 00:00:00,555,243
2022-03-16 00:00:00,551,247
2022-03-17 00:00:00,550,259
2022-03-18 00:00:00,499,239
2022-03-19 00:00:00,373,156
2022-03-20 00:00:00,377,153
2022-03-21 00:00:00,533,230
2022-03-22 00:00:00,526,248
2022-03-23 00:00:00,539,243
2022-03-24 00:00:00,530,249
2022-03-25 00:00:00,504,231
2022-03-26 00:00:00,367,145
2022-03-27 00:00:00,309,136
2022-03-28 00:00:00,517,260
2022-03-29 00:00:00,311,149
2022-03-31 00:00:00,265,116
2022-04-01 00:00:00,527,251
2022-04-02 00:00:00,356,180
2022-04-03 00:00:00,332,169
2022-04-04 00:00:00,528,230
2022-04-05 00:00:00,554,241
2022-04-06 00:00:00,550,275
2022-04-07 00:00:00,536,288
2022-04-08 00:00:00,494,275
2022-04-09 00:00:00,335,199
2022-04-10 00:00:00,342,190
2022-04-11 00:00:00,527,256
2022-04-12 00:00:00,558,267
2022-04-13 00:00:00,555,251
2022-04-14 00:00:00,545,235
2022-04-15 00:00:00,346,141
2022-04-25 00:00:00,201,93
2022-04-26 00:00:00,553,270
2022-04-27 00:00:00,552,269
2022-04-28 00:00:00,540,263
2022-04-29 00:00:00,508,218
2022-04-30 00:00:00,389,150
2022-05-01 00:00:00,375,140
2022-05-02 00:00:00,427,169
2022-05-03 00:00:00,526,237
2022-05-04 00:00:00,553,248
2022-05-05 00:00:00,533,232
2022-05-11 00:00:00,295,133
2022-05-12 00:00:00,498,237
2022-05-13 00:00:00,483,224
2022-05-14 00:00:00,316,146
2022-05-15 00:00:00,349,148
2022-05-16 00:00:00,538,266
2022-05-17 00:00:00,491,264
2022-05-18 00:00:00,561,246
2022-05-19 00:00:00,536,249
2022-05-20 00:00:00,506,218
2022-05-21 00:00:00,347,142
2022-05-22 00:00:00,364,157
2022-05-23 00:00:00,555,225
2022-05-24 00:00:00,555,243
2022-05-25 00:00:00,541,245
2022-05-26 00:00:00,545,234
2022-05-27 00:00:00,513,222
2022-05-28 00:00:00,355,150
2022-05-29 00:00:00,299,154
2022-05-30 00:00:00,377,175
2022-05-31 00:00:00,512,224
2022-06-01 00:00:00,543,208
2022-06-02 00:00:00,315,169
2022-06-03 00:00:00,315,168
2022-06-04 00:00:00,311,141
2022-06-05 00:00:00,319,141
2022-06-06 00:00:00,521,218
2022-06-07 00:00:00,545,223
2022-06-08 00:00:00,575,242
2022-06-09 00:00:00,570,231
2022-06-10 00:00:00,544,234
2022-06-11 00:00:00,345,141
2022-06-12 00:00:00,318,142
2022-06-13 00:00:00,515,245
2022-06-14 00:00:00,557,249
2022-06-15 00:00:00,591,233
2022-06-16 00:00:00,594,262
2022-06-17 00:00:00,561,267
2022-06-18 00:00:00,411,162
2022-06-19 00:00:00,415,160
2022-06-20 00:00:00,585,245
2022-06-21 00:00:00,612,274
2022-06-22 00:00:00,605,329
2022-06-23 00:00:00,596,306
2022-06-24 00:00:00,552,298
2022-06-25 00:00:00,375,177
2022-06-26 00:00:00,370,167
2022-06-27 00:00:00,549,245
2022-06-28 00:00:00,543,266
2022-06-29 00:00:00,544,321
2022-06-30 00:00:00,558,283
2022-07-01 00:00:00,532,256
2022-07-02 00:00:00,359,171
2022-07-03 00:00:00,346,156
2022-07-04 00:00:00,524,228
2022-07-05 00:00:00,543,257
2022-07-06 00:00:00,546,304
2022-07-07 00:00:00,562,290
2022-07-08 00:00:00,562,306
2022-07-09 00:00:00,412,165
2022-07-10 00:00:00,438,199
2022-07-11 00:00:00,683,304
2022-07-12 00:00:00,714,356
2022-07-13 00:00:00,584,282
2022-07-14 00:00:00,580,258
2022-07-15 00:00:00,551,272
2022-07-16 00:00:00,391,176
2022-07-17 00:00:00,417,228
2022-07-18 00:00:00,544,281
2022-07-19 00:00:00,681,368
2022-07-20 00:00:00,701,378
2022-07-21 00:00:00,674,345
2022-07-22 00:00:00,598,318
2022-07-23 00:00:00,453,241
2022-07-24 00:00:00,445,265
2022-07-25 00:00:00,622,340
2022-07-26 00:00:00,625,307
2022-07-27 00:00:00,622,256
2022-07-28 00:00:00,595,303
2022-07-29 00:00:00,525,305
2022-07-30 00:00:00,364,243
2022-07-31 00:00:00,351,245
2022-08-01 00:00:00,551,291
2022-08-02 00:00:00,585,351
2022-08-03 00:00:00,580,332
2022-08-04 00:00:00,591,285
2022-08-05 00:00:00,539,224
2022-08-06 00:00:00,389,143
2022-08-07 00:00:00,330,179
2022-08-08 00:00:00,553,289
2022-08-09 00:00:00,587,303
2022-08-10 00:00:00,667,344
2022-08-11 00:00:00,700,339
2022-08-12 00:00:00,635,297
2022-08-13 00:00:00,393,209
2022-08-14 00:00:00,408,220
2022-08-15 00:00:00,592,342
2022-08-16 00:00:00,585,366
2022-08-17 00:00:00,557,288
2022-08-18 00:00:00,557,320
2022-08-19 00:00:00,510,305
2022-08-20 00:00:00,396,223
2022-08-21 00:00:00,375,161
2022-08-22 00:00:00,531,279
2022-08-23 00:00:00,542,349
2022-08-24 00:00:00,557,353
2022-08-25 00:00:00,544,319
2022-08-26 00:00:00,422,209
2022-09-15 00:00:00,208,117
2022-09-16 00:00:00,450,239
2022-09-17 00:00:00,274,153
2022-09-18 00:00:00,288,145
2022-09-19 00:00:00,332,170
2022-09-20 00:00:00,445,244
2022-09-21 00:00:00,513,246
2022-09-22 00:00:00,507,290
2022-09-23 00:00:00,469,224
2022-09-24 00:00:00,333,145
2022-09-25 00:00:00,334,137
2022-09-26 00:00:00,495,218
2022-09-27 00:00:00,496,248
2022-09-28 00:00:00,482,246
2022-09-29 00:00:00,477,248
2022-09-30 00:00:00,453,231
2022-10-01 00:00:00,308,151
2022-10-02 00:00:00,310,150
2022-10-03 00:00:00,485,231
2022-10-04 00:00:00,520,304
2022-10-05 00:00:00,500,298
2022-10-06 00:00:00,519,272
2022-10-07 00:00:00,479,251
2022-10-08 00:00:00,306,140
2022-10-09 00:00:00,282,142
2022-10-10 00:00:00,487,224
2022-10-11 00:00:00,362,168
2022-11-01 00:00:00,223,116
2022-11-02 00:00:00,515,269
2022-11-03 00:00:00,502,266
2022-11-04 00:00:00,473,231
2022-11-05 00:00:00,319,143
2022-11-06 00:00:00,284,145
2022-11-07 00:00:00,495,236
2022-11-08 00:00:00,501,248
2022-11-09 00:00:00,482,248
2022-11-10 00:00:00,488,275
2022-11-11 00:00:00,456,291
2022-11-12 00:00:00,305,153
2022-11-13 00:00:00,306,128
2022-11-14 00:00:00,496,233
2022-11-15 00:00:00,522,254
2022-11-16 00:00:00,497,268
2022-11-17 00:00:00,493,252
2022-11-18 00:00:00,452,234
2022-11-19 00:00:00,315,153
2022-11-20 00:00:00,274,146
2022-11-21 00:00:00,521,287
2022-11-22 00:00:00,527,324
2022-11-23 00:00:00,508,292
2022-11-24 00:00:00,484,295
2022-11-25 00:00:00,454,256
2022-11-26 00:00:00,367,160
2022-11-27 00:00:00,352,152
2022-11-28 00:00:00,504,274
2022-11-29 00:00:00,504,311
2022-11-30 00:00:00,529,298
2022-12-01 00:00:00,534,297
2022-12-02 00:00:00,474,266
2022-12-03 00:00:00,349,174
2022-12-04 00:00:00,364,174
2022-12-05 00:00:00,483,267
2022-12-06 00:00:00,498,277
2022-12-07 00:00:00,493,303
2022-12-08 00:00:00,488,280
2022-12-09 00:00:00,457,268
2022-12-10 00:00:00,342,180
2022-12-11 00:00:00,319,181
2022-12-12 00:00:00,499,296
2022-12-13 00:00:00,543,336
2022-12-14 00:00:00,559,330
2022-12-15 00:00:00,539,338
2022-12-16 00:00:00,501,290
2022-12-17 00:00:00,394,182
2022-12-18 00:00:00,411,180
2022-12-19 00:00:00,519,274
2022-12-20 00:00:00,515,272
2022-12-21 00:00:00,513,262
2022-12-22 00:00:00,473,243
2022-12-23 00:00:00,411,201
2022-12-24 00:00:00,338,152
2022-12-25 00:00:00,337,151
2022-12-26 00:00:00,345,190
2022-12-27 00:00:00,360,186
2022-12-28 00:00:00,368,177
2022-12-29 00:00:00,356,183
2022-12-30 00:00:00,315,167
